EMISSION_RECORD_ID,RECORD_DATE,SITE_ID,SUPPLIER_ID,EMISSION_SOURCE,POLLUTANT_NAME,EMISSION_QUANTITY,EMISSION_UNIT_OF_MEASURE_ID,PERMIT_LIMIT,IS_WITHIN_PERMIT_LIMIT_FLAG,MEASUREMENT_METHOD
346,2023-09-28,,15,Transportation,CO2,444.47,4,648.48,True,Direct Measurement
347,2023-10-28,,15,Facilities,CO2,269.75,4,351.19,True,Direct Measurement
348,2023-11-27,,15,Transportation,CO2,185.09,4,262.31,True,Direct Measurement
349,2023-12-27,,15,Transportation,CO2,156.05,4,196.47,True,Estimated
350,2024-01-26,,15,Manufacturing,CO2,133.93,4,180.59,True,Direct Measurement
351,2024-02-25,,15,Manufacturing,CO2,129.6,4,170.16,True,Estimated
352,2024-03-26,,15,Facilities,CO2,390.9,4,433.56,True,Calculated
353,2024-04-25,,15,Facilities,CO2,325.02,4,418.16,True,Estimated
354,2024-05-25,,15,Transportation,CO2,185.46,4,275.96,True,Calculated
355,2024-06-24,,15,Transportation,CO2,352.5,4,475.23,True,Estimated
356,2024-07-24,,15,Transportation,CO2,52.97,4,58.5,True,Estimated
357,2024-08-23,,15,Manufacturing,CO2,55.17,4,79.66,True,Calculated
358,2024-09-22,,15,Transportation,CO2,177.26,4,248.24,True,Estimated
359,2024-10-22,,15,Transportation,CO2,165.5,4,205.13,True,Calculated
360,2024-11-21,,15,Manufacturing,CO2,480.98,4,582.0,True,Direct Measurement
361,2023-01-01,,16,Manufacturing,CO2,70.83,4,91.59,True,Estimated
362,2023-01-31,,16,Facilities,CO2,339.21,4,426.29,True,Calculated
363,2023-03-02,,16,Manufacturing,CO2,471.41,4,650.81,True,Direct Measurement
364,2023-04-01,,16,Transportation,CO2,484.08,4,638.41,True,Estimated
365,2023-05-01,,16,Facilities,CO2,55.81,4,64.58,True,Estimated
366,2023-05-31,,16,Transportation,CO2,216.18,4,322.66,True,Estimated
367,2023-06-30,,16,Transportation,CO2,88.49,4,116.4,True,Direct Measurement
368,2023-07-30,,16,Facilities,CO2,391.8,4,433.94,True,Estimated
369,2023-08-29,,16,Manufacturing,CO2,387.77,4,546.64,True,Direct Measurement
370,2023-09-28,,16,Manufacturing,CO2,308.74,4,413.51,True,Direct Measurement
371,2023-10-28,,16,Transportation,CO2,370.77,4,511.05,True,Calculated
372,2023-11-27,,16,Transportation,CO2,214.21,4,273.87,True,Calculated
373,2023-12-27,,16,Facilities,CO2,327.42,4,431.26,True,Calculated
374,2024-01-26,,16,Facilities,CO2,311.19,4,360.03,True,Estimated
375,2024-02-25,,16,Transportation,CO2,186.13,4,252.46,True,Direct Measurement
376,2024-03-26,,16,Facilities,CO2,106.07,4,146.73,True,Calculated
377,2024-04-25,,16,Manufacturing,CO2,203.0,4,234.12,True,Estimated
378,2024-05-25,,16,Facilities,CO2,120.75,4,177.52,True,Direct Measurement
379,2024-06-24,,16,Manufacturing,CO2,447.78,4,514.6,True,Direct Measurement
380,2024-07-24,,16,Facilities,CO2,216.21,4,278.05,True,Direct Measurement
381,2024-08-23,,16,Manufacturing,CO2,155.55,4,213.93,True,Estimated
382,2024-09-22,,16,Manufacturing,CO2,338.03,4,479.26,True,Estimated
383,2024-10-22,,16,Transportation,CO2,213.73,4,251.78,True,Direct Measurement
384,2024-11-21,,16,Manufacturing,CO2,479.06,4,672.24,True,Direct Measurement
385,2023-01-01,,17,Transportation,CO2,359.86,4,492.56,True,Direct Measurement
386,2023-01-31,,17,Facilities,CO2,401.99,4,477.61,True,Direct Measurement
387,2023-03-02,,17,Manufacturing,CO2,136.91,4,156.95,True,Calculated
388,2023-04-01,,17,Transportation,CO2,441.18,4,495.54,True,Calculated
389,2023-05-01,,17,Manufacturing,CO2,124.31,4,186.15,True,Calculated
390,2023-05-31,,17,Facilities,CO2,114.93,4,148.9,True,Direct Measurement
391,2023-06-30,,17,Manufacturing,CO2,143.03,4,213.37,True,Estimated
392,2023-07-30,,17,Transportation,CO2,262.22,4,381.6,True,Estimated
393,2023-08-29,,17,Manufacturing,CO2,215.31,4,242.08,True,Direct Measurement
394,2023-09-28,,17,Facilities,CO2,75.57,4,95.35,True,Calculated
395,2023-10-28,,17,Facilities,CO2,123.82,4,144.88,True,Calculated
396,2023-11-27,,17,Facilities,CO2,261.33,4,287.65,True,Direct Measurement
397,2023-12-27,,17,Manufacturing,CO2,174.42,4,251.08,True,Direct Measurement
398,2024-01-26,,17,Facilities,CO2,383.21,4,537.18,True,Calculated
399,2024-02-25,,17,Manufacturing,CO2,423.15,4,617.65,True,Estimated
400,2024-03-26,,17,Facilities,CO2,410.33,4,544.35,True,Direct Measurement
401,2024-04-25,,17,Facilities,CO2,352.63,4,433.84,True,Estimated
402,2024-05-25,,17,Transportation,CO2,218.9,4,263.05,True,Estimated
403,2024-06-24,,17,Manufacturing,CO2,243.62,4,307.76,True,Estimated
404,2024-07-24,,17,Transportation,CO2,190.84,4,250.47,True,Calculated
405,2024-08-23,,17,Facilities,CO2,143.1,4,199.42,True,Calculated
406,2024-09-22,,17,Transportation,CO2,76.98,4,109.99,True,Direct Measurement
407,2024-10-22,,17,Facilities,CO2,443.77,4,556.21,True,Calculated
408,2024-11-21,,17,Facilities,CO2,365.06,4,507.89,True,Estimated
409,2023-01-01,,18,Transportation,CO2,213.11,4,247.0,True,Direct Measurement
410,2023-01-31,,18,Facilities,CO2,296.58,4,437.71,True,Calculated
411,2023-03-02,,18,Transportation,CO2,340.8,4,409.31,True,Calculated
412,2023-04-01,,18,Facilities,CO2,271.47,4,355.93,True,Calculated
413,2023-05-01,,18,Manufacturing,CO2,489.37,4,720.08,True,Calculated
414,2023-05-31,,18,Manufacturing,CO2,260.38,4,331.82,True,Calculated
415,2023-06-30,,18,Manufacturing,CO2,294.16,4,344.37,True,Direct Measurement
416,2023-07-30,,18,Facilities,CO2,481.68,4,606.71,True,Estimated
417,2023-08-29,,18,Manufacturing,CO2,264.68,4,368.03,True,Direct Measurement
418,2023-09-28,,18,Transportation,CO2,360.46,4,503.07,True,Calculated
419,2023-10-28,,18,Facilities,CO2,100.45,4,117.85,True,Calculated
420,2023-11-27,,18,Facilities,CO2,291.99,4,352.69,True,Calculated
421,2023-12-27,,18,Transportation,CO2,491.01,4,701.19,True,Calculated
422,2024-01-26,,18,Manufacturing,CO2,314.99,4,352.07,True,Estimated
423,2024-02-25,,18,Transportation,CO2,112.11,4,159.4,True,Estimated
424,2024-03-26,,18,Manufacturing,CO2,204.01,4,292.26,True,Estimated
425,2024-04-25,,18,Facilities,CO2,281.48,4,327.2,True,Calculated
426,2024-05-25,,18,Facilities,CO2,152.31,4,179.42,True,Calculated
427,2024-06-24,,18,Facilities,CO2,174.16,4,194.49,True,Direct Measurement
428,2024-07-24,,18,Facilities,CO2,318.33,4,357.58,True,Calculated
429,2024-08-23,,18,Facilities,CO2,88.93,4,117.8,True,Direct Measurement
430,2024-09-22,,18,Manufacturing,CO2,455.66,4,529.64,True,Direct Measurement
431,2024-10-22,,18,Transportation,CO2,434.98,4,569.78,True,Calculated
432,2024-11-21,,18,Facilities,CO2,203.76,4,273.51,True,Calculated
433,2023-01-01,,19,Facilities,CO2,140.53,4,158.76,True,Direct Measurement
434,2023-01-31,,19,Transportation,CO2,299.01,4,412.36,True,Calculated
435,2023-03-02,,19,Transportation,CO2,385.07,4,442.1,True,Estimated
436,2023-04-01,,19,Facilities,CO2,371.37,4,453.22,True,Estimated
437,2023-05-01,,19,Manufacturing,CO2,469.35,4,666.39,True,Estimated
438,2023-05-31,,19,Facilities,CO2,108.98,4,134.82,True,Estimated
439,2023-06-30,,19,Manufacturing,CO2,285.76,4,365.77,True,Estimated
440,2023-07-30,,19,Transportation,CO2,171.08,4,209.1,True,Estimated
441,2023-08-29,,19,Manufacturing,CO2,120.7,4,144.61,True,Calculated
442,2023-09-28,,19,Transportation,CO2,205.15,4,247.28,True,Direct Measurement
443,2023-10-28,,19,Transportation,CO2,417.7,4,609.61,True,Direct Measurement
444,2023-11-27,,19,Facilities,CO2,294.42,4,393.89,True,Direct Measurement
445,2023-12-27,,19,Facilities,CO2,129.61,4,173.99,True,Direct Measurement
446,2024-01-26,,19,Manufacturing,CO2,291.32,4,347.5,True,Estimated
447,2024-02-25,,19,Manufacturing,CO2,376.05,4,559.33,True,Calculated
448,2024-03-26,,19,Facilities,CO2,208.94,4,294.65,True,Calculated
449,2024-04-25,,19,Transportation,CO2,289.86,4,349.41,True,Calculated
450,2024-05-25,,19,Transportation,CO2,60.17,4,85.41,True,Estimated
451,2024-06-24,,19,Facilities,CO2,58.17,4,83.97,True,Estimated
452,2024-07-24,,19,Facilities,CO2,299.3,4,373.21,True,Calculated
453,2024-08-23,,19,Manufacturing,CO2,464.95,4,685.22,True,Calculated
454,2024-09-22,,19,Manufacturing,CO2,127.49,4,168.82,True,Estimated
455,2024-10-22,,19,Facilities,CO2,139.21,4,198.36,True,Calculated
456,2024-11-21,,19,Transportation,CO2,175.31,4,260.49,True,Direct Measurement
457,2023-01-01,,20,Facilities,CO2,151.35,4,226.14,True,Calculated
458,2023-01-31,,20,Transportation,CO2,286.12,4,316.77,True,Direct Measurement
459,2023-03-02,,20,Facilities,CO2,209.59,4,302.31,True,Calculated
460,2023-04-01,,20,Manufacturing,CO2,271.55,4,406.39,True,Calculated
461,2023-05-01,,20,Facilities,CO2,492.0,4,612.34,True,Calculated
462,2023-05-31,,20,Manufacturing,CO2,117.15,4,168.84,True,Estimated
463,2023-06-30,,20,Manufacturing,CO2,120.99,4,133.85,True,Calculated
464,2023-07-30,,20,Manufacturing,CO2,380.99,4,469.74,True,Estimated
465,2023-08-29,,20,Transportation,CO2,403.85,4,559.34,True,Calculated
466,2023-09-28,,20,Manufacturing,CO2,160.44,4,204.14,True,Direct Measurement
467,2023-10-28,,20,Manufacturing,CO2,82.37,4,113.06,True,Direct Measurement
468,2023-11-27,,20,Transportation,CO2,404.93,4,587.43,True,Direct Measurement
469,2023-12-27,,20,Transportation,CO2,477.58,4,599.63,True,Calculated
470,2024-01-26,,20,Manufacturing,CO2,87.82,4,104.47,True,Estimated
471,2024-02-25,,20,Manufacturing,CO2,224.11,4,254.87,True,Calculated
472,2024-03-26,,20,Transportation,CO2,228.42,4,267.48,True,Estimated
473,2024-04-25,,20,Manufacturing,CO2,99.39,4,136.45,True,Direct Measurement
474,2024-05-25,,20,Manufacturing,CO2,261.05,4,370.59,True,Direct Measurement
475,2024-06-24,,20,Manufacturing,CO2,262.79,4,386.05,True,Calculated
476,2024-07-24,,20,Manufacturing,CO2,129.53,4,150.55,True,Estimated
477,2024-08-23,,20,Manufacturing,CO2,323.08,4,423.24,True,Calculated
478,2024-09-22,,20,Facilities,CO2,368.17,4,445.82,True,Estimated
479,2024-10-22,,20,Manufacturing,CO2,302.73,4,334.04,True,Direct Measurement
480,2024-11-21,,20,Facilities,CO2,385.2,4,540.96,True,Calculated
481,2023-01-01,,21,Facilities,CO2,399.78,4,469.57,True,Direct Measurement
482,2023-01-31,,21,Transportation,CO2,267.82,4,362.64,True,Calculated
483,2023-03-02,,21,Manufacturing,CO2,343.12,4,450.1,True,Calculated
484,2023-04-01,,21,Manufacturing,CO2,326.46,4,414.36,True,Estimated
485,2023-05-01,,21,Facilities,CO2,147.19,4,202.61,True,Direct Measurement
486,2023-05-31,,21,Transportation,CO2,230.59,4,316.0,True,Estimated
487,2023-06-30,,21,Transportation,CO2,56.52,4,74.97,True,Estimated
488,2023-07-30,,21,Facilities,CO2,178.88,4,215.66,True,Calculated
489,2023-08-29,,21,Transportation,CO2,399.56,4,449.83,True,Calculated
490,2023-09-28,,21,Transportation,CO2,260.87,4,383.88,True,Calculated
491,2023-10-28,,21,Manufacturing,CO2,446.36,4,542.38,True,Estimated
492,2023-11-27,,21,Manufacturing,CO2,97.57,4,116.59,True,Calculated
493,2023-12-27,,21,Facilities,CO2,132.64,4,197.55,True,Calculated
494,2024-01-26,,21,Facilities,CO2,267.69,4,334.55,True,Calculated
495,2024-02-25,,21,Facilities,CO2,268.26,4,398.59,True,Direct Measurement
496,2024-03-26,,21,Facilities,CO2,212.65,4,249.78,True,Direct Measurement
497,2024-04-25,,21,Transportation,CO2,352.84,4,450.27,True,Direct Measurement
498,2024-05-25,,21,Manufacturing,CO2,425.41,4,630.39,True,Direct Measurement
499,2024-06-24,,21,Transportation,CO2,325.13,4,426.59,True,Calculated
500,2024-07-24,,21,Manufacturing,CO2,355.01,4,447.5,True,Direct Measurement
501,2024-08-23,,21,Manufacturing,CO2,148.1,4,203.6,True,Calculated
502,2024-09-22,,21,Manufacturing,CO2,428.1,4,575.71,True,Direct Measurement
503,2024-10-22,,21,Facilities,CO2,145.18,4,201.16,True,Estimated
504,2024-11-21,,21,Transportation,CO2,284.07,4,408.02,True,Estimated
505,2023-01-01,,22,Transportation,CO2,484.89,4,639.68,True,Calculated
506,2023-01-31,,22,Manufacturing,CO2,53.93,4,62.4,True,Estimated
507,2023-03-02,,22,Facilities,CO2,150.47,4,218.87,True,Estimated
508,2023-04-01,,22,Manufacturing,CO2,55.58,4,73.31,True,Calculated
509,2023-05-01,,22,Facilities,CO2,419.5,4,613.01,True,Direct Measurement
510,2023-05-31,,22,Transportation,CO2,81.55,4,111.08,True,Estimated
511,2023-06-30,,22,Transportation,CO2,402.8,4,503.5,True,Estimated
512,2023-07-30,,22,Facilities,CO2,108.12,4,121.26,True,Calculated
513,2023-08-29,,22,Facilities,CO2,255.91,4,300.1,True,Calculated
514,2023-09-28,,22,Transportation,CO2,174.2,4,223.55,True,Direct Measurement
515,2023-10-28,,22,Manufacturing,CO2,348.46,4,490.07,True,Calculated
516,2023-11-27,,22,Manufacturing,CO2,104.57,4,143.31,True,Calculated
517,2023-12-27,,22,Transportation,CO2,209.32,4,295.98,True,Calculated
518,2024-01-26,,22,Facilities,CO2,210.62,4,244.08,True,Estimated
519,2024-02-25,,22,Manufacturing,CO2,183.03,4,224.28,True,Calculated
520,2024-03-26,,22,Transportation,CO2,239.35,4,333.85,True,Calculated
521,2024-04-25,,22,Manufacturing,CO2,92.49,4,138.35,True,Direct Measurement
522,2024-05-25,,22,Facilities,CO2,179.25,4,220.61,True,Estimated
523,2024-06-24,,22,Manufacturing,CO2,209.11,4,245.46,True,Calculated
524,2024-07-24,,22,Manufacturing,CO2,198.01,4,229.99,True,Calculated
525,2024-08-23,,22,Manufacturing,CO2,440.04,4,598.46,True,Estimated
526,2024-09-22,,22,Manufacturing,CO2,461.4,4,597.15,True,Direct Measurement
527,2024-10-22,,22,Manufacturing,CO2,436.36,4,549.17,True,Direct Measurement
528,2024-11-21,,22,Transportation,CO2,161.71,4,208.84,True,Direct Measurement
529,2023-01-01,,23,Facilities,CO2,61.77,4,91.17,True,Estimated
530,2023-01-31,,23,Facilities,CO2,429.99,4,533.46,True,Direct Measurement
531,2023-03-02,,23,Transportation,CO2,442.95,4,517.6,True,Direct Measurement
532,2023-04-01,,23,Facilities,CO2,109.39,4,135.64,True,Calculated
533,2023-05-01,,23,Manufacturing,CO2,439.89,4,638.73,True,Direct Measurement
534,2023-05-31,,23,Facilities,CO2,90.2,4,114.96,True,Direct Measurement
535,2023-06-30,,23,Manufacturing,CO2,409.33,4,558.52,True,Direct Measurement
536,2023-07-30,,23,Manufacturing,CO2,54.77,4,61.69,True,Direct Measurement
537,2023-08-29,,23,Transportation,CO2,78.84,4,92.58,True,Estimated
538,2023-09-28,,23,Transportation,CO2,316.42,4,361.02,True,Estimated
539,2023-10-28,,23,Manufacturing,CO2,432.29,4,642.26,True,Estimated
540,2023-11-27,,23,Facilities,CO2,318.33,4,389.11,True,Estimated
541,2023-12-27,,23,Manufacturing,CO2,271.4,4,340.86,True,Estimated
542,2024-01-26,,23,Transportation,CO2,173.73,4,217.49,True,Estimated
543,2024-02-25,,23,Manufacturing,CO2,208.11,4,282.03,True,Estimated
544,2024-03-26,,23,Facilities,CO2,258.28,4,365.13,True,Direct Measurement
545,2024-04-25,,23,Manufacturing,CO2,188.82,4,270.13,True,Direct Measurement
546,2024-05-25,,23,Facilities,CO2,170.85,4,202.08,True,Calculated
547,2024-06-24,,23,Transportation,CO2,52.91,4,75.69,True,Estimated
548,2024-07-24,,23,Facilities,CO2,337.69,4,481.1,True,Calculated
549,2024-08-23,,23,Transportation,CO2,144.1,4,197.49,True,Calculated
550,2024-09-22,,23,Manufacturing,CO2,187.76,4,210.82,True,Direct Measurement
551,2024-10-22,,23,Facilities,CO2,186.63,4,259.0,True,Calculated
552,2024-11-21,,23,Facilities,CO2,299.79,4,337.61,True,Calculated
553,2023-01-01,,24,Transportation,CO2,490.84,4,717.75,True,Estimated
554,2023-01-31,,24,Transportation,CO2,315.42,4,369.46,True,Estimated
555,2023-03-02,,24,Facilities,CO2,395.9,4,438.34,True,Estimated
556,2023-04-01,,24,Facilities,CO2,230.98,4,315.74,True,Calculated
557,2023-05-01,,24,Manufacturing,CO2,131.81,4,189.67,True,Calculated
558,2023-05-31,,24,Manufacturing,CO2,263.63,4,328.21,True,Estimated
559,2023-06-30,,24,Facilities,CO2,225.06,4,320.32,True,Calculated
560,2023-07-30,,24,Facilities,CO2,219.57,4,278.42,True,Direct Measurement
561,2023-08-29,,24,Transportation,CO2,140.42,4,191.48,True,Direct Measurement
562,2023-09-28,,24,Facilities,CO2,470.3,4,643.42,True,Direct Measurement
563,2023-10-28,,24,Manufacturing,CO2,236.36,4,342.55,True,Estimated
564,2023-11-27,,24,Manufacturing,CO2,350.07,4,470.39,True,Estimated
565,2023-12-27,,24,Manufacturing,CO2,292.73,4,403.56,True,Estimated
566,2024-01-26,,24,Transportation,CO2,212.22,4,251.0,True,Estimated
567,2024-02-25,,24,Facilities,CO2,487.22,4,549.59,True,Estimated
568,2024-03-26,,24,Facilities,CO2,401.4,4,543.16,True,Calculated
569,2024-04-25,,24,Manufacturing,CO2,348.76,4,385.49,True,Calculated
570,2024-05-25,,24,Manufacturing,CO2,200.01,4,242.82,True,Calculated
571,2024-06-24,,24,Facilities,CO2,309.84,4,378.04,True,Calculated
572,2024-07-24,,24,Facilities,CO2,98.39,4,124.23,True,Estimated
573,2024-08-23,,24,Transportation,CO2,491.36,4,591.36,True,Direct Measurement
574,2024-09-22,,24,Manufacturing,CO2,462.94,4,533.46,True,Estimated
575,2024-10-22,,24,Facilities,CO2,327.74,4,416.43,True,Calculated
576,2024-11-21,,24,Manufacturing,CO2,108.36,4,125.97,True,Calculated
577,2023-01-01,,25,Facilities,CO2,444.25,4,625.19,True,Calculated
578,2023-01-31,,25,Facilities,CO2,132.08,4,149.33,True,Estimated
579,2023-03-02,,25,Facilities,CO2,142.97,4,174.26,True,Estimated
580,2023-04-01,,25,Transportation,CO2,379.51,4,544.94,True,Estimated
581,2023-05-01,,25,Transportation,CO2,428.15,4,564.69,True,Direct Measurement
582,2023-05-31,,25,Manufacturing,CO2,337.95,4,377.39,True,Estimated
583,2023-06-30,,25,Facilities,CO2,279.51,4,395.98,True,Calculated
584,2023-07-30,,25,Facilities,CO2,293.27,4,360.89,True,Direct Measurement
585,2023-08-29,,25,Facilities,CO2,448.51,4,614.2,True,Calculated
586,2023-09-28,,25,Manufacturing,CO2,71.78,4,104.69,True,Estimated
587,2023-10-28,,25,Manufacturing,CO2,329.11,4,419.62,True,Direct Measurement
588,2023-11-27,,25,Transportation,CO2,210.61,4,239.86,True,Calculated
589,2023-12-27,,25,Manufacturing,CO2,479.29,4,563.02,True,Calculated
590,2024-01-26,,25,Manufacturing,CO2,145.52,4,209.8,True,Estimated
591,2024-02-25,,25,Transportation,CO2,309.32,4,462.74,True,Direct Measurement
592,2024-03-26,,25,Transportation,CO2,266.87,4,382.82,True,Calculated
593,2024-04-25,,25,Transportation,CO2,110.49,4,153.27,True,Estimated
594,2024-05-25,,25,Manufacturing,CO2,57.37,4,83.43,True,Estimated
595,2024-06-24,,25,Transportation,CO2,322.17,4,407.64,True,Direct Measurement
596,2024-07-24,,25,Transportation,CO2,371.11,4,474.89,True,Calculated
597,2024-08-23,,25,Facilities,CO2,427.64,4,592.44,True,Calculated
598,2024-09-22,,25,Transportation,CO2,416.16,4,549.62,True,Calculated
599,2024-10-22,,25,Transportation,CO2,346.11,4,427.04,True,Estimated
600,2024-11-21,,25,Transportation,CO2,300.35,4,408.57,True,Calculated
601,2023-01-01,,26,Transportation,CO2,181.65,4,206.79,True,Estimated
602,2023-01-31,,26,Facilities,CO2,466.49,4,534.12,True,Calculated
603,2023-03-02,,26,Manufacturing,CO2,401.62,4,556.71,True,Calculated
604,2023-04-01,,26,Manufacturing,CO2,380.88,4,456.05,True,Estimated
605,2023-05-01,,26,Facilities,CO2,396.21,4,473.42,True,Direct Measurement
606,2023-05-31,,26,Facilities,CO2,247.72,4,321.52,True,Calculated
607,2023-06-30,,26,Transportation,CO2,278.27,4,377.06,True,Calculated
608,2023-07-30,,26,Facilities,CO2,109.78,4,120.78,True,Estimated
609,2023-08-29,,26,Manufacturing,CO2,172.26,4,257.77,True,Calculated
610,2023-09-28,,26,Transportation,CO2,101.78,4,151.05,True,Estimated
611,2023-10-28,,26,Transportation,CO2,201.22,4,301.21,True,Direct Measurement
612,2023-11-27,,26,Manufacturing,CO2,110.15,4,141.74,True,Estimated
613,2023-12-27,,26,Facilities,CO2,98.29,4,120.92,True,Direct Measurement
614,2024-01-26,,26,Manufacturing,CO2,214.19,4,264.98,True,Calculated
615,2024-02-25,,26,Manufacturing,CO2,492.24,4,663.54,True,Estimated
616,2024-03-26,,26,Manufacturing,CO2,117.48,4,172.96,True,Direct Measurement
617,2024-04-25,,26,Facilities,CO2,408.15,4,558.83,True,Estimated
618,2024-05-25,,26,Transportation,CO2,448.96,4,568.28,True,Estimated
619,2024-06-24,,26,Transportation,CO2,199.69,4,259.78,True,Direct Measurement
620,2024-07-24,,26,Facilities,CO2,293.14,4,372.4,True,Estimated
621,2024-08-23,,26,Transportation,CO2,496.46,4,617.06,True,Estimated
622,2024-09-22,,26,Facilities,CO2,365.68,4,544.55,True,Estimated
623,2024-10-22,,26,Transportation,CO2,456.45,4,619.81,True,Calculated
624,2024-11-21,,26,Facilities,CO2,415.57,4,471.99,True,Estimated
625,2023-01-01,,27,Transportation,CO2,292.59,4,348.72,True,Direct Measurement
626,2023-01-31,,27,Manufacturing,CO2,404.17,4,578.02,True,Calculated
627,2023-03-02,,27,Transportation,CO2,383.0,4,539.6,True,Calculated
628,2023-04-01,,27,Manufacturing,CO2,189.4,4,217.79,True,Estimated
629,2023-05-01,,27,Transportation,CO2,143.11,4,210.89,True,Estimated
630,2023-05-31,,27,Manufacturing,CO2,235.22,4,342.64,True,Calculated
631,2023-06-30,,27,Transportation,CO2,496.18,4,608.25,True,Estimated
632,2023-07-30,,27,Facilities,CO2,180.79,4,204.58,True,Calculated
633,2023-08-29,,27,Manufacturing,CO2,153.02,4,221.62,True,Calculated
634,2023-09-28,,27,Transportation,CO2,80.31,4,115.03,True,Estimated
635,2023-10-28,,27,Manufacturing,CO2,266.48,4,381.12,True,Calculated
636,2023-11-27,,27,Facilities,CO2,220.96,4,301.92,True,Estimated
637,2023-12-27,,27,Facilities,CO2,394.04,4,545.8,True,Direct Measurement
638,2024-01-26,,27,Transportation,CO2,279.5,4,379.64,True,Calculated
639,2024-02-25,,27,Transportation,CO2,241.51,4,338.77,True,Calculated
640,2024-03-26,,27,Transportation,CO2,395.87,4,467.79,True,Calculated
641,2024-04-25,,27,Transportation,CO2,315.93,4,472.07,True,Calculated
642,2024-05-25,,27,Facilities,CO2,238.91,4,302.73,True,Calculated
643,2024-06-24,,27,Manufacturing,CO2,463.55,4,516.18,True,Calculated
644,2024-07-24,,27,Transportation,CO2,498.79,4,746.09,True,Calculated
645,2024-08-23,,27,Facilities,CO2,110.85,4,156.63,True,Estimated
646,2024-09-22,,27,Facilities,CO2,474.73,4,683.22,True,Calculated
647,2024-10-22,,27,Manufacturing,CO2,235.82,4,273.69,True,Direct Measurement
648,2024-11-21,,27,Transportation,CO2,310.06,4,418.42,True,Estimated
649,2023-01-01,,28,Facilities,CO2,286.34,4,355.86,True,Direct Measurement
650,2023-01-31,,28,Transportation,CO2,427.55,4,473.26,True,Direct Measurement
651,2023-03-02,,28,Manufacturing,CO2,157.58,4,185.41,True,Estimated
652,2023-04-01,,28,Manufacturing,CO2,373.31,4,464.15,True,Calculated
653,2023-05-01,,28,Facilities,CO2,162.88,4,181.35,True,Calculated
654,2023-05-31,,28,Transportation,CO2,431.16,4,580.22,True,Calculated
655,2023-06-30,,28,Facilities,CO2,140.07,4,163.07,True,Estimated
656,2023-07-30,,28,Manufacturing,CO2,357.49,4,434.99,True,Estimated
657,2023-08-29,,28,Facilities,CO2,173.44,4,192.19,True,Direct Measurement
658,2023-09-28,,28,Facilities,CO2,436.03,4,546.12,True,Calculated
659,2023-10-28,,28,Transportation,CO2,54.42,4,64.65,True,Calculated
660,2023-11-27,,28,Manufacturing,CO2,158.89,4,234.65,True,Direct Measurement
661,2023-12-27,,28,Manufacturing,CO2,240.48,4,332.17,True,Calculated
662,2024-01-26,,28,Transportation,CO2,277.98,4,311.24,True,Estimated
663,2024-02-25,,28,Facilities,CO2,231.66,4,307.8,True,Direct Measurement
664,2024-03-26,,28,Manufacturing,CO2,231.49,4,287.28,True,Calculated
665,2024-04-25,,28,Manufacturing,CO2,447.12,4,641.91,True,Estimated
666,2024-05-25,,28,Transportation,CO2,178.1,4,199.24,True,Direct Measurement
667,2024-06-24,,28,Facilities,CO2,358.99,4,456.15,True,Estimated
668,2024-07-24,,28,Transportation,CO2,107.9,4,135.8,True,Estimated
669,2024-08-23,,28,Manufacturing,CO2,194.7,4,271.55,True,Direct Measurement
670,2024-09-22,,28,Facilities,CO2,451.48,4,631.18,True,Calculated
671,2024-10-22,,28,Transportation,CO2,353.14,4,390.23,True,Estimated
672,2024-11-21,,28,Facilities,CO2,334.58,4,423.19,True,Calculated
673,2023-01-01,,29,Manufacturing,CO2,266.65,4,393.83,True,Direct Measurement
674,2023-01-31,,29,Facilities,CO2,68.78,4,98.06,True,Estimated
675,2023-03-02,,29,Manufacturing,CO2,98.61,4,112.74,True,Calculated
676,2023-04-01,,29,Facilities,CO2,485.5,4,616.62,True,Calculated
677,2023-05-01,,29,Transportation,CO2,196.68,4,262.77,True,Calculated
678,2023-05-31,,29,Facilities,CO2,285.71,4,350.42,True,Estimated
679,2023-06-30,,29,Transportation,CO2,184.81,4,266.87,True,Direct Measurement
680,2023-07-30,,29,Facilities,CO2,346.6,4,422.92,True,Calculated
681,2023-08-29,,29,Facilities,CO2,105.24,4,123.05,True,Direct Measurement
682,2023-09-28,,29,Manufacturing,CO2,204.57,4,279.66,True,Estimated
683,2023-10-28,,29,Facilities,CO2,92.27,4,109.92,True,Direct Measurement
684,2023-11-27,,29,Manufacturing,CO2,104.68,4,135.17,True,Estimated
685,2023-12-27,,29,Manufacturing,CO2,56.88,4,79.85,True,Calculated
686,2024-01-26,,29,Facilities,CO2,387.83,4,494.66,True,Calculated
687,2024-02-25,,29,Facilities,CO2,210.58,4,257.02,True,Direct Measurement
688,2024-03-26,,29,Manufacturing,CO2,215.63,4,239.97,True,Direct Measurement
689,2024-04-25,,29,Transportation,CO2,442.52,4,546.21,True,Calculated
690,2024-05-25,,29,Transportation,CO2,493.82,4,560.69,True,Estimated
691,2024-06-24,,29,Facilities,CO2,445.2,4,510.77,True,Estimated
692,2024-07-24,,29,Transportation,CO2,208.31,4,310.55,True,Estimated
693,2024-08-23,,29,Transportation,CO2,384.83,4,538.73,True,Calculated
694,2024-09-22,,29,Facilities,CO2,99.66,4,123.51,True,Direct Measurement
695,2024-10-22,,29,Facilities,CO2,339.68,4,391.99,True,Estimated
