SUPPLIER_PERFORMANCE_ID,SUPPLIER_ID,EVALUATION_PERIOD,METRIC_TYPE,METRIC_VALUE,TARGET_VALUE,RATING,COMMENTS,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
186,38,2024-Q4,ON_TIME_DELIVERY,93.07,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
187,38,2024-Q4,QUALITY_ACCEPTANCE,98.23,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
188,38,2024-Q4,PRICE_VARIANCE,9.52,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
189,38,2024-Q4,LEAD_TIME_ADHERENCE,70.94,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
190,38,2024-Q4,OVERALL_SCORE,79.99,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
191,39,2024-Q4,ON_TIME_DELIVERY,91.79,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
192,39,2024-Q4,QUALITY_ACCEPTANCE,92.39,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
193,39,2024-Q4,PRICE_VARIANCE,7.73,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
194,39,2024-Q4,LEAD_TIME_ADHERENCE,75.06,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
195,39,2024-Q4,OVERALL_SCORE,93.94,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
196,40,2024-Q4,ON_TIME_DELIVERY,83.62,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
197,40,2024-Q4,QUALITY_ACCEPTANCE,98.41,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
198,40,2024-Q4,PRICE_VARIANCE,1.76,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
199,40,2024-Q4,LEAD_TIME_ADHERENCE,72.18,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
200,40,2024-Q4,OVERALL_SCORE,73.63,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
201,41,2024-Q4,ON_TIME_DELIVERY,88.15,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
202,41,2024-Q4,QUALITY_ACCEPTANCE,74.84,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
203,41,2024-Q4,PRICE_VARIANCE,-2.7,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
204,41,2024-Q4,LEAD_TIME_ADHERENCE,90.13,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
205,41,2024-Q4,OVERALL_SCORE,97.03,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
206,42,2024-Q4,ON_TIME_DELIVERY,79.23,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
207,42,2024-Q4,QUALITY_ACCEPTANCE,94.15,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
208,42,2024-Q4,PRICE_VARIANCE,1.63,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
209,42,2024-Q4,LEAD_TIME_ADHERENCE,93.85,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
210,42,2024-Q4,OVERALL_SCORE,76.89,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
211,43,2024-Q4,ON_TIME_DELIVERY,89.29,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
212,43,2024-Q4,QUALITY_ACCEPTANCE,79.02,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
213,43,2024-Q4,PRICE_VARIANCE,-7.51,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
214,43,2024-Q4,LEAD_TIME_ADHERENCE,70.32,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
215,43,2024-Q4,OVERALL_SCORE,96.07,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
216,44,2024-Q4,ON_TIME_DELIVERY,78.17,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
217,44,2024-Q4,QUALITY_ACCEPTANCE,91.0,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
218,44,2024-Q4,PRICE_VARIANCE,-1.83,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
219,44,2024-Q4,LEAD_TIME_ADHERENCE,83.76,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
220,44,2024-Q4,OVERALL_SCORE,82.69,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
221,45,2024-Q4,ON_TIME_DELIVERY,74.88,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
222,45,2024-Q4,QUALITY_ACCEPTANCE,74.3,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
223,45,2024-Q4,PRICE_VARIANCE,7.44,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
224,45,2024-Q4,LEAD_TIME_ADHERENCE,76.0,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
225,45,2024-Q4,OVERALL_SCORE,86.96,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
226,46,2024-Q4,ON_TIME_DELIVERY,75.77,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
227,46,2024-Q4,QUALITY_ACCEPTANCE,97.43,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
228,46,2024-Q4,PRICE_VARIANCE,-8.12,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
229,46,2024-Q4,LEAD_TIME_ADHERENCE,87.55,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
230,46,2024-Q4,OVERALL_SCORE,75.75,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
231,47,2024-Q4,ON_TIME_DELIVERY,78.57,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
232,47,2024-Q4,QUALITY_ACCEPTANCE,77.03,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
233,47,2024-Q4,PRICE_VARIANCE,-8.23,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
234,47,2024-Q4,LEAD_TIME_ADHERENCE,96.16,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
235,47,2024-Q4,OVERALL_SCORE,74.13,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
236,48,2024-Q4,ON_TIME_DELIVERY,79.26,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
237,48,2024-Q4,QUALITY_ACCEPTANCE,90.62,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
238,48,2024-Q4,PRICE_VARIANCE,-6.5,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
239,48,2024-Q4,LEAD_TIME_ADHERENCE,91.25,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
240,48,2024-Q4,OVERALL_SCORE,82.25,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
241,49,2024-Q4,ON_TIME_DELIVERY,84.45,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
242,49,2024-Q4,QUALITY_ACCEPTANCE,84.74,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
243,49,2024-Q4,PRICE_VARIANCE,2.79,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
244,49,2024-Q4,LEAD_TIME_ADHERENCE,76.16,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
245,49,2024-Q4,OVERALL_SCORE,94.44,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
246,50,2024-Q4,ON_TIME_DELIVERY,74.84,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
247,50,2024-Q4,QUALITY_ACCEPTANCE,85.2,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
248,50,2024-Q4,PRICE_VARIANCE,-4.64,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
249,50,2024-Q4,LEAD_TIME_ADHERENCE,95.45,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
250,50,2024-Q4,OVERALL_SCORE,73.99,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
251,51,2024-Q4,ON_TIME_DELIVERY,73.8,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
252,51,2024-Q4,QUALITY_ACCEPTANCE,89.81,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
253,51,2024-Q4,PRICE_VARIANCE,4.79,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
254,51,2024-Q4,LEAD_TIME_ADHERENCE,98.64,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
255,51,2024-Q4,OVERALL_SCORE,89.23,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
256,52,2024-Q4,ON_TIME_DELIVERY,90.99,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
257,52,2024-Q4,QUALITY_ACCEPTANCE,71.61,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
258,52,2024-Q4,PRICE_VARIANCE,-0.79,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
259,52,2024-Q4,LEAD_TIME_ADHERENCE,93.69,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
260,52,2024-Q4,OVERALL_SCORE,79.64,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
261,53,2024-Q4,ON_TIME_DELIVERY,99.57,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
262,53,2024-Q4,QUALITY_ACCEPTANCE,92.54,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
263,53,2024-Q4,PRICE_VARIANCE,1.65,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
264,53,2024-Q4,LEAD_TIME_ADHERENCE,83.81,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
265,53,2024-Q4,OVERALL_SCORE,73.18,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
266,54,2024-Q4,ON_TIME_DELIVERY,97.72,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
267,54,2024-Q4,QUALITY_ACCEPTANCE,71.89,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
268,54,2024-Q4,PRICE_VARIANCE,9.12,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
269,54,2024-Q4,LEAD_TIME_ADHERENCE,86.78,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
270,54,2024-Q4,OVERALL_SCORE,86.72,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
271,55,2024-Q4,ON_TIME_DELIVERY,97.97,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
272,55,2024-Q4,QUALITY_ACCEPTANCE,72.39,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
273,55,2024-Q4,PRICE_VARIANCE,-3.03,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
274,55,2024-Q4,LEAD_TIME_ADHERENCE,94.35,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
275,55,2024-Q4,OVERALL_SCORE,71.59,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
276,56,2024-Q4,ON_TIME_DELIVERY,87.23,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
277,56,2024-Q4,QUALITY_ACCEPTANCE,94.45,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
278,56,2024-Q4,PRICE_VARIANCE,2.59,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
279,56,2024-Q4,LEAD_TIME_ADHERENCE,77.87,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
280,56,2024-Q4,OVERALL_SCORE,78.2,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
281,57,2024-Q4,ON_TIME_DELIVERY,92.24,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
282,57,2024-Q4,QUALITY_ACCEPTANCE,85.91,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
283,57,2024-Q4,PRICE_VARIANCE,0.75,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
284,57,2024-Q4,LEAD_TIME_ADHERENCE,78.96,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
285,57,2024-Q4,OVERALL_SCORE,71.01,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
286,58,2024-Q4,ON_TIME_DELIVERY,94.54,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
287,58,2024-Q4,QUALITY_ACCEPTANCE,95.27,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
288,58,2024-Q4,PRICE_VARIANCE,-7.3,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
289,58,2024-Q4,LEAD_TIME_ADHERENCE,97.99,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
290,58,2024-Q4,OVERALL_SCORE,74.27,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
291,59,2024-Q4,ON_TIME_DELIVERY,75.23,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
292,59,2024-Q4,QUALITY_ACCEPTANCE,72.38,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
293,59,2024-Q4,PRICE_VARIANCE,5.74,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
294,59,2024-Q4,LEAD_TIME_ADHERENCE,82.94,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
295,59,2024-Q4,OVERALL_SCORE,87.08,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
296,60,2024-Q4,ON_TIME_DELIVERY,76.86,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
297,60,2024-Q4,QUALITY_ACCEPTANCE,88.54,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
298,60,2024-Q4,PRICE_VARIANCE,-1.58,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
299,60,2024-Q4,LEAD_TIME_ADHERENCE,76.53,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
300,60,2024-Q4,OVERALL_SCORE,81.15,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
301,61,2024-Q4,ON_TIME_DELIVERY,91.84,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
302,61,2024-Q4,QUALITY_ACCEPTANCE,92.4,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
303,61,2024-Q4,PRICE_VARIANCE,-2.87,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
304,61,2024-Q4,LEAD_TIME_ADHERENCE,87.54,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
305,61,2024-Q4,OVERALL_SCORE,93.1,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
306,62,2024-Q4,ON_TIME_DELIVERY,96.55,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
307,62,2024-Q4,QUALITY_ACCEPTANCE,75.11,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
308,62,2024-Q4,PRICE_VARIANCE,-3.89,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
309,62,2024-Q4,LEAD_TIME_ADHERENCE,98.84,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
310,62,2024-Q4,OVERALL_SCORE,89.77,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
311,63,2024-Q4,ON_TIME_DELIVERY,86.91,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
312,63,2024-Q4,QUALITY_ACCEPTANCE,75.5,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
313,63,2024-Q4,PRICE_VARIANCE,-9.85,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
314,63,2024-Q4,LEAD_TIME_ADHERENCE,75.4,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
315,63,2024-Q4,OVERALL_SCORE,80.43,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
316,64,2024-Q4,ON_TIME_DELIVERY,93.84,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
317,64,2024-Q4,QUALITY_ACCEPTANCE,86.48,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
318,64,2024-Q4,PRICE_VARIANCE,8.42,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
319,64,2024-Q4,LEAD_TIME_ADHERENCE,85.46,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
320,64,2024-Q4,OVERALL_SCORE,93.51,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
321,65,2024-Q4,ON_TIME_DELIVERY,80.31,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
322,65,2024-Q4,QUALITY_ACCEPTANCE,91.97,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
323,65,2024-Q4,PRICE_VARIANCE,3.18,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
324,65,2024-Q4,LEAD_TIME_ADHERENCE,87.12,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
325,65,2024-Q4,OVERALL_SCORE,95.44,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
326,66,2024-Q4,ON_TIME_DELIVERY,97.15,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
327,66,2024-Q4,QUALITY_ACCEPTANCE,72.3,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
328,66,2024-Q4,PRICE_VARIANCE,5.84,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
329,66,2024-Q4,LEAD_TIME_ADHERENCE,81.29,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
330,66,2024-Q4,OVERALL_SCORE,90.09,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
331,67,2024-Q4,ON_TIME_DELIVERY,75.55,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
332,67,2024-Q4,QUALITY_ACCEPTANCE,83.06,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
333,67,2024-Q4,PRICE_VARIANCE,5.66,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
334,67,2024-Q4,LEAD_TIME_ADHERENCE,88.85,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
335,67,2024-Q4,OVERALL_SCORE,70.85,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
336,68,2024-Q4,ON_TIME_DELIVERY,81.35,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
337,68,2024-Q4,QUALITY_ACCEPTANCE,81.53,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
338,68,2024-Q4,PRICE_VARIANCE,-8.44,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
339,68,2024-Q4,LEAD_TIME_ADHERENCE,70.24,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
340,68,2024-Q4,OVERALL_SCORE,96.2,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
341,69,2024-Q4,ON_TIME_DELIVERY,92.06,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
342,69,2024-Q4,QUALITY_ACCEPTANCE,86.83,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
343,69,2024-Q4,PRICE_VARIANCE,5.66,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
344,69,2024-Q4,LEAD_TIME_ADHERENCE,85.91,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
345,69,2024-Q4,OVERALL_SCORE,91.14,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
346,70,2024-Q4,ON_TIME_DELIVERY,95.27,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
347,70,2024-Q4,QUALITY_ACCEPTANCE,75.56,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
348,70,2024-Q4,PRICE_VARIANCE,7.0,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
349,70,2024-Q4,LEAD_TIME_ADHERENCE,98.54,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
350,70,2024-Q4,OVERALL_SCORE,88.63,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
351,71,2024-Q4,ON_TIME_DELIVERY,82.21,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
352,71,2024-Q4,QUALITY_ACCEPTANCE,87.56,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
353,71,2024-Q4,PRICE_VARIANCE,6.84,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
354,71,2024-Q4,LEAD_TIME_ADHERENCE,70.25,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
355,71,2024-Q4,OVERALL_SCORE,78.73,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
356,72,2024-Q4,ON_TIME_DELIVERY,89.32,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
357,72,2024-Q4,QUALITY_ACCEPTANCE,75.24,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
358,72,2024-Q4,PRICE_VARIANCE,-1.6,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
359,72,2024-Q4,LEAD_TIME_ADHERENCE,74.17,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
360,72,2024-Q4,OVERALL_SCORE,77.99,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
361,73,2024-Q4,ON_TIME_DELIVERY,76.08,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
362,73,2024-Q4,QUALITY_ACCEPTANCE,96.33,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
363,73,2024-Q4,PRICE_VARIANCE,3.6,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
364,73,2024-Q4,LEAD_TIME_ADHERENCE,83.54,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
365,73,2024-Q4,OVERALL_SCORE,82.3,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
366,74,2024-Q4,ON_TIME_DELIVERY,85.74,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
367,74,2024-Q4,QUALITY_ACCEPTANCE,98.82,95,A,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
368,74,2024-Q4,PRICE_VARIANCE,2.91,0,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
369,74,2024-Q4,LEAD_TIME_ADHERENCE,84.17,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
370,74,2024-Q4,OVERALL_SCORE,72.07,95,D,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
371,75,2024-Q4,ON_TIME_DELIVERY,94.71,95,B,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
372,75,2024-Q4,QUALITY_ACCEPTANCE,84.73,95,C,,SYSTEM,2025-01-01 00:00:00,SYSTEM,2025-01-01 00:00:00
