PURCHASE_ORDER_ID,PURCHASE_ORDER_NUMBER,PURCHASE_ORDER_DATE,REVISION_NUMBER,SUPPLIER_ID,SUPPLIER_SITE_ID,BUYER_EMPLOYEE_ID,PURCHASE_ORDER_TYPE,PURCHASE_ORDER_STATUS,CURRENCY_ID,PAYMENT_TERMS,SHIPPING_TERMS,SHIP_TO_SITE_ID,SHIP_TO_LOCATION_ID,BILL_TO_ORGANIZATION_ID,TOTAL_PURCHASE_ORDER_VALUE,VENDOR_REFERENCE_NUMBER,ERP_SOURCE_SYSTEM,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
1488,PO-SAP-00001488,2024-11-16,0,122,,83,CONTRACT,APPROVED,2,NET30,EXW,2,,4,396982.96,VR-00001488,SAP_ITALY,2024-11-16 00:00:00,,True,SYSTEM,2024-11-16 00:00:00,SYSTEM,2024-11-16 00:00:00
1489,PO-SAG-00001489,2024-08-27,0,133,,72,STANDARD,CANCELLED,3,NET30,CIF,3,,3,6865883.03,VR-00001489,SAGE_OFFICE_1,2024-08-27 00:00:00,,True,SYSTEM,2024-08-27 00:00:00,SYSTEM,2024-08-27 00:00:00
1490,PO-BIO-00001490,2023-02-11,0,127,,30,STANDARD,CANCELLED,2,NET60,FOB,6,,5,1592794.89,VR-00001490,BIOFLOW_LAB_US,2023-02-11 00:00:00,,True,SYSTEM,2023-02-11 00:00:00,SYSTEM,2023-02-11 00:00:00
1491,PO-ORA-00001491,2024-01-25,0,12,,83,CONTRACT,CLOSED,2,NET60,CIF,4,,3,5636014.02,VR-00001491,ORACLE_MANUFACTURING,2024-01-25 00:00:00,,True,SYSTEM,2024-01-25 00:00:00,SYSTEM,2024-01-25 00:00:00
1492,PO-SAP-00001492,2023-10-30,0,107,,89,BLANKET,APPROVED,1,NET45,FOB,4,,6,1194866.51,VR-00001492,SAP_GERMANY,2023-10-30 00:00:00,,True,SYSTEM,2023-10-30 00:00:00,SYSTEM,2023-10-30 00:00:00
1493,PO-INF-00001493,2023-06-22,0,113,,22,BLANKET,OPEN,3,NET60,FOB,1,,1,1021854.12,VR-00001493,INFOR_DIV_3,2023-06-22 00:00:00,,True,SYSTEM,2023-06-22 00:00:00,SYSTEM,2023-06-22 00:00:00
1494,PO-SAP-00001494,2024-01-10,0,117,,50,STANDARD,APPROVED,3,NET45,EXW,4,,4,6446079.81,VR-00001494,SAP_US_WEST,2024-01-10 00:00:00,,True,SYSTEM,2024-01-10 00:00:00,SYSTEM,2024-01-10 00:00:00
1495,PO-ORA-00001495,2024-08-30,0,36,,11,CONTRACT,APPROVED,2,NET45,CIF,5,,3,2383575.66,VR-00001495,ORACLE_MANUFACTURING,2024-08-30 00:00:00,,True,SYSTEM,2024-08-30 00:00:00,SYSTEM,2024-08-30 00:00:00
1496,PO-ORA-00001496,2023-06-24,0,29,,30,CONTRACT,APPROVED,3,NET30,FOB,8,,7,7291412.31,VR-00001496,ORACLE_AMER_HQ,2023-06-24 00:00:00,,True,SYSTEM,2023-06-24 00:00:00,SYSTEM,2023-06-24 00:00:00
1497,PO-SAP-00001497,2023-12-04,0,100,,15,STANDARD,APPROVED,2,NET60,DDP,7,,1,4818482.27,VR-00001497,SAP_ITALY,2023-12-04 00:00:00,,True,SYSTEM,2023-12-04 00:00:00,SYSTEM,2023-12-04 00:00:00
1498,PO-SAP-00001498,2023-08-27,0,20,,93,BLANKET,CLOSED,2,NET60,EXW,1,,2,14182612.66,VR-00001498,SAP_INDIA,2023-08-27 00:00:00,,True,SYSTEM,2023-08-27 00:00:00,SYSTEM,2023-08-27 00:00:00
1499,PO-SAP-00001499,2024-11-07,0,176,,38,CONTRACT,CLOSED,1,NET45,DDP,4,,5,6445922.12,VR-00001499,SAP_CANADA,2024-11-07 00:00:00,,True,SYSTEM,2024-11-07 00:00:00,SYSTEM,2024-11-07 00:00:00
1500,PO-LEG-00001500,2023-07-16,0,38,,17,CONTRACT,OPEN,3,NET30,FOB,8,,3,3202279.72,VR-00001500,LEGACY_AS400_1,2023-07-16 00:00:00,,True,SYSTEM,2023-07-16 00:00:00,SYSTEM,2023-07-16 00:00:00
1501,PO-JDE-00001501,2023-04-12,0,194,,20,CONTRACT,OPEN,1,NET60,EXW,8,,6,815907.06,VR-00001501,JDE_LEGACY_3,2023-04-12 00:00:00,,True,SYSTEM,2023-04-12 00:00:00,SYSTEM,2023-04-12 00:00:00
1502,PO-BAA-00001502,2024-11-20,0,118,,10,BLANKET,OPEN,2,NET45,EXW,2,,6,11174296.71,VR-00001502,BAAN_PLANT_1,2024-11-20 00:00:00,,True,SYSTEM,2024-11-20 00:00:00,SYSTEM,2024-11-20 00:00:00
1503,PO-CUS-00001503,2024-01-28,0,183,,44,CONTRACT,CANCELLED,1,NET30,CIF,8,,3,3200017.97,VR-00001503,CUSTOM_MES_2,2024-01-28 00:00:00,,True,SYSTEM,2024-01-28 00:00:00,SYSTEM,2024-01-28 00:00:00
1504,PO-ORA-00001504,2024-11-03,0,37,,34,STANDARD,CLOSED,3,NET30,FOB,3,,1,1616308.07,VR-00001504,ORACLE_AMER_HQ,2024-11-03 00:00:00,,True,SYSTEM,2024-11-03 00:00:00,SYSTEM,2024-11-03 00:00:00
1505,PO-SAG-00001505,2023-11-15,0,139,,42,CONTRACT,CANCELLED,2,NET45,EXW,1,,3,3431540.67,VR-00001505,SAGE_OFFICE_2,2023-11-15 00:00:00,,True,SYSTEM,2023-11-15 00:00:00,SYSTEM,2023-11-15 00:00:00
1506,PO-BAA-00001506,2024-07-31,0,110,,6,STANDARD,OPEN,3,NET30,EXW,1,,6,4309147.27,VR-00001506,BAAN_PLANT_1,2024-07-31 00:00:00,,True,SYSTEM,2024-07-31 00:00:00,SYSTEM,2024-07-31 00:00:00
1507,PO-BIO-00001507,2024-06-07,0,99,,26,STANDARD,CANCELLED,2,NET45,FOB,2,,6,5967368.34,VR-00001507,BIOFLOW_RESEARCH,2024-06-07 00:00:00,,True,SYSTEM,2024-06-07 00:00:00,SYSTEM,2024-06-07 00:00:00
1508,PO-SAP-00001508,2024-10-14,0,8,,7,BLANKET,APPROVED,1,NET30,DDP,6,,3,851334.1,VR-00001508,SAP_SPAIN,2024-10-14 00:00:00,,True,SYSTEM,2024-10-14 00:00:00,SYSTEM,2024-10-14 00:00:00
1509,PO-BAA-00001509,2024-07-10,0,71,,92,BLANKET,CLOSED,5,NET30,EXW,8,,3,1448209.13,VR-00001509,BAAN_PLANT_1,2024-07-10 00:00:00,,True,SYSTEM,2024-07-10 00:00:00,SYSTEM,2024-07-10 00:00:00
1510,PO-BIO-00001510,2023-05-16,0,22,,31,BLANKET,CANCELLED,3,NET60,FOB,8,,2,7546836.06,VR-00001510,BIOFLOW_LAB_EU,2023-05-16 00:00:00,,True,SYSTEM,2023-05-16 00:00:00,SYSTEM,2023-05-16 00:00:00
1511,PO-BAA-00001511,2024-03-20,0,24,,26,STANDARD,CANCELLED,1,NET30,DDP,8,,3,6467516.88,VR-00001511,BAAN_PLANT_1,2024-03-20 00:00:00,,True,SYSTEM,2024-03-20 00:00:00,SYSTEM,2024-03-20 00:00:00
1512,PO-ORA-00001512,2024-06-30,0,45,,13,BLANKET,CLOSED,2,NET60,DDP,4,,4,2919144.96,VR-00001512,ORACLE_MANUFACTURING,2024-06-30 00:00:00,,True,SYSTEM,2024-06-30 00:00:00,SYSTEM,2024-06-30 00:00:00
1513,PO-SAG-00001513,2023-12-03,0,25,,8,BLANKET,OPEN,5,NET30,CIF,2,,2,4829052.38,VR-00001513,SAGE_OFFICE_3,2023-12-03 00:00:00,,True,SYSTEM,2023-12-03 00:00:00,SYSTEM,2023-12-03 00:00:00
1514,PO-SAP-00001514,2024-07-17,0,68,,27,BLANKET,OPEN,3,NET60,DDP,8,,7,13536432.78,VR-00001514,SAP_GERMANY,2024-07-17 00:00:00,,True,SYSTEM,2024-07-17 00:00:00,SYSTEM,2024-07-17 00:00:00
1515,PO-ORA-00001515,2023-01-23,0,139,,33,BLANKET,OPEN,5,NET45,FOB,4,,6,7484925.97,VR-00001515,ORACLE_MANUFACTURING,2023-01-23 00:00:00,,True,SYSTEM,2023-01-23 00:00:00,SYSTEM,2023-01-23 00:00:00
1516,PO-SAP-00001516,2023-06-13,0,131,,17,CONTRACT,APPROVED,1,NET60,EXW,4,,6,8275249.01,VR-00001516,SAP_SPAIN,2023-06-13 00:00:00,,True,SYSTEM,2023-06-13 00:00:00,SYSTEM,2023-06-13 00:00:00
1517,PO-SAP-00001517,2024-06-06,0,134,,60,STANDARD,APPROVED,1,NET60,FOB,1,,7,6246852.48,VR-00001517,SAP_INDIA,2024-06-06 00:00:00,,True,SYSTEM,2024-06-06 00:00:00,SYSTEM,2024-06-06 00:00:00
1518,PO-SAG-00001518,2024-04-19,0,148,,36,CONTRACT,APPROVED,1,NET60,FOB,8,,5,8668179.56,VR-00001518,SAGE_OFFICE_3,2024-04-19 00:00:00,,True,SYSTEM,2024-04-19 00:00:00,SYSTEM,2024-04-19 00:00:00
1519,PO-QAD-00001519,2024-08-13,0,95,,74,STANDARD,OPEN,2,NET45,CIF,1,,4,4087878.18,VR-00001519,QAD_FACILITY_1,2024-08-13 00:00:00,,True,SYSTEM,2024-08-13 00:00:00,SYSTEM,2024-08-13 00:00:00
1520,PO-BIO-00001520,2024-03-23,0,142,,42,CONTRACT,OPEN,3,NET45,EXW,8,,7,12262702.46,VR-00001520,BIOFLOW_LAB_EU,2024-03-23 00:00:00,,True,SYSTEM,2024-03-23 00:00:00,SYSTEM,2024-03-23 00:00:00
1521,PO-QAD-00001521,2023-03-29,0,177,,78,BLANKET,APPROVED,1,NET60,DDP,3,,3,3324532.41,VR-00001521,QAD_FACILITY_2,2023-03-29 00:00:00,,True,SYSTEM,2023-03-29 00:00:00,SYSTEM,2023-03-29 00:00:00
1522,PO-JDE-00001522,2023-11-30,0,64,,8,STANDARD,APPROVED,1,NET45,EXW,7,,5,6515181.57,VR-00001522,JDE_LEGACY_2,2023-11-30 00:00:00,,True,SYSTEM,2023-11-30 00:00:00,SYSTEM,2023-11-30 00:00:00
1523,PO-SAP-00001523,2024-03-30,0,156,,93,STANDARD,CLOSED,5,NET30,CIF,6,,2,3568632.86,VR-00001523,SAP_KOREA,2024-03-30 00:00:00,,True,SYSTEM,2024-03-30 00:00:00,SYSTEM,2024-03-30 00:00:00
1524,PO-SAP-00001524,2024-06-17,0,9,,8,CONTRACT,CLOSED,2,NET30,FOB,5,,4,2161525.2,VR-00001524,SAP_SPAIN,2024-06-17 00:00:00,,True,SYSTEM,2024-06-17 00:00:00,SYSTEM,2024-06-17 00:00:00
1525,PO-QAD-00001525,2023-09-24,0,124,,10,BLANKET,APPROVED,2,NET45,EXW,4,,6,3968433.03,VR-00001525,QAD_FACILITY_1,2023-09-24 00:00:00,,True,SYSTEM,2023-09-24 00:00:00,SYSTEM,2023-09-24 00:00:00
1526,PO-JDE-00001526,2024-04-08,0,143,,54,CONTRACT,APPROVED,2,NET30,CIF,8,,6,12424346.26,VR-00001526,JDE_LEGACY_3,2024-04-08 00:00:00,,True,SYSTEM,2024-04-08 00:00:00,SYSTEM,2024-04-08 00:00:00
1527,PO-DYN-00001527,2023-05-29,0,186,,18,BLANKET,OPEN,3,NET60,FOB,7,,5,2293804.95,VR-00001527,DYNAMICS_AX_1,2023-05-29 00:00:00,,True,SYSTEM,2023-05-29 00:00:00,SYSTEM,2023-05-29 00:00:00
1528,PO-SAP-00001528,2024-10-01,0,123,,52,BLANKET,CANCELLED,5,NET30,DDP,1,,1,12716173.67,VR-00001528,SAP_FRANCE,2024-10-01 00:00:00,,True,SYSTEM,2024-10-01 00:00:00,SYSTEM,2024-10-01 00:00:00
1529,PO-JDE-00001529,2024-07-12,0,111,,14,BLANKET,CANCELLED,3,NET30,DDP,8,,5,5661250.44,VR-00001529,JDE_LEGACY_3,2024-07-12 00:00:00,,True,SYSTEM,2024-07-12 00:00:00,SYSTEM,2024-07-12 00:00:00
1530,PO-SAP-00001530,2023-06-03,0,159,,94,STANDARD,CLOSED,5,NET60,CIF,8,,2,14537666.49,VR-00001530,SAP_CHINA,2023-06-03 00:00:00,,True,SYSTEM,2023-06-03 00:00:00,SYSTEM,2023-06-03 00:00:00
1531,PO-QAD-00001531,2024-07-30,0,184,,18,CONTRACT,APPROVED,5,NET45,EXW,4,,3,1619412.83,VR-00001531,QAD_FACILITY_2,2024-07-30 00:00:00,,True,SYSTEM,2024-07-30 00:00:00,SYSTEM,2024-07-30 00:00:00
1532,PO-SAP-00001532,2024-11-05,0,97,,51,STANDARD,APPROVED,2,NET60,EXW,8,,2,4818699.94,VR-00001532,SAP_INDIA,2024-11-05 00:00:00,,True,SYSTEM,2024-11-05 00:00:00,SYSTEM,2024-11-05 00:00:00
1533,PO-SAP-00001533,2023-11-07,0,158,,27,BLANKET,CLOSED,2,NET60,DDP,6,,6,5259668.76,VR-00001533,SAP_ITALY,2023-11-07 00:00:00,,True,SYSTEM,2023-11-07 00:00:00,SYSTEM,2023-11-07 00:00:00
1534,PO-DYN-00001534,2024-06-21,0,92,,91,STANDARD,APPROVED,1,NET45,DDP,3,,6,6735468.8,VR-00001534,DYNAMICS_NAV_2,2024-06-21 00:00:00,,True,SYSTEM,2024-06-21 00:00:00,SYSTEM,2024-06-21 00:00:00
1535,PO-JDE-00001535,2024-05-19,0,109,,15,CONTRACT,OPEN,5,NET60,CIF,3,,7,3491629.02,VR-00001535,JDE_LEGACY_3,2024-05-19 00:00:00,,True,SYSTEM,2024-05-19 00:00:00,SYSTEM,2024-05-19 00:00:00
1536,PO-CUS-00001536,2024-01-26,0,175,,72,BLANKET,CANCELLED,3,NET45,FOB,8,,7,4819126.41,VR-00001536,CUSTOM_WMS_1,2024-01-26 00:00:00,,True,SYSTEM,2024-01-26 00:00:00,SYSTEM,2024-01-26 00:00:00
1537,PO-DYN-00001537,2024-09-20,0,193,,46,STANDARD,APPROVED,2,NET45,FOB,6,,7,113133.24,VR-00001537,DYNAMICS_AX_1,2024-09-20 00:00:00,,True,SYSTEM,2024-09-20 00:00:00,SYSTEM,2024-09-20 00:00:00
1538,PO-CUS-00001538,2024-01-14,0,86,,14,STANDARD,APPROVED,2,NET30,FOB,8,,3,5866892.42,VR-00001538,CUSTOM_MES_1,2024-01-14 00:00:00,,True,SYSTEM,2024-01-14 00:00:00,SYSTEM,2024-01-14 00:00:00
1539,PO-ORA-00001539,2024-07-25,0,68,,99,STANDARD,APPROVED,5,NET45,DDP,7,,6,6615380.3,VR-00001539,ORACLE_AMER_HQ,2024-07-25 00:00:00,,True,SYSTEM,2024-07-25 00:00:00,SYSTEM,2024-07-25 00:00:00
1540,PO-SAP-00001540,2024-08-08,0,163,,53,CONTRACT,OPEN,2,NET60,DDP,1,,7,4377217.84,VR-00001540,SAP_ITALY,2024-08-08 00:00:00,,True,SYSTEM,2024-08-08 00:00:00,SYSTEM,2024-08-08 00:00:00
1541,PO-SAG-00001541,2024-04-12,0,87,,8,CONTRACT,OPEN,1,NET60,FOB,6,,1,8411877.9,VR-00001541,SAGE_OFFICE_2,2024-04-12 00:00:00,,True,SYSTEM,2024-04-12 00:00:00,SYSTEM,2024-04-12 00:00:00
1542,PO-QAD-00001542,2024-11-02,0,121,,64,CONTRACT,OPEN,5,NET45,CIF,8,,6,845070.48,VR-00001542,QAD_FACILITY_1,2024-11-02 00:00:00,,True,SYSTEM,2024-11-02 00:00:00,SYSTEM,2024-11-02 00:00:00
1543,PO-QAD-00001543,2024-10-25,0,57,,93,BLANKET,CANCELLED,3,NET45,FOB,4,,3,5506092.53,VR-00001543,QAD_FACILITY_2,2024-10-25 00:00:00,,True,SYSTEM,2024-10-25 00:00:00,SYSTEM,2024-10-25 00:00:00
1544,PO-INF-00001544,2023-05-25,0,131,,55,CONTRACT,CANCELLED,2,NET30,DDP,8,,5,6346973.23,VR-00001544,INFOR_DIV_3,2023-05-25 00:00:00,,True,SYSTEM,2023-05-25 00:00:00,SYSTEM,2023-05-25 00:00:00
1545,PO-ORA-00001545,2023-04-13,0,76,,11,BLANKET,CLOSED,1,NET30,CIF,8,,5,983913.24,VR-00001545,ORACLE_AMER_HQ,2023-04-13 00:00:00,,True,SYSTEM,2023-04-13 00:00:00,SYSTEM,2023-04-13 00:00:00
1546,PO-ORA-00001546,2023-11-16,0,21,,99,STANDARD,APPROVED,1,NET60,EXW,4,,5,7445094.8,VR-00001546,ORACLE_MANUFACTURING,2023-11-16 00:00:00,,True,SYSTEM,2023-11-16 00:00:00,SYSTEM,2023-11-16 00:00:00
1547,PO-SAP-00001547,2024-04-04,0,188,,60,BLANKET,CLOSED,5,NET30,FOB,3,,1,1812897.75,VR-00001547,SAP_GERMANY,2024-04-04 00:00:00,,True,SYSTEM,2024-04-04 00:00:00,SYSTEM,2024-04-04 00:00:00
1548,PO-NET-00001548,2023-09-17,0,82,,83,BLANKET,APPROVED,1,NET30,EXW,3,,7,5940846.53,VR-00001548,NETSUITE_SUBSIDIARY_1,2023-09-17 00:00:00,,True,SYSTEM,2023-09-17 00:00:00,SYSTEM,2023-09-17 00:00:00
1549,PO-ORA-00001549,2023-03-06,0,114,,74,BLANKET,APPROVED,3,NET60,FOB,4,,6,7559650.45,VR-00001549,ORACLE_DISTRIBUTION,2023-03-06 00:00:00,,True,SYSTEM,2023-03-06 00:00:00,SYSTEM,2023-03-06 00:00:00
1550,PO-SAP-00001550,2023-06-01,0,8,,10,BLANKET,APPROVED,1,NET60,CIF,3,,4,3619329.38,VR-00001550,SAP_AUSTRALIA,2023-06-01 00:00:00,,True,SYSTEM,2023-06-01 00:00:00,SYSTEM,2023-06-01 00:00:00
1551,PO-LEG-00001551,2023-05-30,0,40,,78,STANDARD,CLOSED,2,NET30,CIF,4,,2,3836833.78,VR-00001551,LEGACY_AS400_1,2023-05-30 00:00:00,,True,SYSTEM,2023-05-30 00:00:00,SYSTEM,2023-05-30 00:00:00
1552,PO-JDE-00001552,2024-09-08,0,11,,72,STANDARD,APPROVED,2,NET45,EXW,8,,1,9920313.14,VR-00001552,JDE_LEGACY_3,2024-09-08 00:00:00,,True,SYSTEM,2024-09-08 00:00:00,SYSTEM,2024-09-08 00:00:00
1553,PO-DYN-00001553,2024-08-11,0,182,,1,CONTRACT,OPEN,5,NET60,CIF,6,,2,4707474.5,VR-00001553,DYNAMICS_NAV_1,2024-08-11 00:00:00,,True,SYSTEM,2024-08-11 00:00:00,SYSTEM,2024-08-11 00:00:00
1554,PO-ORA-00001554,2024-03-25,0,6,,80,CONTRACT,APPROVED,3,NET30,EXW,2,,2,10469375.74,VR-00001554,ORACLE_DISTRIBUTION,2024-03-25 00:00:00,,True,SYSTEM,2024-03-25 00:00:00,SYSTEM,2024-03-25 00:00:00
1555,PO-BAA-00001555,2024-07-15,0,189,,11,CONTRACT,OPEN,3,NET45,CIF,1,,5,5523675.15,VR-00001555,BAAN_PLANT_2,2024-07-15 00:00:00,,True,SYSTEM,2024-07-15 00:00:00,SYSTEM,2024-07-15 00:00:00
1556,PO-LEG-00001556,2024-04-03,0,105,,53,CONTRACT,APPROVED,1,NET45,FOB,8,,3,4941354.81,VR-00001556,LEGACY_AS400_1,2024-04-03 00:00:00,,True,SYSTEM,2024-04-03 00:00:00,SYSTEM,2024-04-03 00:00:00
1557,PO-NET-00001557,2023-04-14,0,160,,22,CONTRACT,OPEN,1,NET45,EXW,6,,6,4929117.19,VR-00001557,NETSUITE_SUBSIDIARY_1,2023-04-14 00:00:00,,True,SYSTEM,2023-04-14 00:00:00,SYSTEM,2023-04-14 00:00:00
1558,PO-QAD-00001558,2024-07-20,0,9,,16,CONTRACT,CANCELLED,2,NET30,CIF,3,,1,6028419.09,VR-00001558,QAD_FACILITY_2,2024-07-20 00:00:00,,True,SYSTEM,2024-07-20 00:00:00,SYSTEM,2024-07-20 00:00:00
1559,PO-DYN-00001559,2024-09-18,0,139,,89,CONTRACT,APPROVED,3,NET30,CIF,7,,2,6044548.39,VR-00001559,DYNAMICS_NAV_1,2024-09-18 00:00:00,,True,SYSTEM,2024-09-18 00:00:00,SYSTEM,2024-09-18 00:00:00
1560,PO-SAP-00001560,2024-01-18,0,71,,96,BLANKET,CLOSED,2,NET45,DDP,4,,5,3206617.45,VR-00001560,SAP_SPAIN,2024-01-18 00:00:00,,True,SYSTEM,2024-01-18 00:00:00,SYSTEM,2024-01-18 00:00:00
1561,PO-DYN-00001561,2023-01-07,0,48,,40,BLANKET,CLOSED,3,NET30,EXW,2,,1,550946.2,VR-00001561,DYNAMICS_NAV_1,2023-01-07 00:00:00,,True,SYSTEM,2023-01-07 00:00:00,SYSTEM,2023-01-07 00:00:00
1562,PO-CUS-00001562,2023-06-05,0,160,,98,BLANKET,APPROVED,5,NET45,CIF,4,,7,3706403.17,VR-00001562,CUSTOM_MES_2,2023-06-05 00:00:00,,True,SYSTEM,2023-06-05 00:00:00,SYSTEM,2023-06-05 00:00:00
1563,PO-SAP-00001563,2024-06-01,0,1,,49,BLANKET,APPROVED,2,NET30,CIF,1,,6,8781442.4,VR-00001563,SAP_ITALY,2024-06-01 00:00:00,,True,SYSTEM,2024-06-01 00:00:00,SYSTEM,2024-06-01 00:00:00
1564,PO-ORA-00001564,2024-02-06,0,68,,67,STANDARD,CLOSED,1,NET60,DDP,2,,1,8948630.83,VR-00001564,ORACLE_AMER_HQ,2024-02-06 00:00:00,,True,SYSTEM,2024-02-06 00:00:00,SYSTEM,2024-02-06 00:00:00
1565,PO-ORA-00001565,2023-09-05,0,118,,7,CONTRACT,CLOSED,1,NET60,CIF,1,,4,12412873.87,VR-00001565,ORACLE_AMER_HQ,2023-09-05 00:00:00,,True,SYSTEM,2023-09-05 00:00:00,SYSTEM,2023-09-05 00:00:00
1566,PO-INF-00001566,2024-07-16,0,200,,63,BLANKET,CANCELLED,5,NET60,FOB,5,,2,1506941.7,VR-00001566,INFOR_DIV_3,2024-07-16 00:00:00,,True,SYSTEM,2024-07-16 00:00:00,SYSTEM,2024-07-16 00:00:00
1567,PO-CUS-00001567,2023-10-03,0,147,,47,BLANKET,CANCELLED,1,NET45,EXW,2,,4,5464266.34,VR-00001567,CUSTOM_MES_1,2023-10-03 00:00:00,,True,SYSTEM,2023-10-03 00:00:00,SYSTEM,2023-10-03 00:00:00
1568,PO-SAP-00001568,2024-06-10,0,171,,27,CONTRACT,CANCELLED,2,NET30,EXW,1,,7,2492023.34,VR-00001568,SAP_ITALY,2024-06-10 00:00:00,,True,SYSTEM,2024-06-10 00:00:00,SYSTEM,2024-06-10 00:00:00
1569,PO-SAG-00001569,2024-05-01,0,3,,65,BLANKET,OPEN,2,NET45,EXW,4,,7,13540716.87,VR-00001569,SAGE_OFFICE_1,2024-05-01 00:00:00,,True,SYSTEM,2024-05-01 00:00:00,SYSTEM,2024-05-01 00:00:00
1570,PO-QAD-00001570,2023-09-15,0,2,,47,CONTRACT,APPROVED,2,NET60,CIF,2,,2,1759442.4,VR-00001570,QAD_FACILITY_1,2023-09-15 00:00:00,,True,SYSTEM,2023-09-15 00:00:00,SYSTEM,2023-09-15 00:00:00
1571,PO-DYN-00001571,2023-08-04,0,51,,6,STANDARD,APPROVED,5,NET30,CIF,4,,4,10452596.07,VR-00001571,DYNAMICS_NAV_1,2023-08-04 00:00:00,,True,SYSTEM,2023-08-04 00:00:00,SYSTEM,2023-08-04 00:00:00
1572,PO-QAD-00001572,2023-01-12,0,111,,9,CONTRACT,CANCELLED,1,NET45,FOB,2,,4,4276471.51,VR-00001572,QAD_FACILITY_2,2023-01-12 00:00:00,,True,SYSTEM,2023-01-12 00:00:00,SYSTEM,2023-01-12 00:00:00
1573,PO-SAP-00001573,2024-09-22,0,4,,10,STANDARD,OPEN,3,NET45,CIF,8,,4,3151777.65,VR-00001573,SAP_UK,2024-09-22 00:00:00,,True,SYSTEM,2024-09-22 00:00:00,SYSTEM,2024-09-22 00:00:00
1574,PO-ORA-00001574,2023-11-04,0,117,,83,CONTRACT,APPROVED,2,NET45,DDP,7,,2,12134102.83,VR-00001574,ORACLE_EMEA_HQ,2023-11-04 00:00:00,,True,SYSTEM,2023-11-04 00:00:00,SYSTEM,2023-11-04 00:00:00
1575,PO-NET-00001575,2023-04-30,0,19,,1,STANDARD,CANCELLED,3,NET60,EXW,8,,7,6555582.41,VR-00001575,NETSUITE_SUBSIDIARY_1,2023-04-30 00:00:00,,True,SYSTEM,2023-04-30 00:00:00,SYSTEM,2023-04-30 00:00:00
1576,PO-SAP-00001576,2024-10-29,0,89,,3,CONTRACT,CLOSED,2,NET60,EXW,1,,3,997810.06,VR-00001576,SAP_INDIA,2024-10-29 00:00:00,,True,SYSTEM,2024-10-29 00:00:00,SYSTEM,2024-10-29 00:00:00
1577,PO-SAP-00001577,2023-03-08,0,38,,25,BLANKET,APPROVED,5,NET30,DDP,5,,5,3185403.05,VR-00001577,SAP_JAPAN,2023-03-08 00:00:00,,True,SYSTEM,2023-03-08 00:00:00,SYSTEM,2023-03-08 00:00:00
1578,PO-SAP-00001578,2024-05-19,0,5,,5,CONTRACT,CLOSED,5,NET30,CIF,1,,7,3209161.17,VR-00001578,SAP_CHINA,2024-05-19 00:00:00,,True,SYSTEM,2024-05-19 00:00:00,SYSTEM,2024-05-19 00:00:00
1579,PO-LEG-00001579,2023-06-16,0,126,,64,STANDARD,CLOSED,2,NET30,CIF,1,,2,514669.12,VR-00001579,LEGACY_MAINFRAME,2023-06-16 00:00:00,,True,SYSTEM,2023-06-16 00:00:00,SYSTEM,2023-06-16 00:00:00
1580,PO-ORA-00001580,2024-01-11,0,26,,85,STANDARD,APPROVED,3,NET30,CIF,4,,5,12505548.5,VR-00001580,ORACLE_AMER_HQ,2024-01-11 00:00:00,,True,SYSTEM,2024-01-11 00:00:00,SYSTEM,2024-01-11 00:00:00
1581,PO-LEG-00001581,2024-06-30,0,129,,69,STANDARD,CANCELLED,1,NET45,DDP,3,,3,11592187.98,VR-00001581,LEGACY_AS400_2,2024-06-30 00:00:00,,True,SYSTEM,2024-06-30 00:00:00,SYSTEM,2024-06-30 00:00:00
1582,PO-LEG-00001582,2023-05-15,0,180,,64,STANDARD,CANCELLED,3,NET45,EXW,4,,3,10448435.14,VR-00001582,LEGACY_AS400_1,2023-05-15 00:00:00,,True,SYSTEM,2023-05-15 00:00:00,SYSTEM,2023-05-15 00:00:00
1583,PO-SAG-00001583,2023-01-23,0,154,,39,CONTRACT,APPROVED,2,NET30,DDP,4,,1,14302337.87,VR-00001583,SAGE_OFFICE_2,2023-01-23 00:00:00,,True,SYSTEM,2023-01-23 00:00:00,SYSTEM,2023-01-23 00:00:00
1584,PO-BIO-00001584,2024-01-15,0,5,,6,STANDARD,OPEN,5,NET45,EXW,1,,3,5927783.26,VR-00001584,BIOFLOW_LAB_ASIA,2024-01-15 00:00:00,,True,SYSTEM,2024-01-15 00:00:00,SYSTEM,2024-01-15 00:00:00
1585,PO-JDE-00001585,2024-08-10,0,125,,23,CONTRACT,APPROVED,5,NET45,FOB,6,,6,11487387.44,VR-00001585,JDE_LEGACY_2,2024-08-10 00:00:00,,True,SYSTEM,2024-08-10 00:00:00,SYSTEM,2024-08-10 00:00:00
1586,PO-ORA-00001586,2024-02-19,0,49,,5,STANDARD,CANCELLED,1,NET60,DDP,5,,1,3202903.12,VR-00001586,ORACLE_APAC_HQ,2024-02-19 00:00:00,,True,SYSTEM,2024-02-19 00:00:00,SYSTEM,2024-02-19 00:00:00
