SCORECARD_ID,SUPPLIER_ID,EVALUATION_DATE,QUALITY_SCORE,DELIVERY_SCORE,PRICE_SCORE,RESPONSIVENESS_SCORE,OVERALL_SCORE,LEAD_TIME_VARIANCE_DAYS,INVOICE_ACCURACY_PCT
362,162,2024-04-30,100,100,89.71,100,97.43,2.85,90.62
363,163,2024-04-30,66.81,71.47,60.79,72.85,67.61,1.48,98.27
364,164,2024-04-30,100,85.29,77.31,97.31,89.51,1.04,95.97
365,165,2024-04-30,91.43,74.24,71.67,100,82.62,1.76,97.64
366,166,2024-04-30,64.25,69.61,52.15,68.28,63.44,4.27,96.53
367,167,2024-04-30,84.83,76.31,64.89,82.24,76.9,0.54,100
368,168,2024-04-30,83.95,86.5,80.13,80.89,83.3,1.87,99.8
369,169,2024-04-30,69.65,60.3,51.75,79.59,63.86,1.99,93.26
370,170,2024-04-30,70.82,69.62,33.84,61.96,59.89,1.86,94.78
371,171,2024-04-30,74.14,79.71,83.56,77.04,78.6,0.58,95.03
372,172,2024-04-30,82.18,66.18,90.11,65.11,76.8,1.41,90.34
373,173,2024-04-30,62.11,78.28,66.68,38.16,64.51,1.9,89.38
374,174,2024-04-30,48.6,32.52,30,36.71,37.34,1.34,97.22
375,175,2024-04-30,71.01,68.78,83.74,60.86,72.0,0.32,95.17
376,176,2024-04-30,64.67,47.59,53.0,68.68,57.23,2.95,94.43
377,177,2024-04-30,98.17,92.52,84.6,77.0,89.91,1.38,90.79
378,178,2024-04-30,64.57,65.38,38.67,57.43,57.27,3.95,97.25
379,179,2024-04-30,68.64,63.34,70.41,68.79,67.52,2.52,97.35
380,180,2024-04-30,71.14,69.04,64.38,45.02,64.9,2.51,96.55
381,181,2024-04-30,81.46,59.22,88.41,71.27,75.0,1.96,90.84
382,182,2024-04-30,100,100,97.87,84.97,97.21,0.09,100
383,183,2024-04-30,81.78,72.35,75.85,73.68,76.25,1.05,93.57
384,184,2024-04-30,100,93.97,81.0,100,93.44,3.27,95.6
385,185,2024-04-30,100,92.04,74.01,87.81,89.29,2.34,92.45
386,186,2024-04-30,100,100,73.87,93.93,92.56,2.47,96.21
387,187,2024-04-30,92.87,90.46,81.73,78.19,87.16,1.42,94.18
388,188,2024-04-30,96.99,73.69,90.11,87.92,86.92,1.63,94.37
389,189,2024-04-30,93.25,96.99,93.85,72.0,91.33,4.36,95.95
390,190,2024-04-30,91.17,100,75.9,77.25,87.91,1.29,91.94
391,191,2024-04-30,81.7,50.48,60.97,61.53,64.12,5.13,97.68
392,192,2024-04-30,58.37,60.19,65.04,68.66,62.13,4.66,96.74
393,193,2024-04-30,83.63,97.22,57.6,88.15,81.88,4.06,95.34
394,194,2024-04-30,100,75.78,97.78,86.93,90.22,0.73,96.31
395,195,2024-04-30,67.07,77.94,75.36,77.46,73.96,2.76,98.86
396,196,2024-04-30,100,86.86,70.66,80.55,85.81,5.23,96.79
397,197,2024-04-30,91.76,98.27,77.17,83.36,88.8,0.36,94.6
398,198,2024-04-30,92.6,77.95,100,95.88,90.55,0.8,90.98
399,199,2024-04-30,72.38,41.37,42.46,75.87,56.12,0.33,98.19
400,200,2024-04-30,81.98,69.92,53.82,78.36,70.78,3.66,98.17
401,1,2024-07-29,100,100,100,100,100.0,2.45,89.35
402,2,2024-07-29,74.73,73.84,82.07,70.81,75.71,2.03,89.67
403,3,2024-07-29,59.3,43.95,37.66,62.24,49.72,2.11,94.67
404,4,2024-07-29,54.85,46.32,30,37.29,43.44,2.35,93.49
405,5,2024-07-29,45.93,45.72,34.0,36.56,41.48,6.21,98.81
406,6,2024-07-29,90.07,75.89,59.84,85.7,77.6,4.24,95.47
407,7,2024-07-29,79.22,65.82,68.72,73.99,71.79,3.23,98.33
408,8,2024-07-29,100,92.98,100,100,97.89,4.64,96.92
409,9,2024-07-29,70.6,80.04,48.33,79.13,69.14,3.39,98.94
410,10,2024-07-29,100,100,98.25,97.95,99.26,2.27,95.16
411,11,2024-07-29,52.21,32.18,40.74,47.46,42.62,0.49,97.86
412,12,2024-07-29,92.26,89.4,99.37,92.02,93.15,0.52,94.68
413,13,2024-07-29,100,100,91.22,100,97.81,2.21,96.79
414,14,2024-07-29,85.54,68.27,69.29,67.04,73.52,2.03,100
415,15,2024-07-29,69.5,77.36,56.45,84.55,70.85,2.78,93.83
416,16,2024-07-29,54.73,59.87,50.02,55.6,55.23,3.46,98.26
417,17,2024-07-29,65.24,71.49,85.05,72.26,73.12,0.4,97.7
418,18,2024-07-29,81.78,69.36,64.02,83.93,73.94,1.06,91.77
419,19,2024-07-29,91.43,83.8,81.88,83.32,85.54,1.09,98.54
420,20,2024-07-29,88.51,67.22,76.05,67.65,75.88,1.56,99.99
421,21,2024-07-29,100,73.79,93.66,84.63,88.25,2.58,95.66
422,22,2024-07-29,100,93.4,71.19,85.59,88.66,2.37,90.49
423,23,2024-07-29,69.1,40.15,35.95,65.03,51.52,0.06,94.69
424,24,2024-07-29,90.91,91.66,81.68,96.33,89.64,1.14,94.4
425,25,2024-07-29,77.52,70.0,72.01,64.59,71.95,3.51,96.26
426,26,2024-07-29,69.89,60.05,35.37,39.53,53.75,1.82,100
427,27,2024-07-29,81.46,78.34,73.03,70.67,76.8,2.8,94.44
428,28,2024-07-29,97.52,82.77,69.69,80.58,83.6,0.84,97.62
429,29,2024-07-29,76.53,82.49,79.39,76.16,78.98,0.9,100
430,30,2024-07-29,83.68,64.07,51.71,56.38,65.71,1.26,96.26
431,31,2024-07-29,74.56,81.44,58.28,64.46,71.04,2.54,92.79
432,32,2024-07-29,66.78,66.66,66.85,63.52,66.27,0.36,93.37
433,33,2024-07-29,87.47,72.91,73.15,70.12,76.92,0.17,93.28
434,34,2024-07-29,82.87,69.05,60.58,65.71,70.58,5.37,94.13
435,35,2024-07-29,79.88,62.9,62.79,76.57,70.02,3.83,96.68
436,36,2024-07-29,73.88,81.58,79.64,85.1,79.32,4.99,95.73
437,37,2024-07-29,84.32,93.46,78.71,73.48,84.03,3.26,95.33
438,38,2024-07-29,70.34,72.21,72.4,62.31,70.21,0.46,91.14
439,39,2024-07-29,79.91,80.79,76.79,83.91,79.99,3.65,91.39
440,40,2024-07-29,64.95,58.02,42.09,60.63,56.51,0.05,100
441,41,2024-07-29,97.79,88.44,97.75,96.29,94.75,1.08,97.19
442,42,2024-07-29,82.11,83.3,61.16,77.31,76.51,0.46,99.07
443,43,2024-07-29,73.19,71.19,70.14,77.74,72.51,0.55,99.61
444,44,2024-07-29,40.04,30,30,33.21,33.49,1.17,98.41
445,45,2024-07-29,93.66,100,88.64,88.63,93.55,2.63,97.86
446,46,2024-07-29,71.18,78.44,81.68,80.3,77.35,1.64,99.87
447,47,2024-07-29,85.39,70.24,82.3,96.63,81.76,0.72,94.6
448,48,2024-07-29,75.36,80.29,63.35,75.31,73.83,5.33,100
449,49,2024-07-29,66.37,82.21,76.8,56.87,72.3,3.35,100
450,50,2024-07-29,86.89,60.91,55.28,68.84,68.49,3.57,91.95
451,51,2024-07-29,100,91.65,98.58,86.81,95.16,3.99,93.75
452,52,2024-07-29,82.55,73.26,85.99,71.98,79.04,1.76,95.92
453,53,2024-07-29,76.59,45.39,40.53,61.44,55.94,1.82,100
454,54,2024-07-29,45.86,35.82,39.96,49.28,41.89,0.15,100
455,55,2024-07-29,100,93.2,91.47,99.72,95.79,2.29,93.38
456,56,2024-07-29,80.27,81.3,79.9,83.54,80.98,0.75,94.62
457,57,2024-07-29,87.87,79.97,74.03,81.56,81.09,0.62,91.88
458,58,2024-07-29,77.86,69.24,65.29,84.94,73.19,0.19,96.69
459,59,2024-07-29,49.38,50.86,44.77,43.66,47.82,4.93,93.61
460,60,2024-07-29,100,90.19,100,100,97.06,2.48,93.32
461,61,2024-07-29,82.78,78.03,79.97,91.21,81.92,1.31,95.01
462,62,2024-07-29,72.62,47.61,44.47,67.44,57.3,7.25,93.1
463,63,2024-07-29,78.53,75.59,78.89,84.76,78.67,2.39,97.62
464,64,2024-07-29,98.19,96.46,75.14,61.07,86.34,1.23,89.94
465,65,2024-07-29,91.16,75.23,73.41,76.62,79.76,2.86,98.61
466,66,2024-07-29,81.27,76.52,45.82,77.45,70.41,3.01,100
467,67,2024-07-29,45.85,45.08,36.76,56.06,44.88,2.62,96.89
468,68,2024-07-29,94.37,80.46,84.64,93.46,87.63,2.14,98.33
469,69,2024-07-29,80.51,94.15,80.79,92.58,86.48,2.73,95.87
470,70,2024-07-29,88.5,95.9,73.45,92.57,87.57,3.86,93.44
471,71,2024-07-29,81.32,76.59,68.24,84.69,77.14,5.38,98.25
472,72,2024-07-29,63.12,74.63,74.85,82.62,72.43,4.06,96.39
473,73,2024-07-29,75.11,88.51,90.41,75.6,83.03,0.14,92.29
474,74,2024-07-29,51.22,63.56,62.71,44.03,56.71,0.67,98.14
475,75,2024-07-29,90.84,81.48,71.57,67.64,79.73,1.97,96.78
476,76,2024-07-29,90.45,89.61,91.35,94.39,91.01,5.11,100
477,77,2024-07-29,86.9,88.57,76.58,81.7,84.04,1.9,100
478,78,2024-07-29,82.14,78.11,60.2,59.4,72.03,0.73,98.58
479,79,2024-07-29,31.81,30,30,49.52,33.47,1.22,97.5
480,80,2024-07-29,81.06,87.09,70.6,84.01,80.7,7.42,93.28
481,81,2024-07-29,92.57,99.81,74.58,79.06,88.22,0.12,92.93
482,82,2024-07-29,58.05,54.82,54.16,53.65,55.45,1.36,96.8
483,83,2024-07-29,87.06,57.2,64.06,49.42,66.71,1.42,93.13
484,84,2024-07-29,72.38,67.36,73.28,76.52,71.72,5.76,95.91
485,85,2024-07-29,82.06,70.26,62.39,72.54,72.17,2.7,94.97
486,86,2024-07-29,90.95,87.8,90.31,87.33,89.3,0.67,94.08
487,87,2024-07-29,78.51,72.41,71.43,98.56,77.92,0.75,97.7
488,88,2024-07-29,75.98,64.16,91.97,53.81,73.11,0.02,92.4
489,89,2024-07-29,100,100,100,100,100.0,3.37,98.19
490,90,2024-07-29,88.78,85.69,84.31,80.29,85.46,0.52,96.39
491,91,2024-07-29,95.29,68.23,73.14,70.15,77.86,4.7,96.64
492,92,2024-07-29,65.97,63.84,59.36,91.59,67.52,4.76,97.28
493,93,2024-07-29,55.57,51.94,43.12,68.74,53.35,0.33,88.73
494,94,2024-07-29,85.87,100,82.56,97.43,91.01,2.9,92.93
495,95,2024-07-29,77.43,73.85,70.45,80.29,75.04,0.53,100
496,96,2024-07-29,71.0,30.75,55.33,44.01,50.96,5.09,98.71
497,97,2024-07-29,85.37,79.37,66.42,100,81.02,1.78,95.32
498,98,2024-07-29,62.24,58.3,42.89,53.5,54.91,3.37,98.61
499,99,2024-07-29,64.15,57.31,64.61,76.36,64.05,3.16,88.59
500,100,2024-07-29,88.01,80.23,78.97,68.36,80.47,1.78,95.03
501,101,2024-07-29,75.29,87.05,100,74.74,84.91,2.43,93.86
502,102,2024-07-29,81.42,66.3,56.09,67.45,68.46,2.3,97.86
503,103,2024-07-29,63.08,49.45,56.64,46.43,54.88,3.64,98.93
504,104,2024-07-29,78.46,60.96,81.49,84.84,74.92,0.88,98.43
505,105,2024-07-29,88.38,96.97,74.54,100,89.24,3.47,100
506,106,2024-07-29,96.59,93.69,70.26,86.36,87.6,2.26,91.7
507,107,2024-07-29,77.58,89.96,98.67,65.76,84.79,2.84,99.86
508,108,2024-07-29,80.05,83.13,67.9,83.34,78.43,1.8,98.9
509,109,2024-07-29,47.8,57.65,39.33,62.35,50.82,0.46,98.43
510,110,2024-07-29,66.93,84.57,50.19,68.46,68.27,2.65,96.25
511,111,2024-07-29,100,86.95,94.94,94.63,94.02,0.21,97.07
512,112,2024-07-29,75.07,91.54,54.35,82.47,75.94,0.62,100
513,113,2024-07-29,71.95,55.1,61.42,45.31,60.27,0.12,92.69
514,114,2024-07-29,60.73,54.77,49.38,30,51.49,4.96,93.49
515,115,2024-07-29,88.48,84.91,82.66,75.89,84.06,6.29,99.82
516,116,2024-07-29,67.28,64.09,53.45,82.4,65.13,4.27,99.71
517,117,2024-07-29,75.53,61.28,58.35,68.42,65.89,3.84,92.35
518,118,2024-07-29,67.36,54.51,74.77,37.29,60.85,7.48,98.71
519,119,2024-07-29,84.02,83.63,72.86,61.63,77.75,0.6,95.26
520,120,2024-07-29,100,100,100,100,100.0,1.16,97.15
521,121,2024-07-29,76.11,43.52,38.05,57.82,54.08,0.06,93.9
522,122,2024-07-29,100,100,62.79,100,90.7,1.07,91.87
523,123,2024-07-29,82.43,90.42,89.69,74.97,85.52,0.42,98.79
524,124,2024-07-29,55.29,30,30,43.29,39.58,2.86,100
525,125,2024-07-29,82.27,98.14,94.66,89.13,91.16,0.23,94.23
526,126,2024-07-29,92.1,96.85,96.45,100,95.8,0.41,96.37
527,127,2024-07-29,61.53,67.57,45.36,61.73,59.33,1.55,95.46
528,128,2024-07-29,44.5,45.99,30,70.67,45.25,2.88,97.09
529,129,2024-07-29,83.2,73.24,97.69,91.67,85.11,4.4,96.94
530,130,2024-07-29,62.64,72.7,65.05,72.55,67.75,0.45,99.2
531,131,2024-07-29,84.26,86.61,72.18,98.14,84.03,2.67,99.53
532,132,2024-07-29,48.65,69.66,40.71,40.43,51.74,1.41,96.02
533,133,2024-07-29,77.89,64.17,63.08,59.16,67.26,1.37,94.75
534,134,2024-07-29,60.39,66.05,68.22,80.49,67.06,1.95,98.0
535,135,2024-07-29,55.46,63.51,50.91,52.47,56.29,3.04,100
536,136,2024-07-29,76.64,66.24,79.42,81.53,74.95,2.3,94.68
537,137,2024-07-29,72.26,65.4,61.58,71.3,67.39,1.72,97.2
538,138,2024-07-29,100,90.99,97.82,91.13,95.42,3.9,100
539,139,2024-07-29,100,100,100,100,100.0,1.78,100
540,140,2024-07-29,69.25,90.26,70.61,74.86,76.74,0.68,94.01
541,141,2024-07-29,54.62,57.94,40.93,50.73,51.61,0.18,96.5
542,142,2024-07-29,66.08,51.03,58.56,55.33,58.07,0.73,90.75
543,143,2024-07-29,71.97,75.95,53.81,67.64,67.98,0.02,97.81
544,144,2024-07-29,58.54,50.63,83.26,46.72,60.57,1.43,95.02
545,145,2024-07-29,84.36,79.5,72.54,58.17,76.02,0.98,91.2
546,146,2024-07-29,65.65,80.8,51.73,54.58,65.06,0.9,97.05
547,147,2024-07-29,60.44,59.77,30,64.38,53.22,0.15,98.78
548,148,2024-07-29,74.04,47.1,48.77,57.58,57.17,1.41,99.54
549,149,2024-07-29,100,85.27,69.02,73.06,83.79,5.85,95.38
550,150,2024-07-29,98.84,100,76.71,100,93.83,4.09,98.26
551,151,2024-07-29,66.94,50.76,53.23,41.89,54.9,3.57,94.2
552,152,2024-07-29,49.91,42.36,46.8,52.72,47.29,9.98,92.64
553,153,2024-07-29,74.82,58.28,72.23,79.13,69.86,5.99,98.18
554,154,2024-07-29,69.75,62.21,66.77,63.36,65.78,1.47,99.33
555,155,2024-07-29,91.11,76.43,77.16,67.24,79.64,7.21,96.01
556,156,2024-07-29,100,98.36,100,100,99.51,1.66,94.99
557,157,2024-07-29,52.51,42.45,46.84,47.07,47.26,3.39,98.47
558,158,2024-07-29,80.94,97.24,55.55,68.96,77.68,0.24,97.45
559,159,2024-07-29,86.57,77.62,87.87,89.21,84.61,2.2,94.73
560,160,2024-07-29,72.08,66.56,54.89,72.76,66.23,1.38,96.12
561,161,2024-07-29,77.43,63.37,75.46,70.21,71.64,0.9,94.56
562,162,2024-07-29,100,100,93.59,100,98.4,4.61,97.75
563,163,2024-07-29,97.63,96.08,85.35,92.19,93.28,4.97,90.35
564,164,2024-07-29,78.15,83.53,64.5,59.67,73.58,2.69,97.17
565,165,2024-07-29,90.23,85.06,78.07,75.41,83.42,4.38,96.88
566,166,2024-07-29,72.4,91.61,83.16,84.57,82.68,2.65,92.08
567,167,2024-07-29,77.77,91.85,92.03,88.73,87.2,0.79,100
568,168,2024-07-29,100,89.35,72.26,93.86,88.95,1.37,92.72
569,169,2024-07-29,50.14,55.76,43.68,47.74,49.85,0.52,92.05
570,170,2024-07-29,82.19,73.33,83.47,87.85,80.7,0.16,94.29
571,171,2024-07-29,78.33,64.12,63.57,79.88,70.61,0.56,97.86
572,172,2024-07-29,99.62,100,100,100,99.89,0.1,95.08
573,173,2024-07-29,66.08,77.44,30,81.13,62.73,0.3,90.75
574,174,2024-07-29,72.14,47.4,80.14,54.49,64.07,2.83,93.37
575,175,2024-07-29,86.72,67.15,69.14,82.54,75.83,1.51,96.8
576,176,2024-07-29,72.9,59.46,52.28,70.52,63.36,3.54,100
577,177,2024-07-29,75.69,60.9,47.29,79.47,64.72,1.85,97.93
578,178,2024-07-29,65.64,60.57,49.21,48.9,57.5,5.06,98.79
579,179,2024-07-29,73.91,64.96,87.32,52.62,71.38,4.41,95.92
580,180,2024-07-29,76.86,62.06,51.02,65.62,64.28,3.96,99.91
581,181,2024-07-29,73.47,70.19,60.87,62.48,67.69,1.74,95.14
582,182,2024-07-29,76.71,68.97,62.78,100,74.4,3.97,95.46
583,183,2024-07-29,78.28,83.47,41.78,86.27,71.91,1.0,93.53
584,184,2024-07-29,87.55,63.48,76.24,83.45,76.89,9.23,100
585,185,2024-07-29,53.7,68.21,52.9,55.77,58.16,2.8,95.86
586,186,2024-07-29,50.02,38.53,47.09,31.67,43.09,4.02,96.99
587,187,2024-07-29,66.64,69.93,88.12,87.01,76.05,3.8,92.93
588,188,2024-07-29,68.3,57.03,55.65,67.53,61.64,3.06,94.5
589,189,2024-07-29,95.86,59.32,89.19,92.14,82.67,0.17,100
590,190,2024-07-29,83.88,100,100,91.53,93.89,1.32,95.35
591,191,2024-07-29,93.32,96.99,78.99,95.46,91.16,2.91,96.38
592,192,2024-07-29,91.93,75.15,97.7,83.18,87.03,0.29,99.13
593,193,2024-07-29,55.86,63.08,49.45,61.03,57.2,1.84,99.58
594,194,2024-07-29,77.12,61.86,75.98,75.8,72.06,1.51,91.01
595,195,2024-07-29,100,85.66,95.74,100,94.63,2.38,96.85
596,196,2024-07-29,71.73,56.61,75.26,82.01,69.62,1.04,99.68
597,197,2024-07-29,70.43,58.24,75.5,71.34,68.18,3.58,95.74
598,198,2024-07-29,79.06,58.7,58.24,70.88,66.52,1.77,94.29
599,199,2024-07-29,100,97.61,75.82,98.67,93.04,3.79,95.89
600,200,2024-07-29,64.79,49.77,42.59,57.13,53.58,3.59,92.58
601,1,2024-10-27,98.37,84.1,84.04,82.29,88.09,1.92,92.48
602,2,2024-10-27,100,92.97,100,99.76,97.86,0.04,96.21
603,3,2024-10-27,51.02,56.22,56.58,55.94,54.71,1.81,93.71
604,4,2024-10-27,89.62,70.41,44.16,86.78,72.07,1.19,96.05
605,5,2024-10-27,45.31,30,43.34,45.96,40.32,3.09,96.91
606,6,2024-10-27,84.74,93.01,59.07,75.92,79.48,2.5,100
607,7,2024-10-27,68.51,41.07,53.83,73.07,57.29,2.65,96.69
608,8,2024-10-27,56.74,70.05,39.05,60.9,56.93,4.86,100
609,9,2024-10-27,66.16,68.91,61.52,70.65,66.5,3.57,97.6
610,10,2024-10-27,100,100,65.55,100,91.39,4.5,90.92
611,11,2024-10-27,64.21,75.59,55.72,60.3,64.92,3.58,94.25
612,12,2024-10-27,91.57,79.18,61.02,77.57,78.11,1.66,96.03
613,13,2024-10-27,62.29,43.88,61.15,63.84,56.72,1.07,94.31
614,14,2024-10-27,68.78,57.9,40.5,64.31,57.78,2.58,95.7
615,15,2024-10-27,86.63,73.97,88.7,92.06,84.16,1.19,90.7
616,16,2024-10-27,65.24,76.11,73.26,54.23,68.85,2.05,92.5
617,17,2024-10-27,58.51,83.7,90.66,80.15,77.35,0.01,94.12
618,18,2024-10-27,78.65,58.8,48.9,55.98,61.86,1.29,96.26
619,19,2024-10-27,73.45,65.96,66.3,61.53,67.63,2.34,100
620,20,2024-10-27,100,97.8,100,100,99.34,6.2,97.4
621,21,2024-10-27,83.39,83.0,93.79,77.87,85.05,0.38,93.87
622,22,2024-10-27,82.22,81.86,91.17,100,87.02,2.35,99.02
623,23,2024-10-27,64.47,85.31,70.99,87.11,75.75,6.65,96.93
624,24,2024-10-27,90.89,73.3,69.72,90.83,80.31,3.56,92.68
625,25,2024-10-27,56.38,55.18,38.93,68.27,53.44,2.46,94.62
626,26,2024-10-27,97.18,65.99,92.76,77.85,83.82,4.18,100
627,27,2024-10-27,79.15,85.57,72.86,76.32,79.08,4.2,90.08
628,28,2024-10-27,89.45,75.56,62.3,93.25,79.07,1.08,98.79
629,29,2024-10-27,91.48,65.69,81.65,74.67,78.76,0.51,94.63
630,30,2024-10-27,78.92,83.44,43.4,77.12,71.13,7.03,96.24
631,31,2024-10-27,98.52,69.62,80.62,99.58,85.53,0.03,100
632,32,2024-10-27,66.92,65.04,53.31,67.22,63.0,2.58,92.12
633,33,2024-10-27,65.29,63.92,71.81,74.72,67.92,1.0,93.79
634,34,2024-10-27,100,90.56,93.01,95.12,94.69,2.26,90.77
635,35,2024-10-27,97.86,100,88.44,100,96.47,1.54,94.94
636,36,2024-10-27,30,30,30,30,30.0,1.2,91.58
637,37,2024-10-27,77.84,93.23,42.46,86.44,74.9,0.0,98.09
638,38,2024-10-27,84.57,67.63,81.58,100,81.05,0.23,97.08
639,39,2024-10-27,84.57,92.67,54.41,100,81.77,0.19,95.68
640,40,2024-10-27,78.47,74.33,68.03,56.2,71.28,2.23,96.31
641,41,2024-10-27,66.68,64.41,74.77,66.03,67.92,7.1,96.85
642,42,2024-10-27,59.23,59.3,42.48,46.35,53.13,3.77,97.25
643,43,2024-10-27,90.6,83.23,82.9,91.52,86.6,2.25,98.52
644,44,2024-10-27,54.5,53.63,49.09,59.95,53.7,2.56,93.48
645,45,2024-10-27,97.3,100,96.39,100,98.29,1.45,96.15
646,46,2024-10-27,96.82,62.16,78.13,83.4,79.74,1.58,94.82
647,47,2024-10-27,100,80.33,100,91.64,92.84,3.31,94.35
648,48,2024-10-27,73.33,72.38,77.57,69.28,73.5,0.55,96.32
649,49,2024-10-27,64.79,51.13,75.0,49.66,60.98,2.88,95.0
650,50,2024-10-27,64.91,58.87,66.68,70.45,64.37,5.3,91.49
651,51,2024-10-27,91.46,77.23,61.17,66.19,75.83,2.65,92.8
652,52,2024-10-27,82.67,60.97,72.24,78.68,72.95,1.63,92.55
653,53,2024-10-27,52.76,46.38,68.69,86.1,59.83,4.57,100
654,54,2024-10-27,91.66,71.8,82.14,88.11,82.79,1.18,93.12
655,55,2024-10-27,56.92,68.47,38.84,55.36,55.63,0.15,99.22
656,56,2024-10-27,86.59,96.83,81.32,85.64,88.2,2.59,94.83
657,57,2024-10-27,78.53,73.21,75.57,100,79.41,1.87,98.2
658,58,2024-10-27,99.25,85.04,78.38,93.23,88.87,3.1,95.24
659,59,2024-10-27,53.94,58.77,30,41.89,47.6,5.24,95.23
660,60,2024-10-27,85.31,87.15,68.58,82.51,81.26,4.17,93.77
661,61,2024-10-27,83.18,80.45,76.35,61.98,77.47,1.2,93.13
662,62,2024-10-27,36.67,30,46.53,52.74,39.54,0.74,100
663,63,2024-10-27,93.56,63.92,100,69.93,82.73,0.63,98.8
664,64,2024-10-27,67.54,67.19,40.12,84.5,63.13,2.05,100
665,65,2024-10-27,97.2,82.83,74.52,74.0,83.74,4.14,90.39
666,66,2024-10-27,68.48,69.16,58.27,65.73,65.72,0.45,92.33
667,67,2024-10-27,82.68,93.08,70.48,85.72,83.21,3.19,95.63
668,68,2024-10-27,91.16,96.77,72.9,89.91,88.09,0.33,96.66
669,69,2024-10-27,100,100,100,100,100.0,5.0,97.06
670,70,2024-10-27,86.83,100,86.74,82.93,90.17,1.0,97.38
671,71,2024-10-27,94.06,70.06,61.29,85.24,77.34,0.3,96.98
672,72,2024-10-27,100,100,92.55,100,98.14,3.04,98.2
673,73,2024-10-27,100,86.15,99.22,93.15,94.62,1.45,92.68
674,74,2024-10-27,98.6,81.62,92.89,96.74,91.8,1.7,99.68
675,75,2024-10-27,100,100,77.0,89.94,92.74,5.32,94.59
676,76,2024-10-27,100,91.3,98.1,100,96.92,1.65,95.81
677,77,2024-10-27,82.46,68.05,76.78,77.12,75.91,0.2,93.67
678,78,2024-10-27,56.42,54.74,58.11,41.8,54.15,3.1,96.88
679,79,2024-10-27,71.14,60.08,63.67,96.84,69.81,0.26,90.41
680,80,2024-10-27,82.17,83.0,85.28,89.43,84.29,0.04,94.61
681,81,2024-10-27,81.0,75.93,80.45,85.66,80.04,6.23,94.5
682,82,2024-10-27,84.31,84.97,59.39,81.95,77.92,2.1,97.69
683,83,2024-10-27,95.92,100,83.21,85.52,92.41,0.06,93.49
684,84,2024-10-27,81.79,77.86,65.61,64.02,73.9,4.37,99.11
685,85,2024-10-27,66.82,65.56,59.57,51.48,62.33,3.54,91.95
686,86,2024-10-27,83.49,75.0,73.13,90.76,79.45,2.61,97.76
687,87,2024-10-27,77.99,88.17,64.06,85.44,78.68,3.83,96.44
688,88,2024-10-27,68.96,57.4,30,61.58,54.65,4.82,92.0
689,89,2024-10-27,96.86,72.44,99.55,99.38,90.58,0.58,95.47
690,90,2024-10-27,83.93,77.27,100,97.64,88.01,0.17,97.3
691,91,2024-10-27,61.46,66.13,61.96,69.56,64.2,0.3,98.62
692,92,2024-10-27,96.47,100,81.05,95.1,93.47,0.95,98.88
693,93,2024-10-27,73.57,85.02,69.56,80.68,77.07,0.78,94.7
694,94,2024-10-27,79.71,64.37,56.01,69.53,67.66,2.86,92.35
695,95,2024-10-27,90.43,68.98,77.47,70.77,77.81,2.25,95.25
696,96,2024-10-27,100,92.22,91.18,89.96,93.95,5.38,95.59
697,97,2024-10-27,80.02,76.02,89.91,90.4,82.85,0.04,94.07
698,98,2024-10-27,80.67,91.1,45.79,70.07,73.49,0.69,93.26
699,99,2024-10-27,37.85,58.41,33.63,64.0,46.89,2.13,93.19
700,100,2024-10-27,71.27,53.87,39.19,61.27,56.53,0.86,95.43
701,101,2024-10-27,66.89,72.83,65.89,57.39,67.0,0.31,95.4
702,102,2024-10-27,92.87,76.6,83.31,77.71,83.32,1.96,96.56
703,103,2024-10-27,88.78,86.53,80.55,87.12,85.8,1.8,95.53
704,104,2024-10-27,100,92.75,58.35,92.01,86.22,2.62,97.56
705,105,2024-10-27,47.35,56.44,51.22,64.82,53.67,0.21,96.36
706,106,2024-10-27,85.92,73.8,59.3,100,77.74,3.81,94.01
707,107,2024-10-27,87.39,87.72,85.56,74.41,85.08,1.37,90.35
708,108,2024-10-27,79.07,61.9,81.75,54.6,70.92,2.18,97.61
709,109,2024-10-27,100,100,84.11,100,96.03,1.24,92.9
710,110,2024-10-27,81.23,73.51,54.3,81.85,72.27,4.3,99.48
711,111,2024-10-27,89.79,83.51,67.41,81.03,81.0,2.84,97.11
712,112,2024-10-27,87.75,53.22,82.35,61.92,72.17,3.84,100
713,113,2024-10-27,75.69,77.96,57.31,94.23,74.56,1.52,97.16
714,114,2024-10-27,69.58,62.73,59.01,66.58,64.43,1.05,99.79
715,115,2024-10-27,74.64,80.6,91.29,83.96,81.99,0.63,98.6
716,116,2024-10-27,89.21,90.45,71.91,100,86.87,4.78,90.26
717,117,2024-10-27,84.48,87.68,92.83,56.9,83.39,1.06,92.02
718,118,2024-10-27,81.67,68.36,87.96,90.3,80.54,3.15,96.89
719,119,2024-10-27,91.82,73.01,71.84,72.06,78.22,2.75,94.88
720,120,2024-10-27,81.88,50.47,50.41,65.76,62.17,0.72,97.2
721,121,2024-10-27,51.45,50.23,50.78,50.09,50.71,3.19,100
722,122,2024-10-27,52.67,56.12,39.98,82.78,55.05,3.23,97.56
723,123,2024-10-27,87.57,72.0,72.11,100,80.9,3.57,97.06
724,124,2024-10-27,79.49,83.33,65.91,84.05,77.93,3.86,94.59
725,125,2024-10-27,100,87.89,96.95,91.11,94.27,0.71,93.1
