DEMAND_ACTUAL_ID,PRODUCT_ID,SITE_ID,DEMAND_DATE,ACTUAL_QUANTITY,ACTUAL_UNIT_OF_MEASURE_ID,DEMAND_SOURCE
2244,472,8,2024-10-20,52,1,Stock
2245,76,2,2023-07-28,455,1,Production
2246,172,7,2023-01-05,135,1,Production
2247,420,4,2024-02-04,380,1,Stock
2248,126,2,2023-10-14,268,1,Stock
2249,240,7,2024-05-17,207,1,Production
2250,468,3,2024-09-15,169,1,Project
2251,122,1,2024-03-10,45,1,Stock
2252,388,1,2023-01-05,39,1,MRO
2253,144,2,2024-02-25,454,1,Production
2254,35,2,2024-08-01,183,1,MRO
2255,234,8,2024-02-15,475,1,MRO
2256,143,5,2024-04-29,318,1,MRO
2257,279,6,2024-02-18,404,1,MRO
2258,98,3,2023-04-17,374,1,MRO
2259,268,5,2024-10-14,200,1,Stock
2260,166,2,2023-02-21,297,1,Stock
2261,278,4,2023-10-11,235,1,MRO
2262,340,7,2023-02-03,378,1,Project
2263,139,2,2024-05-02,305,1,Project
2264,245,2,2023-12-14,149,1,Production
2265,52,3,2024-06-30,491,1,Stock
2266,234,1,2023-03-31,316,1,Production
2267,417,8,2024-08-24,379,1,Project
2268,469,4,2024-07-23,187,1,Stock
2269,215,8,2023-08-06,379,1,Stock
2270,256,4,2023-05-29,168,1,Stock
2271,28,6,2024-02-14,16,1,Project
2272,186,2,2023-12-09,165,1,MRO
2273,293,3,2023-06-19,195,1,Project
2274,244,7,2024-06-04,148,1,Stock
2275,1,8,2024-02-25,88,1,Stock
2276,248,8,2023-08-09,24,1,Project
2277,221,3,2024-02-03,493,1,MRO
2278,62,7,2024-08-31,342,1,MRO
2279,245,7,2024-07-02,26,1,Project
2280,147,5,2024-09-12,355,1,Project
2281,320,3,2024-11-10,295,1,Production
2282,311,7,2024-05-10,493,1,MRO
2283,272,7,2023-11-04,374,1,Stock
2284,82,4,2024-02-04,275,1,Stock
2285,382,7,2024-03-24,20,1,MRO
2286,311,2,2023-06-01,117,1,MRO
2287,125,2,2024-01-08,331,1,Project
2288,396,7,2023-05-29,323,1,Production
2289,30,6,2023-04-19,226,1,MRO
2290,368,4,2024-09-17,437,1,Project
2291,265,6,2024-10-18,235,1,Project
2292,22,3,2024-04-08,290,1,Production
2293,369,7,2023-02-26,367,1,Project
2294,332,3,2024-06-20,371,1,MRO
2295,128,1,2024-11-09,268,1,Stock
2296,204,7,2023-08-11,361,1,MRO
2297,178,7,2023-10-31,329,1,Project
2298,495,3,2023-04-29,459,1,Project
2299,34,6,2023-06-07,423,1,Production
2300,56,1,2023-10-05,163,1,MRO
2301,159,5,2023-10-29,387,1,Production
2302,340,6,2023-11-11,108,1,Stock
2303,500,7,2023-12-22,388,1,Project
2304,99,3,2024-04-02,345,1,Project
2305,261,8,2024-01-26,256,1,Stock
2306,355,3,2024-08-03,265,1,Production
2307,295,8,2024-06-07,394,1,Production
2308,238,2,2023-02-17,76,1,Production
2309,487,3,2023-03-14,384,1,Stock
2310,500,5,2024-06-05,193,1,Stock
2311,290,7,2024-07-21,437,1,MRO
2312,116,3,2023-06-07,449,1,Stock
2313,453,5,2023-03-21,189,1,Stock
2314,270,6,2023-01-26,480,1,MRO
2315,296,2,2024-07-25,425,1,Project
2316,185,4,2024-07-06,350,1,Project
2317,157,6,2023-09-16,133,1,Stock
2318,174,4,2024-01-06,121,1,MRO
2319,259,3,2023-04-15,237,1,Project
2320,389,2,2023-06-09,41,1,Stock
2321,211,2,2023-09-12,285,1,Production
2322,286,1,2023-06-01,390,1,Stock
2323,131,5,2023-04-19,200,1,Production
2324,27,1,2024-05-01,458,1,Stock
2325,24,2,2023-05-04,270,1,Stock
2326,75,4,2023-11-13,56,1,MRO
2327,100,4,2024-08-20,212,1,Project
2328,252,2,2023-06-05,224,1,Production
2329,12,6,2024-04-04,454,1,Stock
2330,173,3,2024-11-26,351,1,MRO
2331,77,2,2024-06-10,321,1,Stock
2332,356,5,2024-02-24,301,1,Project
2333,222,3,2023-03-27,50,1,MRO
2334,445,7,2024-04-27,264,1,MRO
2335,427,3,2023-07-01,294,1,MRO
2336,289,5,2023-04-18,236,1,Stock
2337,185,1,2023-10-23,3,1,Project
2338,173,1,2024-09-18,480,1,Stock
2339,42,4,2023-06-29,72,1,Production
2340,166,5,2024-07-05,340,1,Project
2341,448,8,2024-08-20,58,1,Project
2342,286,2,2024-06-22,44,1,MRO
2343,160,2,2024-06-27,372,1,Project
2344,89,6,2024-08-21,23,1,Project
2345,46,6,2023-02-25,383,1,Project
2346,230,7,2023-10-18,13,1,Project
2347,96,1,2023-09-29,191,1,Stock
2348,54,6,2024-06-15,67,1,Stock
2349,375,3,2024-02-06,339,1,Production
2350,422,8,2024-05-31,441,1,Stock
2351,84,1,2023-06-04,387,1,Project
2352,161,2,2024-08-30,34,1,Project
2353,12,2,2023-01-06,72,1,Project
2354,1,7,2023-11-19,141,1,MRO
2355,391,4,2023-08-06,463,1,Production
2356,369,2,2023-10-24,51,1,Project
2357,15,1,2024-03-19,172,1,Project
2358,486,2,2023-11-09,473,1,Production
2359,51,3,2024-02-11,419,1,Project
2360,211,5,2023-01-03,296,1,Stock
2361,340,6,2023-12-31,193,1,MRO
2362,327,6,2024-02-11,14,1,Project
2363,394,5,2023-01-18,469,1,MRO
2364,21,2,2023-08-31,487,1,Project
2365,198,8,2023-07-03,214,1,Production
2366,170,5,2024-03-30,280,1,Stock
2367,278,1,2023-12-20,234,1,Stock
2368,102,4,2024-06-24,439,1,Production
2369,180,6,2024-07-04,244,1,Project
2370,258,1,2023-09-11,239,1,MRO
2371,38,1,2023-10-15,26,1,Stock
2372,138,5,2023-09-25,215,1,Project
2373,333,1,2024-09-01,460,1,Production
2374,181,5,2024-08-24,46,1,Stock
2375,425,1,2024-05-31,193,1,MRO
2376,10,7,2023-12-30,156,1,Production
2377,145,5,2023-04-16,262,1,Project
2378,338,7,2023-05-19,493,1,Production
2379,318,6,2023-04-08,218,1,Project
2380,452,2,2024-06-29,274,1,Project
2381,468,6,2024-10-20,123,1,Project
2382,284,3,2023-06-16,138,1,Production
2383,408,6,2023-04-09,107,1,Project
2384,255,7,2024-04-21,330,1,Stock
2385,416,4,2024-06-11,48,1,Production
2386,105,4,2023-03-31,215,1,MRO
2387,110,2,2023-03-06,373,1,Stock
2388,108,3,2024-06-10,342,1,Project
2389,5,6,2024-11-20,143,1,Production
2390,130,3,2023-07-03,365,1,Project
2391,70,8,2023-06-17,272,1,Project
2392,386,8,2023-02-16,129,1,Stock
2393,497,3,2023-03-08,484,1,MRO
2394,333,5,2023-10-13,346,1,Project
2395,116,2,2023-06-26,461,1,Stock
2396,203,3,2023-09-18,271,1,MRO
2397,59,4,2023-10-04,96,1,Stock
2398,30,5,2023-11-29,341,1,Production
2399,134,3,2023-03-19,60,1,Production
2400,480,4,2024-01-27,35,1,MRO
2401,272,4,2023-02-21,238,1,Production
2402,357,5,2023-07-25,500,1,Stock
2403,122,5,2024-01-06,461,1,Project
2404,497,3,2024-11-17,366,1,MRO
2405,146,6,2024-04-22,88,1,MRO
2406,277,8,2024-01-23,222,1,Production
2407,390,6,2024-02-21,38,1,MRO
2408,483,6,2023-04-16,449,1,Stock
2409,133,1,2023-10-20,402,1,Project
2410,339,2,2024-05-15,246,1,Stock
2411,44,8,2024-11-10,148,1,Stock
2412,325,3,2023-07-17,331,1,Stock
2413,189,1,2023-06-30,284,1,Stock
2414,273,6,2023-09-01,320,1,Stock
2415,358,5,2023-07-20,154,1,Stock
2416,264,4,2023-10-12,418,1,Stock
2417,222,2,2024-09-29,300,1,Project
2418,324,4,2024-04-25,106,1,MRO
2419,5,8,2023-01-03,442,1,Production
2420,1,5,2024-08-15,184,1,MRO
2421,171,3,2024-03-24,140,1,Stock
2422,237,1,2024-01-16,165,1,MRO
2423,140,6,2024-04-17,225,1,Project
2424,338,1,2023-12-11,60,1,MRO
2425,270,4,2023-10-14,247,1,Stock
2426,6,1,2023-06-08,409,1,Stock
2427,321,5,2023-04-08,341,1,MRO
2428,143,1,2024-11-24,311,1,MRO
2429,346,8,2023-10-30,370,1,Project
2430,332,6,2023-07-16,330,1,MRO
2431,130,2,2023-11-13,445,1,Stock
2432,221,7,2024-10-23,252,1,MRO
2433,97,1,2024-02-01,163,1,Project
2434,123,6,2024-05-31,8,1,Production
2435,478,1,2024-05-30,332,1,Project
2436,375,2,2024-01-13,271,1,Project
2437,280,8,2024-11-11,56,1,Stock
2438,235,3,2024-11-05,227,1,Stock
2439,418,8,2024-07-06,62,1,Project
2440,221,8,2024-02-15,62,1,Project
2441,5,1,2024-07-24,219,1,MRO
2442,378,5,2024-11-14,147,1,Production
2443,135,4,2024-09-30,130,1,Production
2444,430,7,2024-11-22,228,1,MRO
2445,143,6,2023-01-11,469,1,Stock
2446,166,3,2024-06-25,219,1,MRO
2447,189,2,2023-03-02,213,1,Production
2448,135,5,2023-07-21,242,1,Production
2449,397,5,2023-09-27,185,1,Stock
2450,420,2,2023-06-11,275,1,MRO
2451,270,8,2023-10-08,283,1,Stock
2452,43,7,2023-06-20,402,1,MRO
2453,19,4,2023-05-25,21,1,Production
2454,344,1,2023-08-30,438,1,Production
2455,228,1,2023-12-20,73,1,Production
2456,89,7,2024-06-20,344,1,Production
2457,310,8,2023-05-13,416,1,Project
2458,347,4,2024-06-14,3,1,Project
2459,381,4,2023-10-23,109,1,Production
2460,371,2,2023-08-24,354,1,Stock
2461,288,7,2024-08-20,398,1,Stock
2462,285,8,2023-05-04,411,1,Stock
2463,198,8,2024-11-02,246,1,Stock
2464,333,7,2023-07-08,363,1,Stock
2465,447,5,2024-04-08,68,1,Project
2466,197,5,2024-03-29,340,1,MRO
2467,156,4,2024-07-19,153,1,MRO
2468,403,1,2023-10-06,238,1,Project
2469,344,3,2024-04-21,258,1,Stock
2470,206,2,2023-12-26,379,1,MRO
2471,77,7,2023-01-10,236,1,MRO
2472,488,6,2023-08-01,469,1,MRO
2473,228,6,2024-06-11,73,1,Production
2474,73,3,2024-01-17,384,1,Stock
2475,200,6,2024-01-08,29,1,Stock
2476,247,1,2023-01-16,317,1,Project
2477,441,4,2024-09-11,454,1,MRO
2478,158,7,2024-03-31,62,1,Project
2479,126,7,2024-03-27,32,1,Project
2480,215,2,2023-05-19,370,1,Stock
2481,165,1,2024-05-12,492,1,Project
2482,460,5,2024-01-09,355,1,Stock
2483,324,8,2023-03-31,279,1,MRO
2484,46,7,2024-11-17,472,1,Stock
2485,175,5,2023-07-27,137,1,Project
2486,113,8,2023-04-05,467,1,Stock
2487,145,4,2024-10-04,304,1,Stock
2488,489,1,2024-09-01,39,1,Project
2489,26,4,2024-07-21,279,1,Stock
2490,263,2,2024-11-05,453,1,Project
2491,126,2,2024-10-02,30,1,Project
2492,151,5,2023-09-15,113,1,Stock
2493,61,2,2024-03-19,232,1,Project
2494,362,5,2024-10-13,116,1,Stock
2495,263,3,2023-06-09,270,1,MRO
2496,220,2,2023-09-08,286,1,Production
2497,197,8,2023-08-27,50,1,Production
2498,488,6,2024-02-28,94,1,Project
2499,322,8,2024-09-22,18,1,Stock
2500,274,7,2024-05-12,259,1,Project
2501,190,2,2024-10-18,212,1,Project
2502,124,5,2024-10-07,483,1,Stock
2503,433,6,2023-02-15,267,1,Stock
2504,77,7,2023-04-06,447,1,Project
2505,198,1,2024-06-14,150,1,Production
2506,216,4,2024-06-28,358,1,Project
2507,50,5,2024-10-30,279,1,Project
2508,156,8,2023-02-15,411,1,MRO
2509,350,1,2023-11-18,221,1,MRO
2510,43,2,2024-10-20,414,1,MRO
2511,92,3,2023-10-12,127,1,Production
2512,144,7,2023-02-27,159,1,Project
2513,93,8,2023-04-12,254,1,MRO
2514,140,5,2024-02-06,200,1,Project
2515,500,5,2023-04-07,405,1,MRO
2516,317,3,2024-09-23,64,1,Project
2517,339,5,2024-02-23,240,1,Stock
2518,252,8,2023-08-23,351,1,MRO
2519,262,2,2024-05-12,296,1,Project
2520,150,6,2024-05-22,71,1,MRO
2521,262,3,2024-08-28,55,1,Production
2522,274,7,2023-03-09,91,1,Stock
2523,219,8,2024-09-24,426,1,Stock
2524,211,7,2023-05-23,382,1,Stock
2525,483,5,2023-04-28,219,1,MRO
2526,373,3,2023-12-21,289,1,MRO
2527,482,2,2024-07-10,114,1,Production
2528,345,4,2023-05-12,313,1,Project
2529,442,7,2023-11-07,407,1,Project
2530,352,1,2024-01-31,119,1,Project
2531,199,5,2024-05-05,62,1,Project
2532,467,5,2024-04-23,261,1,Production
2533,363,8,2024-08-28,261,1,Project
2534,97,2,2024-09-23,37,1,Stock
2535,140,6,2024-06-29,355,1,Production
2536,269,2,2023-03-10,47,1,Project
2537,35,8,2023-12-01,333,1,Stock
2538,163,3,2023-11-05,368,1,Stock
2539,124,7,2023-03-09,265,1,Project
2540,327,6,2023-01-26,403,1,Stock
2541,302,8,2024-08-29,40,1,Project
2542,51,7,2023-06-04,442,1,Stock
2543,338,4,2024-02-01,329,1,MRO
2544,3,4,2023-01-30,114,1,MRO
2545,302,2,2023-10-04,268,1,MRO
2546,146,1,2023-12-27,235,1,Project
2547,212,3,2024-01-08,449,1,MRO
2548,85,1,2024-05-09,415,1,Production
2549,382,6,2024-11-07,440,1,Stock
2550,140,8,2024-11-11,50,1,Stock
2551,377,6,2024-08-10,222,1,Project
2552,325,1,2024-03-28,413,1,MRO
2553,153,2,2023-09-28,466,1,MRO
2554,60,5,2024-04-28,66,1,Stock
2555,180,5,2024-11-07,142,1,MRO
2556,20,5,2024-10-06,341,1,Stock
2557,478,3,2023-06-17,493,1,MRO
2558,359,3,2023-11-12,73,1,Project
2559,173,3,2024-10-27,490,1,MRO
2560,189,2,2023-03-08,403,1,Production
2561,139,7,2024-10-10,154,1,MRO
2562,242,8,2023-03-15,41,1,Production
2563,461,2,2023-02-22,255,1,Stock
2564,395,3,2024-02-02,158,1,MRO
2565,4,3,2023-03-09,18,1,Stock
2566,200,8,2024-09-13,397,1,MRO
2567,38,7,2024-01-12,451,1,Stock
2568,445,6,2023-09-12,7,1,Project
2569,489,7,2024-06-18,28,1,Production
2570,437,1,2023-08-20,461,1,MRO
2571,284,3,2024-11-25,360,1,Stock
2572,115,7,2023-03-13,144,1,Project
2573,43,4,2023-01-25,472,1,MRO
2574,236,1,2024-10-10,55,1,Production
2575,298,4,2023-06-08,412,1,Project
2576,60,1,2023-08-13,385,1,MRO
2577,318,4,2023-03-19,456,1,Stock
2578,54,3,2023-01-02,325,1,Stock
2579,199,5,2024-03-26,169,1,Stock
2580,321,7,2023-12-21,161,1,Stock
2581,427,3,2024-05-29,300,1,Project
2582,239,8,2023-09-04,330,1,Stock
2583,328,7,2024-07-18,27,1,Production
2584,429,2,2024-04-20,186,1,Production
2585,366,8,2023-10-10,290,1,Stock
2586,352,8,2024-04-25,290,1,Project
2587,187,6,2024-11-05,356,1,Stock
2588,353,1,2023-04-25,295,1,MRO
2589,284,5,2024-07-20,497,1,Project
2590,117,4,2023-11-27,287,1,Production
2591,389,5,2024-10-24,322,1,MRO
2592,88,8,2023-10-14,379,1,Stock
2593,354,6,2024-01-31,90,1,Stock
2594,60,6,2024-07-01,338,1,Project
2595,416,5,2024-05-11,351,1,Production
2596,451,5,2024-06-02,363,1,Stock
2597,302,1,2023-06-29,78,1,MRO
2598,170,2,2024-02-19,371,1,MRO
2599,447,1,2024-05-20,409,1,Production
2600,164,3,2023-03-31,237,1,Stock
2601,86,2,2023-07-17,378,1,Project
2602,49,3,2023-03-04,454,1,Stock
2603,162,4,2024-05-27,141,1,Project
2604,74,8,2023-02-17,182,1,Stock
2605,73,7,2023-09-02,251,1,Project
2606,63,3,2023-10-26,42,1,Stock
2607,493,1,2023-05-16,290,1,Production
2608,120,3,2024-08-03,292,1,Stock
2609,265,2,2024-05-25,156,1,MRO
2610,419,7,2023-05-18,423,1,MRO
2611,67,7,2024-02-08,13,1,Project
2612,367,4,2023-01-13,286,1,MRO
2613,104,1,2024-05-06,195,1,Project
2614,135,6,2023-02-25,425,1,MRO
2615,168,3,2023-03-14,357,1,Project
2616,122,2,2024-04-13,450,1,Stock
2617,114,1,2024-08-15,200,1,Production
2618,64,7,2023-05-21,294,1,Stock
2619,415,3,2023-02-19,261,1,MRO
2620,215,6,2024-11-29,116,1,MRO
2621,451,8,2023-01-07,316,1,MRO
2622,187,3,2023-08-20,186,1,Stock
2623,434,1,2023-01-25,201,1,Project
2624,258,2,2024-08-31,384,1,Project
2625,25,6,2024-10-01,266,1,Project
2626,283,2,2024-06-23,262,1,Stock
2627,51,5,2023-03-12,467,1,Project
2628,486,3,2023-08-25,187,1,Project
2629,6,3,2023-01-13,35,1,MRO
2630,270,2,2023-07-13,77,1,MRO
2631,48,8,2024-02-25,443,1,MRO
2632,197,2,2024-10-30,360,1,Project
2633,423,6,2023-06-27,270,1,MRO
2634,214,1,2023-10-02,50,1,MRO
2635,321,1,2024-07-19,110,1,Project
2636,150,5,2023-10-14,313,1,Production
2637,40,1,2024-09-24,150,1,MRO
2638,224,1,2024-02-22,346,1,Project
2639,182,6,2024-05-14,479,1,MRO
2640,148,2,2023-06-27,398,1,Stock
2641,266,8,2023-10-31,243,1,Stock
2642,451,1,2023-05-22,150,1,MRO
2643,344,5,2024-08-23,73,1,Project
2644,21,3,2023-08-15,378,1,MRO
2645,276,5,2023-10-25,51,1,Stock
2646,116,1,2023-10-28,357,1,Project
2647,464,7,2024-05-06,493,1,MRO
2648,157,5,2023-12-10,411,1,Production
2649,427,1,2023-08-23,358,1,Stock
2650,329,2,2024-09-04,466,1,Project
2651,254,3,2024-04-01,428,1,Production
2652,120,3,2024-07-21,103,1,Production
2653,59,5,2024-05-29,366,1,Project
2654,115,8,2023-06-19,376,1,Stock
2655,148,5,2024-11-11,309,1,Production
2656,280,8,2024-02-21,377,1,MRO
2657,223,4,2024-05-02,125,1,Stock
2658,378,7,2024-05-25,496,1,Project
2659,18,5,2023-01-30,26,1,Production
2660,140,6,2023-07-18,70,1,Production
2661,299,2,2023-12-19,180,1,Production
2662,250,8,2024-08-21,75,1,Production
2663,212,8,2023-03-22,271,1,Stock
2664,303,5,2023-04-19,382,1,Project
2665,407,5,2023-01-24,214,1,Production
2666,114,6,2024-10-31,158,1,Stock
2667,150,2,2024-06-29,16,1,Production
2668,473,5,2023-08-21,295,1,Stock
2669,55,5,2023-10-03,368,1,Production
2670,159,6,2024-07-06,16,1,Production
2671,409,4,2023-07-21,188,1,Production
2672,174,7,2023-07-30,411,1,MRO
2673,417,5,2023-05-31,118,1,Stock
2674,491,4,2023-12-14,79,1,Production
2675,132,1,2023-09-13,499,1,Production
2676,27,1,2024-11-04,491,1,Stock
2677,314,1,2023-04-14,414,1,Production
2678,393,5,2024-02-05,67,1,MRO
2679,377,8,2023-01-25,58,1,Project
2680,84,3,2024-02-01,46,1,Stock
2681,325,8,2023-12-23,159,1,Project
2682,58,2,2023-10-05,393,1,MRO
2683,475,7,2023-05-17,367,1,Project
2684,130,1,2023-12-22,26,1,Production
2685,192,7,2024-03-09,225,1,Production
2686,213,8,2024-03-18,360,1,MRO
2687,298,8,2023-06-22,394,1,MRO
2688,74,4,2024-03-04,250,1,Project
2689,53,3,2024-08-11,38,1,Production
2690,354,8,2023-03-17,377,1,MRO
2691,319,6,2023-09-30,325,1,Project
2692,414,2,2024-05-31,183,1,Stock
2693,483,8,2024-08-28,319,1,MRO
2694,402,2,2023-12-07,80,1,Project
2695,350,8,2024-01-08,469,1,Project
2696,30,6,2024-07-23,284,1,MRO
2697,100,3,2024-05-15,381,1,Production
2698,48,4,2023-02-17,19,1,Stock
2699,59,7,2024-03-27,417,1,Production
2700,313,7,2024-05-22,24,1,Stock
2701,43,6,2024-06-10,138,1,Project
2702,397,8,2024-01-24,59,1,Stock
2703,302,4,2024-03-07,362,1,Production
2704,38,7,2023-03-19,96,1,Project
2705,128,8,2023-09-27,222,1,MRO
2706,427,4,2023-04-02,457,1,Stock
2707,122,7,2023-04-24,274,1,Stock
2708,141,7,2023-02-20,215,1,Stock
2709,286,4,2023-11-26,482,1,Stock
2710,13,8,2024-02-26,281,1,Stock
2711,69,4,2024-03-13,337,1,Stock
2712,48,4,2023-12-04,97,1,Production
2713,278,6,2023-03-17,491,1,Production
2714,224,4,2023-07-28,106,1,Production
2715,134,8,2024-03-26,279,1,MRO
2716,96,6,2024-03-20,218,1,Production
2717,346,4,2024-10-16,235,1,MRO
2718,317,3,2024-06-01,187,1,Project
2719,253,2,2024-04-25,359,1,Production
2720,30,4,2023-02-23,181,1,Production
2721,393,1,2023-10-09,427,1,Production
2722,435,4,2024-01-24,132,1,Production
2723,161,4,2024-02-04,157,1,Stock
2724,174,1,2023-02-23,375,1,MRO
2725,138,4,2024-07-25,490,1,Stock
2726,438,7,2023-10-20,480,1,Stock
2727,49,8,2023-05-17,235,1,Stock
2728,39,1,2024-05-21,251,1,Production
2729,408,3,2024-09-08,436,1,Project
2730,361,1,2024-04-12,242,1,Stock
2731,254,1,2024-09-29,483,1,Stock
2732,48,7,2024-04-06,205,1,Production
2733,369,1,2023-04-09,143,1,Production
2734,359,3,2023-12-03,396,1,MRO
2735,70,4,2023-02-07,225,1,MRO
2736,151,6,2023-11-21,102,1,Project
2737,348,3,2023-08-07,474,1,Project
2738,15,8,2023-03-25,309,1,Stock
2739,483,8,2023-01-06,186,1,Project
2740,73,4,2024-01-24,329,1,MRO
2741,473,1,2023-12-28,440,1,Project
2742,203,2,2024-02-22,176,1,Stock
2743,447,3,2023-05-02,175,1,Stock
2744,224,8,2024-06-20,290,1,Project
2745,3,4,2023-06-03,287,1,Stock
2746,251,4,2023-11-01,426,1,MRO
2747,294,8,2023-11-22,173,1,MRO
2748,348,3,2023-04-14,92,1,Project
2749,164,6,2024-03-05,205,1,MRO
2750,161,6,2024-01-15,321,1,MRO
2751,271,2,2024-10-20,333,1,Production
2752,17,1,2024-09-05,3,1,Production
2753,402,8,2023-04-04,295,1,Project
2754,392,6,2023-02-27,88,1,Production
2755,497,1,2023-04-20,450,1,Project
2756,177,3,2024-10-01,235,1,MRO
2757,84,3,2024-05-26,335,1,Stock
2758,201,4,2024-02-11,233,1,Production
2759,23,7,2023-07-27,318,1,Production
2760,60,1,2024-05-03,476,1,MRO
2761,54,5,2023-01-23,153,1,Stock
2762,38,8,2024-05-21,158,1,Project
2763,336,1,2023-07-07,163,1,Stock
2764,105,3,2024-09-22,321,1,Project
2765,168,3,2024-01-08,10,1,Stock
2766,96,8,2023-02-14,207,1,Project
2767,469,5,2023-01-27,375,1,MRO
2768,102,8,2023-08-04,53,1,Project
2769,311,5,2024-08-17,335,1,Production
2770,61,1,2023-11-08,490,1,MRO
2771,284,5,2023-06-09,246,1,Production
2772,339,1,2024-09-16,335,1,Stock
2773,366,6,2023-09-26,437,1,Production
2774,147,4,2024-05-04,219,1,Project
2775,108,6,2024-08-01,260,1,Stock
2776,266,3,2023-03-06,403,1,Project
2777,488,5,2023-04-30,169,1,MRO
2778,65,4,2024-01-30,173,1,Production
2779,439,2,2024-03-05,496,1,MRO
2780,77,7,2024-10-05,405,1,Production
2781,236,3,2024-11-26,430,1,Project
2782,468,6,2023-11-20,246,1,Project
2783,297,7,2024-01-21,62,1,MRO
2784,167,8,2023-06-29,121,1,MRO
2785,18,4,2023-04-26,109,1,Stock
2786,433,3,2024-08-12,7,1,Stock
2787,119,3,2023-06-25,191,1,Stock
2788,219,6,2023-10-28,108,1,Stock
2789,365,3,2023-11-09,157,1,Production
2790,273,3,2024-03-03,289,1,Production
2791,49,8,2024-09-23,485,1,Production
2792,52,5,2024-01-02,79,1,Production
2793,358,3,2024-07-02,225,1,Stock
2794,351,2,2024-03-18,254,1,MRO
2795,94,3,2024-08-10,454,1,MRO
2796,156,5,2023-07-14,319,1,Production
2797,81,2,2024-05-21,263,1,MRO
2798,380,4,2024-02-08,243,1,Project
2799,396,5,2023-09-14,3,1,Production
2800,459,4,2024-02-05,67,1,Project
2801,397,7,2024-08-02,262,1,MRO
2802,76,7,2024-06-24,78,1,MRO
2803,55,8,2023-09-15,281,1,Production
2804,241,7,2023-12-07,344,1,Production
2805,339,5,2024-01-11,161,1,Project
2806,259,6,2024-09-23,116,1,Project
2807,167,2,2024-05-19,275,1,MRO
2808,35,4,2024-09-07,83,1,Production
2809,457,6,2023-12-14,98,1,Project
2810,298,3,2023-07-19,188,1,Stock
2811,356,7,2023-05-01,100,1,Project
2812,369,8,2023-10-10,205,1,Stock
2813,472,7,2024-01-20,15,1,MRO
2814,168,7,2024-04-22,327,1,Project
2815,75,6,2023-10-15,144,1,Stock
2816,306,8,2023-12-14,20,1,Production
2817,437,4,2023-06-20,368,1,Production
2818,468,2,2023-05-23,487,1,Production
2819,98,2,2023-05-05,301,1,Production
2820,294,6,2023-05-05,83,1,MRO
2821,50,2,2024-07-01,50,1,Project
2822,300,3,2024-03-01,317,1,Stock
2823,39,3,2023-02-14,32,1,Project
2824,215,3,2023-04-04,61,1,Stock
2825,191,2,2024-03-30,495,1,Stock
2826,89,3,2023-03-14,136,1,Project
2827,283,4,2023-11-15,142,1,MRO
2828,402,7,2024-09-17,235,1,MRO
2829,367,1,2024-01-09,444,1,Project
2830,177,5,2024-05-29,438,1,Stock
2831,338,8,2023-10-24,91,1,MRO
2832,349,7,2024-11-19,13,1,MRO
2833,119,7,2023-02-05,197,1,Stock
2834,284,3,2023-06-06,168,1,Stock
2835,74,6,2024-06-10,322,1,Production
2836,178,1,2023-04-25,477,1,MRO
2837,461,5,2024-03-03,118,1,Stock
2838,202,8,2024-03-06,486,1,MRO
2839,284,3,2023-03-03,75,1,Stock
2840,350,5,2023-10-02,435,1,Project
2841,453,3,2023-05-15,422,1,MRO
2842,449,3,2023-06-23,498,1,Project
2843,164,3,2023-08-20,439,1,MRO
2844,14,8,2023-02-26,370,1,Project
2845,37,7,2024-10-04,109,1,Stock
2846,260,6,2023-08-20,381,1,Project
2847,149,1,2024-04-05,237,1,Production
2848,290,5,2023-02-02,42,1,MRO
2849,357,3,2023-01-29,292,1,MRO
2850,54,4,2023-07-09,354,1,Production
2851,159,7,2024-03-26,221,1,Production
2852,202,6,2024-02-03,169,1,Stock
2853,140,7,2024-04-12,234,1,MRO
2854,371,6,2024-08-08,335,1,Production
2855,415,6,2024-05-13,295,1,Production
2856,439,7,2023-09-25,370,1,Stock
2857,66,6,2024-10-17,24,1,Stock
2858,345,2,2024-07-27,142,1,Production
2859,24,4,2024-08-04,448,1,Production
2860,69,5,2023-05-12,234,1,MRO
2861,341,1,2023-05-12,114,1,Stock
2862,192,3,2024-09-23,130,1,Stock
2863,327,3,2024-03-05,182,1,Production
2864,264,6,2024-04-20,346,1,Project
2865,35,3,2024-05-29,118,1,Stock
2866,222,8,2024-02-12,211,1,Production
2867,281,3,2023-04-16,1,1,Stock
2868,153,1,2023-04-02,60,1,Production
2869,271,2,2023-02-14,371,1,MRO
2870,446,7,2023-02-25,125,1,MRO
2871,193,8,2024-08-15,343,1,Stock
2872,128,5,2024-11-11,363,1,MRO
2873,124,8,2024-05-26,25,1,MRO
2874,244,3,2024-01-27,177,1,Project
2875,365,2,2023-05-13,45,1,Stock
2876,313,6,2023-01-10,83,1,Project
2877,336,2,2024-01-23,280,1,Production
2878,237,1,2023-12-26,13,1,Production
2879,9,1,2024-08-08,115,1,MRO
2880,156,3,2024-10-30,355,1,Project
2881,274,5,2024-06-24,476,1,Production
2882,427,1,2023-01-04,441,1,Production
2883,480,5,2024-11-10,440,1,Production
2884,453,2,2023-11-14,358,1,Stock
2885,33,2,2024-06-25,117,1,Production
2886,150,6,2024-07-24,411,1,MRO
2887,288,6,2024-11-11,77,1,Production
2888,215,4,2024-05-30,5,1,Stock
2889,275,2,2023-11-14,21,1,Production
