PRODUCT_COST_ID,PRODUCT_ID,SITE_ID,COST_TYPE,MATERIAL_COST,LABOR_COST,OVERHEAD_COST,TOTAL_COST,CURRENCY_ID,COSTING_METHOD,EFFECTIVE_DATE,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
136,136,2,STANDARD,1712.67,358.2,107.36,2178.23,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
137,137,5,STANDARD,1105.86,338.51,171.48,1615.85,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
138,138,3,STANDARD,861.91,190.23,91.44,1143.58,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
139,139,7,STANDARD,1485.9,491.35,76.67,2053.92,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
140,140,8,STANDARD,1994.32,276.02,49.26,2319.6,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
141,141,6,STANDARD,104.41,145.77,175.97,426.15,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
142,142,6,STANDARD,799.6,234.89,150.22,1184.71,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
143,143,8,STANDARD,1703.41,404.32,51.06,2158.79,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
144,144,7,STANDARD,950.05,17.06,115.2,1082.31,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
145,145,2,STANDARD,1593.43,86.13,56.15,1735.71,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
146,146,5,STANDARD,1721.29,427.14,129.09,2277.52,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
147,147,1,STANDARD,1254.02,278.74,41.88,1574.64,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
148,148,5,STANDARD,712.34,404.26,27.22,1143.82,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
149,149,6,STANDARD,784.52,107.82,110.74,1003.08,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
150,150,1,STANDARD,1145.4,412.69,59.53,1617.62,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
151,151,6,STANDARD,1818.08,97.59,127.05,2042.72,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
152,152,3,STANDARD,322.37,387.23,141.39,850.99,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
153,153,7,STANDARD,380.34,97.96,30.89,509.19,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
154,154,3,STANDARD,1649.66,475.6,186.3,2311.56,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
155,155,6,STANDARD,613.82,223.93,42.8,880.55,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
156,156,8,STANDARD,352.89,104.0,36.23,493.12,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
157,157,5,STANDARD,977.66,268.33,168.14,1414.13,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
158,158,4,STANDARD,189.91,106.54,189.79,486.24,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
159,159,7,STANDARD,1264.36,489.44,128.17,1881.97,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
160,160,5,STANDARD,1614.28,482.23,80.08,2176.59,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
161,161,7,STANDARD,1624.9,70.72,120.87,1816.49,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
162,162,7,STANDARD,1720.41,429.18,101.54,2251.13,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
163,163,3,STANDARD,1847.85,242.88,42.02,2132.75,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
164,164,1,STANDARD,962.15,81.09,51.01,1094.25,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
165,165,7,STANDARD,946.89,333.12,170.99,1451.0,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
166,166,6,STANDARD,329.36,296.74,53.45,679.55,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
167,167,5,STANDARD,1629.89,25.73,25.48,1681.1,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
168,168,8,STANDARD,313.71,32.12,156.73,502.56,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
169,169,7,STANDARD,403.66,281.76,154.32,839.74,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
170,170,3,STANDARD,1370.42,468.24,98.72,1937.38,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
171,171,3,STANDARD,1641.32,232.46,199.17,2072.95,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
172,172,1,STANDARD,1747.01,128.9,54.39,1930.3,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
173,173,4,STANDARD,1721.04,89.25,153.97,1964.26,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
174,174,5,STANDARD,355.34,198.1,32.05,585.49,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
175,175,1,STANDARD,526.01,257.63,16.83,800.47,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
176,176,6,STANDARD,1872.19,412.82,68.2,2353.21,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
177,177,5,STANDARD,1443.42,55.08,79.63,1578.13,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
178,178,3,STANDARD,1804.39,402.68,14.47,2221.54,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
179,179,8,STANDARD,626.62,46.96,65.08,738.66,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
180,180,5,STANDARD,388.54,89.74,95.67,573.95,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
181,181,7,STANDARD,393.41,210.47,62.54,666.42,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
182,182,1,STANDARD,1174.91,470.05,147.74,1792.7,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
183,183,5,STANDARD,195.49,238.74,15.78,450.01,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
184,184,1,STANDARD,1722.91,317.78,173.16,2213.85,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
185,185,4,STANDARD,1403.38,256.57,113.9,1773.85,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
186,186,7,STANDARD,255.02,132.17,54.11,441.3,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
187,187,7,STANDARD,1353.5,195.87,35.0,1584.37,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
188,188,3,STANDARD,1920.78,173.07,15.49,2109.34,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
189,189,3,STANDARD,874.34,463.91,50.66,1388.91,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
190,190,2,STANDARD,1064.81,374.83,88.72,1528.36,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
191,191,5,STANDARD,62.57,410.54,29.15,502.26,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
192,192,7,STANDARD,1188.81,446.33,35.59,1670.73,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
193,193,2,STANDARD,427.08,391.58,71.13,889.79,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
194,194,1,STANDARD,239.39,63.29,199.58,502.26,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
195,195,8,STANDARD,325.95,295.43,95.85,717.23,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
196,196,4,STANDARD,1809.88,246.47,167.96,2224.31,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
197,197,3,STANDARD,1181.14,40.83,41.57,1263.54,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
198,198,1,STANDARD,1241.58,54.16,96.62,1392.36,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
199,199,1,STANDARD,887.16,218.63,16.99,1122.78,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
200,200,6,STANDARD,312.82,67.12,81.03,460.97,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
201,201,3,STANDARD,1088.96,247.2,193.5,1529.66,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
202,202,3,STANDARD,795.94,273.45,9.51,1078.9,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
203,203,3,STANDARD,364.83,423.41,127.56,915.8,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
204,204,7,STANDARD,1451.24,170.22,97.68,1719.14,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
205,205,8,STANDARD,186.09,173.46,115.35,474.9,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
206,206,7,STANDARD,1043.08,256.14,132.44,1431.66,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
207,207,7,STANDARD,1024.51,185.77,8.17,1218.45,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
208,208,4,STANDARD,1430.18,231.42,29.8,1691.4,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
209,209,7,STANDARD,1916.97,223.23,64.76,2204.96,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
210,210,4,STANDARD,1068.48,69.96,22.77,1161.21,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
211,211,4,STANDARD,821.12,239.06,132.22,1192.4,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
212,212,3,STANDARD,347.55,369.08,132.56,849.19,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
213,213,3,STANDARD,1167.34,424.45,123.92,1715.71,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
214,214,5,STANDARD,665.76,445.86,114.4,1226.02,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
215,215,2,STANDARD,1485.59,165.83,18.62,1670.04,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
216,216,1,STANDARD,1516.46,64.84,129.35,1710.65,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
217,217,7,STANDARD,1510.88,466.75,96.15,2073.78,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
218,218,5,STANDARD,613.96,94.37,116.59,824.92,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
219,219,6,STANDARD,1973.09,185.62,70.69,2229.4,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
220,220,5,STANDARD,1427.78,31.18,116.09,1575.05,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
221,221,1,STANDARD,1910.91,327.42,71.22,2309.55,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
222,222,1,STANDARD,1850.0,324.41,77.25,2251.66,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
223,223,3,STANDARD,1241.05,487.54,93.52,1822.11,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
224,224,6,STANDARD,643.8,250.41,67.45,961.66,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
225,225,1,STANDARD,1779.68,32.05,131.34,1943.07,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
226,226,3,STANDARD,1000.32,216.75,136.15,1353.22,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
227,227,3,STANDARD,533.26,108.56,127.33,769.15,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
228,228,2,STANDARD,1694.59,398.43,107.81,2200.83,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
229,229,4,STANDARD,1625.09,360.04,38.8,2023.93,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
230,230,8,STANDARD,241.06,94.94,153.15,489.15,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
231,231,6,STANDARD,1621.44,387.85,62.59,2071.88,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
232,232,4,STANDARD,800.87,306.97,77.01,1184.85,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
233,233,8,STANDARD,763.13,440.2,140.04,1343.37,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
234,234,8,STANDARD,428.81,392.87,168.18,989.86,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
235,235,1,STANDARD,1431.88,375.87,169.31,1977.06,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
236,236,6,STANDARD,1604.98,138.96,179.13,1923.07,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
237,237,6,STANDARD,565.87,444.68,5.06,1015.61,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
238,238,4,STANDARD,822.59,398.81,179.2,1400.6,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
239,239,4,STANDARD,93.16,218.09,103.17,414.42,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
240,240,2,STANDARD,219.39,162.31,143.08,524.78,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
241,241,4,STANDARD,1219.71,218.35,13.16,1451.22,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
242,242,4,STANDARD,1520.24,466.13,76.46,2062.83,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
243,243,4,STANDARD,1987.42,377.67,56.14,2421.23,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
244,244,6,STANDARD,249.18,80.24,115.88,445.3,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
245,245,7,STANDARD,950.76,56.25,79.03,1086.04,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
246,246,2,STANDARD,1206.85,487.31,33.98,1728.14,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
247,247,8,STANDARD,368.37,181.16,54.24,603.77,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
248,248,5,STANDARD,1897.64,105.22,79.84,2082.7,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
249,249,3,STANDARD,1432.58,436.21,163.95,2032.74,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
250,250,3,STANDARD,756.63,484.34,61.71,1302.68,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
251,251,4,STANDARD,1920.34,318.49,117.22,2356.05,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
252,252,6,STANDARD,1325.14,309.14,36.21,1670.49,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
253,253,7,STANDARD,1334.29,274.95,27.18,1636.42,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
254,254,1,STANDARD,183.12,258.46,80.58,522.16,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
255,255,2,STANDARD,554.01,468.15,29.53,1051.69,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
256,256,3,STANDARD,704.63,192.24,165.7,1062.57,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
257,257,1,STANDARD,1018.31,114.03,62.7,1195.04,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
258,258,6,STANDARD,1733.6,450.67,9.18,2193.45,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
259,259,4,STANDARD,643.97,113.05,171.67,928.69,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
260,260,4,STANDARD,151.29,222.65,52.74,426.68,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
261,261,6,STANDARD,216.92,55.21,169.95,442.08,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
262,262,4,STANDARD,1631.28,403.97,179.17,2214.42,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
263,263,4,STANDARD,520.11,51.31,36.97,608.39,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
264,264,6,STANDARD,944.74,49.03,123.94,1117.71,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
265,265,7,STANDARD,395.37,445.13,13.97,854.47,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
266,266,2,STANDARD,1473.53,135.77,177.77,1787.07,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
267,267,3,STANDARD,1438.69,193.33,111.0,1743.02,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
268,268,8,STANDARD,770.85,239.45,80.44,1090.74,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
269,269,6,STANDARD,1842.36,211.78,115.16,2169.3,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
270,270,5,STANDARD,1951.18,370.27,30.36,2351.81,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
271,271,4,STANDARD,386.08,61.42,33.15,480.65,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
272,272,4,STANDARD,1492.42,111.4,152.22,1756.04,1,STANDARD,2024-01-01,2024-01-01 00:00:00,,True,SYSTEM,2024-01-01 00:00:00,SYSTEM,2024-01-01 00:00:00
