EMISSION_SCOPED_ID,RECORD_DATE,SUPPLIER_ID,SCOPE_TYPE,EMISSION_QUANTITY_MT,EMISSION_SOURCE
1274,2025-05-15,18,SCOPE_2,45.9485,Purchased electricity
1275,2025-05-15,18,SCOPE_3,118.7919,Product use
1276,2025-06-14,18,SCOPE_1,17.9567,Company vehicles
1277,2025-06-14,18,SCOPE_2,32.8103,Purchased cooling
1278,2025-06-14,18,SCOPE_3,237.9386,End-of-life
1279,2025-07-14,18,SCOPE_1,9.8023,Direct combustion
1280,2025-07-14,18,SCOPE_2,27.7102,Purchased steam
1281,2025-07-14,18,SCOPE_3,90.5217,End-of-life
1282,2025-08-13,18,SCOPE_1,5.0795,Direct combustion
1283,2025-08-13,18,SCOPE_2,26.5524,Purchased electricity
1284,2025-08-13,18,SCOPE_3,201.4464,Transportation
1285,2025-09-12,18,SCOPE_1,15.4613,Company vehicles
1286,2025-09-12,18,SCOPE_2,33.0316,Purchased cooling
1287,2025-09-12,18,SCOPE_3,121.0042,Transportation
1288,2025-10-12,18,SCOPE_1,5.3712,Company vehicles
1289,2025-10-12,18,SCOPE_2,31.5999,Purchased steam
1290,2025-10-12,18,SCOPE_3,112.1526,End-of-life
1291,2025-11-11,18,SCOPE_1,12.9457,Company vehicles
1292,2025-11-11,18,SCOPE_2,19.5068,Purchased cooling
1293,2025-11-11,18,SCOPE_3,128.0409,Transportation
1294,2025-12-11,18,SCOPE_1,24.2206,Company vehicles
1295,2025-12-11,18,SCOPE_2,42.6069,Purchased steam
1296,2025-12-11,18,SCOPE_3,237.8865,Product use
1297,2024-01-21,19,SCOPE_1,11.3726,Direct combustion
1298,2024-01-21,19,SCOPE_2,39.4107,Purchased steam
1299,2024-01-21,19,SCOPE_3,131.8324,End-of-life
1300,2024-02-20,19,SCOPE_1,5.8214,Direct combustion
1301,2024-02-20,19,SCOPE_2,19.2754,Purchased steam
1302,2024-02-20,19,SCOPE_3,138.3249,Supplier manufacturing
1303,2024-03-21,19,SCOPE_1,17.8124,Company vehicles
1304,2024-03-21,19,SCOPE_2,10.4528,Purchased electricity
1305,2024-03-21,19,SCOPE_3,152.8229,Supplier manufacturing
1306,2024-04-20,19,SCOPE_1,10.3969,Direct combustion
1307,2024-04-20,19,SCOPE_2,14.541,Purchased steam
1308,2024-04-20,19,SCOPE_3,275.9399,Transportation
1309,2024-05-20,19,SCOPE_1,13.5138,Fugitive emissions
1310,2024-05-20,19,SCOPE_2,45.0736,Purchased electricity
1311,2024-05-20,19,SCOPE_3,158.1142,End-of-life
1312,2024-06-19,19,SCOPE_1,29.2493,Direct combustion
1313,2024-06-19,19,SCOPE_2,29.4752,Purchased steam
1314,2024-06-19,19,SCOPE_3,87.2486,End-of-life
1315,2024-07-19,19,SCOPE_1,29.7523,Fugitive emissions
1316,2024-07-19,19,SCOPE_2,33.4275,Purchased cooling
1317,2024-07-19,19,SCOPE_3,104.6763,Transportation
1318,2024-08-18,19,SCOPE_1,23.5901,Direct combustion
1319,2024-08-18,19,SCOPE_2,48.2189,Purchased cooling
1320,2024-08-18,19,SCOPE_3,139.3527,Supplier manufacturing
1321,2024-09-17,19,SCOPE_1,14.3202,Company vehicles
1322,2024-09-17,19,SCOPE_2,27.0456,Purchased cooling
1323,2024-09-17,19,SCOPE_3,280.4205,Supplier manufacturing
1324,2024-10-17,19,SCOPE_1,13.4886,Fugitive emissions
1325,2024-10-17,19,SCOPE_2,45.5345,Purchased steam
1326,2024-10-17,19,SCOPE_3,114.8938,Supplier manufacturing
1327,2024-11-16,19,SCOPE_1,11.1428,Fugitive emissions
1328,2024-11-16,19,SCOPE_2,42.8875,Purchased steam
1329,2024-11-16,19,SCOPE_3,81.1717,Supplier manufacturing
1330,2024-12-16,19,SCOPE_1,10.2315,Company vehicles
1331,2024-12-16,19,SCOPE_2,49.2935,Purchased electricity
1332,2024-12-16,19,SCOPE_3,141.5534,End-of-life
1333,2025-01-15,19,SCOPE_1,22.8263,Company vehicles
1334,2025-01-15,19,SCOPE_2,15.6093,Purchased steam
1335,2025-01-15,19,SCOPE_3,246.0729,Product use
1336,2025-02-14,19,SCOPE_1,6.4459,Fugitive emissions
1337,2025-02-14,19,SCOPE_2,14.5195,Purchased steam
1338,2025-02-14,19,SCOPE_3,135.4048,Product use
1339,2025-03-16,19,SCOPE_1,16.8207,Company vehicles
1340,2025-03-16,19,SCOPE_2,15.004,Purchased cooling
1341,2025-03-16,19,SCOPE_3,87.7388,Product use
1342,2025-04-15,19,SCOPE_1,12.8716,Fugitive emissions
1343,2025-04-15,19,SCOPE_2,13.6044,Purchased cooling
1344,2025-04-15,19,SCOPE_3,141.7296,Supplier manufacturing
1345,2025-05-15,19,SCOPE_1,8.4669,Fugitive emissions
1346,2025-05-15,19,SCOPE_2,14.1085,Purchased steam
1347,2025-05-15,19,SCOPE_3,163.0221,End-of-life
1348,2025-06-14,19,SCOPE_1,13.5152,Fugitive emissions
1349,2025-06-14,19,SCOPE_2,18.3485,Purchased electricity
1350,2025-06-14,19,SCOPE_3,126.4776,End-of-life
1351,2025-07-14,19,SCOPE_1,22.2429,Direct combustion
1352,2025-07-14,19,SCOPE_2,35.8989,Purchased cooling
1353,2025-07-14,19,SCOPE_3,129.6169,Product use
1354,2025-08-13,19,SCOPE_1,5.9808,Fugitive emissions
1355,2025-08-13,19,SCOPE_2,49.0192,Purchased cooling
1356,2025-08-13,19,SCOPE_3,215.9987,End-of-life
1357,2025-09-12,19,SCOPE_1,27.6631,Fugitive emissions
1358,2025-09-12,19,SCOPE_2,28.4977,Purchased cooling
1359,2025-09-12,19,SCOPE_3,101.849,Product use
1360,2025-10-12,19,SCOPE_1,14.0357,Direct combustion
1361,2025-10-12,19,SCOPE_2,41.4546,Purchased steam
1362,2025-10-12,19,SCOPE_3,277.313,Product use
1363,2025-11-11,19,SCOPE_1,17.4162,Company vehicles
1364,2025-11-11,19,SCOPE_2,19.2991,Purchased steam
1365,2025-11-11,19,SCOPE_3,254.0448,Supplier manufacturing
1366,2025-12-11,19,SCOPE_1,20.6034,Direct combustion
1367,2025-12-11,19,SCOPE_2,46.6278,Purchased steam
1368,2025-12-11,19,SCOPE_3,211.2585,Supplier manufacturing
1369,2024-01-21,20,SCOPE_1,17.7397,Company vehicles
1370,2024-01-21,20,SCOPE_2,22.9996,Purchased electricity
1371,2024-01-21,20,SCOPE_3,280.1079,Transportation
1372,2024-02-20,20,SCOPE_1,11.5159,Company vehicles
1373,2024-02-20,20,SCOPE_2,48.9669,Purchased cooling
1374,2024-02-20,20,SCOPE_3,128.7901,Transportation
1375,2024-03-21,20,SCOPE_1,14.1556,Direct combustion
1376,2024-03-21,20,SCOPE_2,46.0911,Purchased electricity
1377,2024-03-21,20,SCOPE_3,177.5143,Product use
1378,2024-04-20,20,SCOPE_1,6.915,Company vehicles
1379,2024-04-20,20,SCOPE_2,19.4003,Purchased electricity
1380,2024-04-20,20,SCOPE_3,131.0802,End-of-life
1381,2024-05-20,20,SCOPE_1,21.6561,Direct combustion
1382,2024-05-20,20,SCOPE_2,28.2089,Purchased electricity
1383,2024-05-20,20,SCOPE_3,212.3661,Supplier manufacturing
1384,2024-06-19,20,SCOPE_1,16.4351,Direct combustion
1385,2024-06-19,20,SCOPE_2,43.9082,Purchased electricity
1386,2024-06-19,20,SCOPE_3,209.2683,Transportation
1387,2024-07-19,20,SCOPE_1,12.9807,Fugitive emissions
1388,2024-07-19,20,SCOPE_2,40.1623,Purchased steam
1389,2024-07-19,20,SCOPE_3,190.5831,End-of-life
1390,2024-08-18,20,SCOPE_1,12.6492,Direct combustion
1391,2024-08-18,20,SCOPE_2,27.0807,Purchased cooling
1392,2024-08-18,20,SCOPE_3,197.1336,End-of-life
1393,2024-09-17,20,SCOPE_1,7.1595,Company vehicles
1394,2024-09-17,20,SCOPE_2,19.5165,Purchased electricity
1395,2024-09-17,20,SCOPE_3,101.2867,Supplier manufacturing
1396,2024-10-17,20,SCOPE_1,18.8137,Fugitive emissions
1397,2024-10-17,20,SCOPE_2,19.1686,Purchased electricity
1398,2024-10-17,20,SCOPE_3,221.5961,Transportation
1399,2024-11-16,20,SCOPE_1,15.3623,Company vehicles
1400,2024-11-16,20,SCOPE_2,17.5123,Purchased electricity
1401,2024-11-16,20,SCOPE_3,218.1628,Supplier manufacturing
1402,2024-12-16,20,SCOPE_1,27.2631,Direct combustion
1403,2024-12-16,20,SCOPE_2,24.0884,Purchased steam
1404,2024-12-16,20,SCOPE_3,213.3078,Supplier manufacturing
1405,2025-01-15,20,SCOPE_1,12.9742,Fugitive emissions
1406,2025-01-15,20,SCOPE_2,19.4978,Purchased electricity
1407,2025-01-15,20,SCOPE_3,182.6219,End-of-life
1408,2025-02-14,20,SCOPE_1,7.806,Company vehicles
1409,2025-02-14,20,SCOPE_2,45.5971,Purchased cooling
1410,2025-02-14,20,SCOPE_3,210.1677,End-of-life
1411,2025-03-16,20,SCOPE_1,12.9348,Direct combustion
1412,2025-03-16,20,SCOPE_2,45.6409,Purchased cooling
1413,2025-03-16,20,SCOPE_3,97.0515,Supplier manufacturing
1414,2025-04-15,20,SCOPE_1,28.8127,Company vehicles
1415,2025-04-15,20,SCOPE_2,44.1387,Purchased cooling
1416,2025-04-15,20,SCOPE_3,88.2002,End-of-life
1417,2025-05-15,20,SCOPE_1,22.3849,Fugitive emissions
1418,2025-05-15,20,SCOPE_2,35.6935,Purchased electricity
1419,2025-05-15,20,SCOPE_3,119.7858,Supplier manufacturing
1420,2025-06-14,20,SCOPE_1,16.4574,Direct combustion
1421,2025-06-14,20,SCOPE_2,25.7778,Purchased steam
1422,2025-06-14,20,SCOPE_3,297.9509,Supplier manufacturing
1423,2025-07-14,20,SCOPE_1,25.415,Company vehicles
1424,2025-07-14,20,SCOPE_2,37.5344,Purchased electricity
1425,2025-07-14,20,SCOPE_3,236.123,Supplier manufacturing
1426,2025-08-13,20,SCOPE_1,22.8159,Company vehicles
1427,2025-08-13,20,SCOPE_2,21.8725,Purchased cooling
1428,2025-08-13,20,SCOPE_3,255.1538,End-of-life
1429,2025-09-12,20,SCOPE_1,25.0808,Company vehicles
1430,2025-09-12,20,SCOPE_2,16.2865,Purchased electricity
1431,2025-09-12,20,SCOPE_3,229.7533,Transportation
1432,2025-10-12,20,SCOPE_1,29.4867,Direct combustion
1433,2025-10-12,20,SCOPE_2,37.4535,Purchased steam
1434,2025-10-12,20,SCOPE_3,199.9183,Product use
1435,2025-11-11,20,SCOPE_1,18.8419,Company vehicles
1436,2025-11-11,20,SCOPE_2,46.9954,Purchased cooling
1437,2025-11-11,20,SCOPE_3,173.7382,Product use
1438,2025-12-11,20,SCOPE_1,5.6657,Company vehicles
1439,2025-12-11,20,SCOPE_2,27.0907,Purchased electricity
1440,2025-12-11,20,SCOPE_3,240.0951,Transportation
1441,2024-01-21,21,SCOPE_1,11.9361,Company vehicles
1442,2024-01-21,21,SCOPE_2,49.1334,Purchased steam
1443,2024-01-21,21,SCOPE_3,186.4293,End-of-life
1444,2024-02-20,21,SCOPE_1,25.6424,Fugitive emissions
1445,2024-02-20,21,SCOPE_2,46.5075,Purchased steam
1446,2024-02-20,21,SCOPE_3,66.5773,Supplier manufacturing
1447,2024-03-21,21,SCOPE_1,27.5521,Fugitive emissions
1448,2024-03-21,21,SCOPE_2,30.9401,Purchased steam
1449,2024-03-21,21,SCOPE_3,144.8769,Supplier manufacturing
1450,2024-04-20,21,SCOPE_1,27.1856,Fugitive emissions
1451,2024-04-20,21,SCOPE_2,36.8861,Purchased steam
1452,2024-04-20,21,SCOPE_3,116.6373,Transportation
1453,2024-05-20,21,SCOPE_1,20.8459,Fugitive emissions
1454,2024-05-20,21,SCOPE_2,35.8489,Purchased steam
1455,2024-05-20,21,SCOPE_3,297.1715,Product use
1456,2024-06-19,21,SCOPE_1,28.1888,Fugitive emissions
1457,2024-06-19,21,SCOPE_2,25.9317,Purchased electricity
1458,2024-06-19,21,SCOPE_3,65.5351,Transportation
1459,2024-07-19,21,SCOPE_1,11.0606,Company vehicles
1460,2024-07-19,21,SCOPE_2,29.6107,Purchased electricity
1461,2024-07-19,21,SCOPE_3,175.0799,Product use
1462,2024-08-18,21,SCOPE_1,8.445,Company vehicles
1463,2024-08-18,21,SCOPE_2,36.8359,Purchased steam
1464,2024-08-18,21,SCOPE_3,115.8772,End-of-life
1465,2024-09-17,21,SCOPE_1,22.1136,Fugitive emissions
1466,2024-09-17,21,SCOPE_2,48.5843,Purchased electricity
1467,2024-09-17,21,SCOPE_3,261.104,Product use
1468,2024-10-17,21,SCOPE_1,25.2573,Fugitive emissions
1469,2024-10-17,21,SCOPE_2,23.0953,Purchased cooling
1470,2024-10-17,21,SCOPE_3,225.493,Supplier manufacturing
1471,2024-11-16,21,SCOPE_1,10.7073,Fugitive emissions
1472,2024-11-16,21,SCOPE_2,12.8286,Purchased electricity
1473,2024-11-16,21,SCOPE_3,292.1274,End-of-life
1474,2024-12-16,21,SCOPE_1,15.6683,Company vehicles
1475,2024-12-16,21,SCOPE_2,33.5352,Purchased cooling
1476,2024-12-16,21,SCOPE_3,62.0592,End-of-life
1477,2025-01-15,21,SCOPE_1,14.6649,Company vehicles
1478,2025-01-15,21,SCOPE_2,48.6588,Purchased steam
1479,2025-01-15,21,SCOPE_3,92.4839,Supplier manufacturing
1480,2025-02-14,21,SCOPE_1,16.1488,Direct combustion
1481,2025-02-14,21,SCOPE_2,37.5179,Purchased cooling
1482,2025-02-14,21,SCOPE_3,297.3044,End-of-life
1483,2025-03-16,21,SCOPE_1,28.9662,Direct combustion
1484,2025-03-16,21,SCOPE_2,31.5355,Purchased electricity
1485,2025-03-16,21,SCOPE_3,287.2272,End-of-life
1486,2025-04-15,21,SCOPE_1,19.6025,Direct combustion
1487,2025-04-15,21,SCOPE_2,19.7868,Purchased cooling
1488,2025-04-15,21,SCOPE_3,68.2427,End-of-life
1489,2025-05-15,21,SCOPE_1,21.8808,Company vehicles
1490,2025-05-15,21,SCOPE_2,39.0645,Purchased electricity
1491,2025-05-15,21,SCOPE_3,50.7269,Product use
1492,2025-06-14,21,SCOPE_1,27.189,Direct combustion
1493,2025-06-14,21,SCOPE_2,19.9828,Purchased electricity
1494,2025-06-14,21,SCOPE_3,292.9648,End-of-life
1495,2025-07-14,21,SCOPE_1,24.7525,Company vehicles
1496,2025-07-14,21,SCOPE_2,46.3558,Purchased cooling
1497,2025-07-14,21,SCOPE_3,102.5574,Product use
1498,2025-08-13,21,SCOPE_1,25.2163,Company vehicles
1499,2025-08-13,21,SCOPE_2,15.2223,Purchased steam
1500,2025-08-13,21,SCOPE_3,92.5458,Supplier manufacturing
1501,2025-09-12,21,SCOPE_1,9.7561,Company vehicles
1502,2025-09-12,21,SCOPE_2,16.3222,Purchased steam
1503,2025-09-12,21,SCOPE_3,267.5194,Transportation
1504,2025-10-12,21,SCOPE_1,18.0625,Direct combustion
1505,2025-10-12,21,SCOPE_2,36.75,Purchased cooling
1506,2025-10-12,21,SCOPE_3,140.3293,Product use
1507,2025-11-11,21,SCOPE_1,6.3592,Direct combustion
1508,2025-11-11,21,SCOPE_2,38.655,Purchased electricity
1509,2025-11-11,21,SCOPE_3,128.9498,Supplier manufacturing
1510,2025-12-11,21,SCOPE_1,16.5148,Fugitive emissions
1511,2025-12-11,21,SCOPE_2,35.0926,Purchased electricity
1512,2025-12-11,21,SCOPE_3,273.7335,End-of-life
1513,2024-01-21,22,SCOPE_1,29.3602,Fugitive emissions
1514,2024-01-21,22,SCOPE_2,46.4057,Purchased steam
1515,2024-01-21,22,SCOPE_3,210.8877,End-of-life
1516,2024-02-20,22,SCOPE_1,18.5721,Fugitive emissions
1517,2024-02-20,22,SCOPE_2,45.1027,Purchased cooling
1518,2024-02-20,22,SCOPE_3,189.3836,Transportation
1519,2024-03-21,22,SCOPE_1,8.2825,Fugitive emissions
1520,2024-03-21,22,SCOPE_2,41.8298,Purchased electricity
1521,2024-03-21,22,SCOPE_3,199.7923,Supplier manufacturing
1522,2024-04-20,22,SCOPE_1,25.2483,Direct combustion
1523,2024-04-20,22,SCOPE_2,44.4315,Purchased cooling
1524,2024-04-20,22,SCOPE_3,182.3243,Product use
1525,2024-05-20,22,SCOPE_1,15.3755,Company vehicles
1526,2024-05-20,22,SCOPE_2,18.0939,Purchased cooling
1527,2024-05-20,22,SCOPE_3,115.9412,Transportation
1528,2024-06-19,22,SCOPE_1,19.4382,Company vehicles
1529,2024-06-19,22,SCOPE_2,12.0152,Purchased steam
1530,2024-06-19,22,SCOPE_3,148.2398,Transportation
1531,2024-07-19,22,SCOPE_1,27.7191,Company vehicles
1532,2024-07-19,22,SCOPE_2,40.5018,Purchased electricity
1533,2024-07-19,22,SCOPE_3,149.0282,Transportation
1534,2024-08-18,22,SCOPE_1,24.6027,Fugitive emissions
1535,2024-08-18,22,SCOPE_2,47.6388,Purchased electricity
1536,2024-08-18,22,SCOPE_3,222.6064,Transportation
1537,2024-09-17,22,SCOPE_1,28.9366,Company vehicles
1538,2024-09-17,22,SCOPE_2,37.5105,Purchased electricity
1539,2024-09-17,22,SCOPE_3,128.7498,Product use
1540,2024-10-17,22,SCOPE_1,15.7027,Direct combustion
1541,2024-10-17,22,SCOPE_2,19.6922,Purchased steam
1542,2024-10-17,22,SCOPE_3,252.2864,Product use
1543,2024-11-16,22,SCOPE_1,7.9381,Fugitive emissions
1544,2024-11-16,22,SCOPE_2,29.8,Purchased steam
1545,2024-11-16,22,SCOPE_3,163.2901,Supplier manufacturing
1546,2024-12-16,22,SCOPE_1,29.2874,Fugitive emissions
1547,2024-12-16,22,SCOPE_2,14.6075,Purchased electricity
1548,2024-12-16,22,SCOPE_3,129.919,End-of-life
1549,2025-01-15,22,SCOPE_1,12.4529,Fugitive emissions
1550,2025-01-15,22,SCOPE_2,47.4655,Purchased electricity
1551,2025-01-15,22,SCOPE_3,223.5452,Transportation
1552,2025-02-14,22,SCOPE_1,9.8442,Fugitive emissions
1553,2025-02-14,22,SCOPE_2,37.3787,Purchased electricity
1554,2025-02-14,22,SCOPE_3,206.3193,Supplier manufacturing
1555,2025-03-16,22,SCOPE_1,10.7193,Direct combustion
1556,2025-03-16,22,SCOPE_2,32.9428,Purchased steam
1557,2025-03-16,22,SCOPE_3,198.7458,End-of-life
1558,2025-04-15,22,SCOPE_1,12.3771,Company vehicles
1559,2025-04-15,22,SCOPE_2,10.8782,Purchased cooling
1560,2025-04-15,22,SCOPE_3,144.4782,Transportation
1561,2025-05-15,22,SCOPE_1,28.648,Fugitive emissions
1562,2025-05-15,22,SCOPE_2,47.8376,Purchased cooling
1563,2025-05-15,22,SCOPE_3,200.6288,Product use
1564,2025-06-14,22,SCOPE_1,28.7001,Company vehicles
1565,2025-06-14,22,SCOPE_2,35.4189,Purchased electricity
1566,2025-06-14,22,SCOPE_3,180.3758,Product use
1567,2025-07-14,22,SCOPE_1,24.3349,Direct combustion
1568,2025-07-14,22,SCOPE_2,13.5355,Purchased cooling
1569,2025-07-14,22,SCOPE_3,289.9054,Supplier manufacturing
1570,2025-08-13,22,SCOPE_1,12.8774,Company vehicles
1571,2025-08-13,22,SCOPE_2,40.5314,Purchased electricity
1572,2025-08-13,22,SCOPE_3,165.3359,End-of-life
1573,2025-09-12,22,SCOPE_1,25.3996,Fugitive emissions
1574,2025-09-12,22,SCOPE_2,33.0111,Purchased steam
1575,2025-09-12,22,SCOPE_3,221.1068,Product use
1576,2025-10-12,22,SCOPE_1,18.6589,Direct combustion
1577,2025-10-12,22,SCOPE_2,10.2855,Purchased steam
1578,2025-10-12,22,SCOPE_3,246.1647,Supplier manufacturing
1579,2025-11-11,22,SCOPE_1,29.2096,Fugitive emissions
1580,2025-11-11,22,SCOPE_2,34.0939,Purchased steam
1581,2025-11-11,22,SCOPE_3,79.9391,End-of-life
1582,2025-12-11,22,SCOPE_1,16.5395,Company vehicles
1583,2025-12-11,22,SCOPE_2,12.7033,Purchased steam
1584,2025-12-11,22,SCOPE_3,224.8666,Supplier manufacturing
1585,2024-01-21,23,SCOPE_1,14.0716,Fugitive emissions
1586,2024-01-21,23,SCOPE_2,26.4727,Purchased cooling
1587,2024-01-21,23,SCOPE_3,272.5938,Product use
1588,2024-02-20,23,SCOPE_1,27.3738,Direct combustion
1589,2024-02-20,23,SCOPE_2,21.3854,Purchased electricity
1590,2024-02-20,23,SCOPE_3,64.4124,Transportation
1591,2024-03-21,23,SCOPE_1,14.1634,Direct combustion
1592,2024-03-21,23,SCOPE_2,36.826,Purchased cooling
1593,2024-03-21,23,SCOPE_3,147.8517,Product use
1594,2024-04-20,23,SCOPE_1,9.4351,Direct combustion
1595,2024-04-20,23,SCOPE_2,49.1998,Purchased steam
1596,2024-04-20,23,SCOPE_3,267.9615,Transportation
1597,2024-05-20,23,SCOPE_1,18.5915,Company vehicles
1598,2024-05-20,23,SCOPE_2,25.206,Purchased steam
1599,2024-05-20,23,SCOPE_3,245.1377,Product use
1600,2024-06-19,23,SCOPE_1,7.8196,Company vehicles
1601,2024-06-19,23,SCOPE_2,40.1016,Purchased cooling
1602,2024-06-19,23,SCOPE_3,138.1664,Supplier manufacturing
1603,2024-07-19,23,SCOPE_1,12.1194,Fugitive emissions
1604,2024-07-19,23,SCOPE_2,36.7806,Purchased steam
1605,2024-07-19,23,SCOPE_3,249.9392,Product use
1606,2024-08-18,23,SCOPE_1,24.3113,Company vehicles
1607,2024-08-18,23,SCOPE_2,34.394,Purchased electricity
1608,2024-08-18,23,SCOPE_3,51.8463,Transportation
1609,2024-09-17,23,SCOPE_1,12.2914,Direct combustion
1610,2024-09-17,23,SCOPE_2,36.4553,Purchased cooling
1611,2024-09-17,23,SCOPE_3,181.754,End-of-life
1612,2024-10-17,23,SCOPE_1,23.9348,Fugitive emissions
1613,2024-10-17,23,SCOPE_2,26.3127,Purchased steam
1614,2024-10-17,23,SCOPE_3,223.799,End-of-life
1615,2024-11-16,23,SCOPE_1,18.4705,Direct combustion
1616,2024-11-16,23,SCOPE_2,49.1279,Purchased steam
1617,2024-11-16,23,SCOPE_3,161.8502,Supplier manufacturing
1618,2024-12-16,23,SCOPE_1,28.9753,Fugitive emissions
1619,2024-12-16,23,SCOPE_2,31.8159,Purchased electricity
1620,2024-12-16,23,SCOPE_3,61.7426,Transportation
1621,2025-01-15,23,SCOPE_1,11.0215,Company vehicles
1622,2025-01-15,23,SCOPE_2,15.5493,Purchased cooling
1623,2025-01-15,23,SCOPE_3,189.0844,Product use
1624,2025-02-14,23,SCOPE_1,5.4416,Direct combustion
1625,2025-02-14,23,SCOPE_2,49.5248,Purchased steam
1626,2025-02-14,23,SCOPE_3,267.1236,End-of-life
1627,2025-03-16,23,SCOPE_1,20.0592,Direct combustion
1628,2025-03-16,23,SCOPE_2,31.1025,Purchased electricity
1629,2025-03-16,23,SCOPE_3,108.2275,Transportation
1630,2025-04-15,23,SCOPE_1,25.4441,Direct combustion
1631,2025-04-15,23,SCOPE_2,31.5035,Purchased electricity
1632,2025-04-15,23,SCOPE_3,206.117,Transportation
1633,2025-05-15,23,SCOPE_1,23.9788,Fugitive emissions
1634,2025-05-15,23,SCOPE_2,31.2443,Purchased steam
1635,2025-05-15,23,SCOPE_3,83.8594,Transportation
1636,2025-06-14,23,SCOPE_1,12.6098,Fugitive emissions
1637,2025-06-14,23,SCOPE_2,49.1567,Purchased electricity
1638,2025-06-14,23,SCOPE_3,98.2031,End-of-life
1639,2025-07-14,23,SCOPE_1,18.5558,Direct combustion
1640,2025-07-14,23,SCOPE_2,12.1753,Purchased steam
1641,2025-07-14,23,SCOPE_3,127.1411,End-of-life
1642,2025-08-13,23,SCOPE_1,23.348,Fugitive emissions
1643,2025-08-13,23,SCOPE_2,36.9155,Purchased cooling
1644,2025-08-13,23,SCOPE_3,274.7714,Product use
1645,2025-09-12,23,SCOPE_1,21.3893,Direct combustion
1646,2025-09-12,23,SCOPE_2,20.2905,Purchased cooling
1647,2025-09-12,23,SCOPE_3,92.0316,Product use
1648,2025-10-12,23,SCOPE_1,19.6731,Fugitive emissions
1649,2025-10-12,23,SCOPE_2,23.6773,Purchased cooling
1650,2025-10-12,23,SCOPE_3,166.6662,Supplier manufacturing
1651,2025-11-11,23,SCOPE_1,18.7734,Fugitive emissions
1652,2025-11-11,23,SCOPE_2,20.4229,Purchased steam
1653,2025-11-11,23,SCOPE_3,106.4127,End-of-life
1654,2025-12-11,23,SCOPE_1,15.9138,Company vehicles
1655,2025-12-11,23,SCOPE_2,23.1328,Purchased electricity
1656,2025-12-11,23,SCOPE_3,50.6995,Transportation
1657,2024-01-21,24,SCOPE_1,21.2152,Direct combustion
1658,2024-01-21,24,SCOPE_2,25.1326,Purchased steam
1659,2024-01-21,24,SCOPE_3,199.0846,Supplier manufacturing
1660,2024-02-20,24,SCOPE_1,19.8665,Fugitive emissions
1661,2024-02-20,24,SCOPE_2,14.1827,Purchased electricity
1662,2024-02-20,24,SCOPE_3,236.1627,Transportation
1663,2024-03-21,24,SCOPE_1,14.7601,Direct combustion
1664,2024-03-21,24,SCOPE_2,46.3865,Purchased electricity
1665,2024-03-21,24,SCOPE_3,244.7486,End-of-life
1666,2024-04-20,24,SCOPE_1,17.2987,Company vehicles
1667,2024-04-20,24,SCOPE_2,14.2721,Purchased electricity
1668,2024-04-20,24,SCOPE_3,248.6972,Supplier manufacturing
1669,2024-05-20,24,SCOPE_1,10.4303,Fugitive emissions
1670,2024-05-20,24,SCOPE_2,41.5998,Purchased cooling
1671,2024-05-20,24,SCOPE_3,291.3811,End-of-life
1672,2024-06-19,24,SCOPE_1,17.3832,Company vehicles
1673,2024-06-19,24,SCOPE_2,43.6718,Purchased steam
1674,2024-06-19,24,SCOPE_3,207.5626,Transportation
1675,2024-07-19,24,SCOPE_1,11.1194,Direct combustion
1676,2024-07-19,24,SCOPE_2,22.4887,Purchased electricity
1677,2024-07-19,24,SCOPE_3,278.6282,Transportation
1678,2024-08-18,24,SCOPE_1,22.9246,Company vehicles
1679,2024-08-18,24,SCOPE_2,39.8049,Purchased electricity
1680,2024-08-18,24,SCOPE_3,51.9376,Product use
1681,2024-09-17,24,SCOPE_1,18.3818,Fugitive emissions
1682,2024-09-17,24,SCOPE_2,46.0326,Purchased cooling
1683,2024-09-17,24,SCOPE_3,225.4997,End-of-life
1684,2024-10-17,24,SCOPE_1,7.8907,Fugitive emissions
1685,2024-10-17,24,SCOPE_2,36.5725,Purchased electricity
1686,2024-10-17,24,SCOPE_3,69.7685,Supplier manufacturing
1687,2024-11-16,24,SCOPE_1,20.5567,Direct combustion
1688,2024-11-16,24,SCOPE_2,11.3772,Purchased cooling
1689,2024-11-16,24,SCOPE_3,203.9087,Supplier manufacturing
1690,2024-12-16,24,SCOPE_1,21.1581,Company vehicles
1691,2024-12-16,24,SCOPE_2,32.2517,Purchased electricity
1692,2024-12-16,24,SCOPE_3,257.6207,Product use
1693,2025-01-15,24,SCOPE_1,25.4768,Company vehicles
1694,2025-01-15,24,SCOPE_2,45.5662,Purchased steam
1695,2025-01-15,24,SCOPE_3,246.6849,End-of-life
1696,2025-02-14,24,SCOPE_1,25.8047,Fugitive emissions
1697,2025-02-14,24,SCOPE_2,14.4454,Purchased steam
1698,2025-02-14,24,SCOPE_3,154.7829,Product use
1699,2025-03-16,24,SCOPE_1,12.3105,Fugitive emissions
1700,2025-03-16,24,SCOPE_2,41.4348,Purchased steam
1701,2025-03-16,24,SCOPE_3,277.3531,Transportation
1702,2025-04-15,24,SCOPE_1,21.0304,Company vehicles
1703,2025-04-15,24,SCOPE_2,47.6987,Purchased steam
1704,2025-04-15,24,SCOPE_3,135.1725,End-of-life
1705,2025-05-15,24,SCOPE_1,6.7996,Fugitive emissions
1706,2025-05-15,24,SCOPE_2,15.7493,Purchased cooling
