PURCHASE_ORDER_LINE_ID,PURCHASE_ORDER_ID,LINE_NUMBER,PURCHASE_REQUISITION_LINE_ID,PRODUCT_ID,ITEM_DESCRIPTION,SUPPLIER_PART_NUMBER,ORDERED_QUANTITY,ORDERED_UNIT_OF_MEASURE_ID,UNIT_PRICE,EXTENDED_PRICE,NEED_BY_DATE,PROMISED_DELIVERY_DATE,LINE_STATUS,RECEIVED_QUANTITY,INVOICED_QUANTITY,TAX_CODE,TAX_AMOUNT,GENERAL_LEDGER_ACCOUNT_CODE
4067,909,6,,442,Product 442,SUP-PART-442,582,1,2495.11,1452154.02,2023-04-15,2023-04-21,RECEIVED,582,0,TAX1,116172.32,5000-00
4068,909,7,,61,Product 61,SUP-PART-61,782,1,289.08,226060.56,2023-04-09,2023-04-12,OPEN,782,782,TAX1,18084.84,5000-00
4069,910,1,,360,Product 360,SUP-PART-360,841,1,1572.77,1322699.57,2023-03-14,2023-03-07,CANCELLED,841,841,TAX1,105815.97,5000-00
4070,910,2,,290,Product 290,SUP-PART-290,892,1,4247.11,3788422.12,2023-02-20,2023-02-20,CLOSED,892,0,TAX1,303073.77,5000-00
4071,910,3,,145,Product 145,SUP-PART-145,488,1,4419.05,2156496.4,2023-01-26,2023-01-29,CLOSED,488,488,TAX1,172519.71,5000-00
4072,910,4,,30,Product 30,SUP-PART-30,279,1,2354.75,656975.25,2023-02-05,2023-02-05,OPEN,0,279,TAX1,52558.02,5000-00
4073,910,5,,135,Product 135,SUP-PART-135,387,1,576.78,223213.86,2023-02-13,2023-02-06,OPEN,387,387,TAX1,17857.11,5000-00
4074,911,1,,249,Product 249,SUP-PART-249,324,1,131.57,42628.68,2023-09-06,2023-09-07,RECEIVED,324,324,TAX1,3410.29,5000-00
4075,912,1,,164,Product 164,SUP-PART-164,872,1,1855.27,1617795.44,2024-02-05,2024-01-30,RECEIVED,872,0,TAX1,129423.64,5000-00
4076,912,2,,42,Product 42,SUP-PART-42,104,1,4006.87,416714.48,2024-04-08,2024-04-09,CANCELLED,104,104,TAX1,33337.16,5000-00
4077,912,3,,177,Product 177,SUP-PART-177,23,1,3600.57,82813.11,2024-02-13,2024-02-09,OPEN,23,23,TAX1,6625.05,5000-00
4078,913,1,,133,Product 133,SUP-PART-133,657,1,4625.89,3039209.73,2023-06-03,2023-06-07,CLOSED,0,657,TAX1,243136.78,5000-00
4079,913,2,,310,Product 310,SUP-PART-310,946,1,4190.91,3964600.86,2023-05-26,2023-05-31,RECEIVED,946,946,TAX1,317168.07,5000-00
4080,913,3,,75,Product 75,SUP-PART-75,813,1,3873.77,3149375.01,2023-07-09,2023-07-11,CLOSED,813,813,TAX1,251950.0,5000-00
4081,914,1,,27,Product 27,SUP-PART-27,385,1,2069.75,796853.75,2023-09-06,2023-09-11,OPEN,385,0,TAX1,63748.3,5000-00
4082,914,2,,425,Product 425,SUP-PART-425,842,1,4239.8,3569911.6,2023-08-11,2023-08-11,RECEIVED,842,0,TAX1,285592.93,5000-00
4083,914,3,,45,Product 45,SUP-PART-45,150,1,3229.45,484417.5,2023-09-22,2023-09-28,OPEN,150,150,TAX1,38753.4,5000-00
4084,914,4,,200,Product 200,SUP-PART-200,602,1,1442.95,868655.9,2023-08-09,2023-08-08,CLOSED,602,602,TAX1,69492.47,5000-00
4085,915,1,,189,Product 189,SUP-PART-189,42,1,3773.2,158474.4,2024-11-29,2024-11-27,OPEN,42,42,TAX1,12677.95,5000-00
4086,915,2,,120,Product 120,SUP-PART-120,818,1,3268.91,2673968.38,2024-09-29,2024-09-30,CANCELLED,818,818,TAX1,213917.47,5000-00
4087,915,3,,450,Product 450,SUP-PART-450,430,1,3907.47,1680212.1,2024-10-16,2024-10-19,OPEN,0,0,TAX1,134416.97,5000-00
4088,915,4,,80,Product 80,SUP-PART-80,839,1,4125.21,3461051.19,2024-10-16,2024-10-22,RECEIVED,839,839,TAX1,276884.1,5000-00
4089,915,5,,389,Product 389,SUP-PART-389,255,1,527.19,134433.45,2024-11-27,2024-11-26,OPEN,255,255,TAX1,10754.68,5000-00
4090,916,1,,220,Product 220,SUP-PART-220,537,1,1523.03,817867.11,2023-02-13,2023-02-18,CANCELLED,537,537,TAX1,65429.37,5000-00
4091,916,2,,378,Product 378,SUP-PART-378,174,1,2325.9,404706.6,2023-04-10,2023-04-14,CANCELLED,174,0,TAX1,32376.53,5000-00
4092,916,3,,258,Product 258,SUP-PART-258,39,1,1791.05,69850.95,2023-04-11,2023-04-07,OPEN,39,39,TAX1,5588.08,5000-00
4093,916,4,,500,Product 500,SUP-PART-500,994,1,744.7,740231.8,2023-03-04,2023-03-11,OPEN,994,0,TAX1,59218.54,5000-00
4094,916,5,,312,Product 312,SUP-PART-312,826,1,4965.92,4101849.92,2023-04-18,2023-04-13,CLOSED,826,0,TAX1,328147.99,5000-00
4095,917,1,,271,Product 271,SUP-PART-271,966,1,4926.13,4758641.58,2023-02-09,2023-02-10,OPEN,966,966,TAX1,380691.33,5000-00
4096,917,2,,294,Product 294,SUP-PART-294,406,1,66.25,26897.5,2023-03-07,2023-03-12,CANCELLED,406,406,TAX1,2151.8,5000-00
4097,917,3,,465,Product 465,SUP-PART-465,546,1,325.84,177908.64,2023-02-07,2023-02-07,OPEN,546,546,TAX1,14232.69,5000-00
4098,917,4,,190,Product 190,SUP-PART-190,185,1,2726.05,504319.25,2023-02-21,2023-02-20,CLOSED,185,0,TAX1,40345.54,5000-00
4099,917,5,,280,Product 280,SUP-PART-280,804,1,384.64,309250.56,2023-03-16,2023-03-18,RECEIVED,0,0,TAX1,24740.04,5000-00
4100,917,6,,341,Product 341,SUP-PART-341,635,1,3052.12,1938096.2,2023-03-17,2023-03-19,CANCELLED,0,0,TAX1,155047.7,5000-00
4101,917,7,,286,Product 286,SUP-PART-286,73,1,2660.55,194220.15,2023-02-20,2023-02-21,OPEN,73,73,TAX1,15537.61,5000-00
4102,918,1,,131,Product 131,SUP-PART-131,436,1,4501.35,1962588.6,2023-04-10,2023-04-11,CANCELLED,436,436,TAX1,157007.09,5000-00
4103,918,2,,377,Product 377,SUP-PART-377,659,1,686.13,452159.67,2023-03-08,2023-03-03,OPEN,659,659,TAX1,36172.77,5000-00
4104,918,3,,259,Product 259,SUP-PART-259,714,1,157.47,112433.58,2023-04-24,2023-04-28,CANCELLED,714,714,TAX1,8994.69,5000-00
4105,918,4,,328,Product 328,SUP-PART-328,630,1,4421.87,2785778.1,2023-04-30,2023-05-03,CLOSED,630,0,TAX1,222862.25,5000-00
4106,918,5,,256,Product 256,SUP-PART-256,752,1,2783.35,2093079.2,2023-03-28,2023-03-28,RECEIVED,752,752,TAX1,167446.34,5000-00
4107,919,1,,171,Product 171,SUP-PART-171,815,1,4773.86,3890695.9,2024-09-06,2024-09-07,OPEN,815,815,TAX1,311255.67,5000-00
4108,919,2,,103,Product 103,SUP-PART-103,741,1,398.35,295177.35,2024-07-27,2024-07-21,CANCELLED,741,741,TAX1,23614.19,5000-00
4109,919,3,,71,Product 71,SUP-PART-71,286,1,2407.56,688562.16,2024-08-10,2024-08-14,CLOSED,286,286,TAX1,55084.97,5000-00
4110,919,4,,255,Product 255,SUP-PART-255,567,1,803.66,455675.22,2024-08-03,2024-08-07,OPEN,567,567,TAX1,36454.02,5000-00
4111,919,5,,245,Product 245,SUP-PART-245,428,1,2179.15,932676.2,2024-07-10,2024-07-11,CLOSED,428,428,TAX1,74614.1,5000-00
4112,919,6,,226,Product 226,SUP-PART-226,543,1,1378.47,748509.21,2024-08-26,2024-08-23,OPEN,543,543,TAX1,59880.74,5000-00
4113,919,7,,230,Product 230,SUP-PART-230,311,1,2037.35,633615.85,2024-08-24,2024-08-19,OPEN,311,311,TAX1,50689.27,5000-00
4114,919,8,,262,Product 262,SUP-PART-262,688,1,1589.89,1093844.32,2024-08-29,2024-08-27,RECEIVED,688,688,TAX1,87507.55,5000-00
4115,920,1,,83,Product 83,SUP-PART-83,148,1,4913.55,727205.4,2023-09-03,2023-09-03,CLOSED,0,148,TAX1,58176.43,5000-00
4116,920,2,,51,Product 51,SUP-PART-51,331,1,4945.39,1636924.09,2023-08-14,2023-08-08,RECEIVED,331,331,TAX1,130953.93,5000-00
4117,920,3,,474,Product 474,SUP-PART-474,960,1,1174.58,1127596.8,2023-09-02,2023-09-05,RECEIVED,960,960,TAX1,90207.74,5000-00
4118,921,1,,289,Product 289,SUP-PART-289,432,1,4468.27,1930292.64,2023-10-11,2023-10-04,RECEIVED,432,432,TAX1,154423.41,5000-00
4119,921,2,,138,Product 138,SUP-PART-138,666,1,2777.66,1849921.56,2023-12-10,2023-12-17,CLOSED,666,666,TAX1,147993.72,5000-00
4120,921,3,,41,Product 41,SUP-PART-41,732,1,1533.98,1122873.36,2023-12-13,2023-12-08,CANCELLED,0,0,TAX1,89829.87,5000-00
4121,921,4,,188,Product 188,SUP-PART-188,14,1,3241.16,45376.24,2023-10-04,2023-09-27,OPEN,0,14,TAX1,3630.1,5000-00
4122,921,5,,442,Product 442,SUP-PART-442,302,1,4278.21,1292019.42,2023-10-04,2023-10-06,CANCELLED,0,302,TAX1,103361.55,5000-00
4123,921,6,,19,Product 19,SUP-PART-19,590,1,4536.3,2676417.0,2023-10-10,2023-10-03,OPEN,590,590,TAX1,214113.36,5000-00
4124,921,7,,183,Product 183,SUP-PART-183,864,1,3333.37,2880031.68,2023-11-10,2023-11-07,CLOSED,864,864,TAX1,230402.53,5000-00
4125,922,1,,442,Product 442,SUP-PART-442,787,1,3257.57,2563707.59,2024-03-19,2024-03-24,OPEN,787,787,TAX1,205096.61,5000-00
4126,922,2,,421,Product 421,SUP-PART-421,741,1,661.36,490067.76,2024-05-08,2024-05-10,CANCELLED,741,741,TAX1,39205.42,5000-00
4127,922,3,,29,Product 29,SUP-PART-29,521,1,3870.91,2016744.11,2024-03-24,2024-03-19,OPEN,521,521,TAX1,161339.53,5000-00
4128,923,1,,417,Product 417,SUP-PART-417,516,1,475.1,245151.6,2024-08-13,2024-08-06,RECEIVED,516,516,TAX1,19612.13,5000-00
4129,923,2,,209,Product 209,SUP-PART-209,286,1,888.96,254242.56,2024-09-08,2024-09-07,CLOSED,286,286,TAX1,20339.4,5000-00
4130,923,3,,331,Product 331,SUP-PART-331,323,1,3816.3,1232664.9,2024-09-02,2024-08-31,RECEIVED,323,323,TAX1,98613.19,5000-00
4131,923,4,,469,Product 469,SUP-PART-469,374,1,313.75,117342.5,2024-08-21,2024-08-17,CLOSED,374,374,TAX1,9387.4,5000-00
4132,923,5,,436,Product 436,SUP-PART-436,279,1,406.86,113513.94,2024-09-02,2024-08-26,RECEIVED,279,279,TAX1,9081.12,5000-00
4133,923,6,,450,Product 450,SUP-PART-450,370,1,969.31,358644.7,2024-09-20,2024-09-21,CANCELLED,370,370,TAX1,28691.58,5000-00
4134,923,7,,461,Product 461,SUP-PART-461,584,1,2472.78,1444103.52,2024-08-21,2024-08-23,RECEIVED,0,584,TAX1,115528.28,5000-00
4135,924,1,,11,Product 11,SUP-PART-11,942,1,3297.75,3106480.5,2023-03-23,2023-03-25,CANCELLED,942,0,TAX1,248518.44,5000-00
4136,924,2,,330,Product 330,SUP-PART-330,803,1,1443.46,1159098.38,2023-04-04,2023-04-09,RECEIVED,803,803,TAX1,92727.87,5000-00
4137,925,1,,326,Product 326,SUP-PART-326,661,1,3824.94,2528285.34,2023-12-18,2023-12-25,CANCELLED,0,661,TAX1,202262.83,5000-00
4138,925,2,,379,Product 379,SUP-PART-379,834,1,2554.57,2130511.38,2023-12-20,2023-12-14,OPEN,834,834,TAX1,170440.91,5000-00
4139,925,3,,406,Product 406,SUP-PART-406,684,1,4352.79,2977308.36,2023-11-15,2023-11-08,CANCELLED,684,0,TAX1,238184.67,5000-00
4140,925,4,,89,Product 89,SUP-PART-89,638,1,2544.23,1623218.74,2024-01-26,2024-01-28,RECEIVED,0,638,TAX1,129857.5,5000-00
4141,925,5,,68,Product 68,SUP-PART-68,134,1,652.1,87381.4,2023-11-29,2023-11-28,CLOSED,134,134,TAX1,6990.51,5000-00
4142,925,6,,241,Product 241,SUP-PART-241,803,1,261.06,209631.18,2023-12-06,2023-12-03,OPEN,0,803,TAX1,16770.49,5000-00
4143,925,7,,241,Product 241,SUP-PART-241,587,1,2869.15,1684191.05,2023-11-24,2023-11-22,CLOSED,587,587,TAX1,134735.28,5000-00
4144,925,8,,180,Product 180,SUP-PART-180,923,1,1900.74,1754383.02,2023-11-27,2023-11-30,RECEIVED,923,0,TAX1,140350.64,5000-00
4145,926,1,,482,Product 482,SUP-PART-482,761,1,1204.31,916479.91,2024-08-05,2024-08-07,CLOSED,761,761,TAX1,73318.39,5000-00
4146,927,1,,327,Product 327,SUP-PART-327,113,1,3972.8,448926.4,2023-09-09,2023-09-08,CLOSED,113,0,TAX1,35914.11,5000-00
4147,927,2,,338,Product 338,SUP-PART-338,533,1,402.86,214724.38,2023-09-18,2023-09-15,CANCELLED,533,533,TAX1,17177.95,5000-00
4148,928,1,,327,Product 327,SUP-PART-327,421,1,4663.89,1963497.69,2023-04-02,2023-04-05,RECEIVED,0,421,TAX1,157079.82,5000-00
4149,928,2,,478,Product 478,SUP-PART-478,271,1,3571.83,967965.93,2023-03-09,2023-03-04,CANCELLED,271,0,TAX1,77437.27,5000-00
4150,928,3,,491,Product 491,SUP-PART-491,797,1,2485.2,1980704.4,2023-04-20,2023-04-13,CLOSED,797,0,TAX1,158456.35,5000-00
4151,928,4,,263,Product 263,SUP-PART-263,646,1,4993.75,3225962.5,2023-03-14,2023-03-14,CANCELLED,646,646,TAX1,258077.0,5000-00
4152,928,5,,359,Product 359,SUP-PART-359,677,1,962.15,651375.55,2023-04-28,2023-04-30,CANCELLED,677,0,TAX1,52110.04,5000-00
4153,928,6,,290,Product 290,SUP-PART-290,834,1,553.09,461277.06,2023-04-19,2023-04-16,CLOSED,834,0,TAX1,36902.16,5000-00
4154,928,7,,348,Product 348,SUP-PART-348,835,1,2935.28,2450958.8,2023-03-12,2023-03-13,CLOSED,835,835,TAX1,196076.7,5000-00
4155,928,8,,292,Product 292,SUP-PART-292,167,1,2641.27,441092.09,2023-04-04,2023-04-09,RECEIVED,167,0,TAX1,35287.37,5000-00
4156,929,1,,185,Product 185,SUP-PART-185,668,1,1664.15,1111652.2,2023-11-29,2023-11-25,RECEIVED,0,668,TAX1,88932.18,5000-00
4157,929,2,,294,Product 294,SUP-PART-294,973,1,3872.57,3768010.61,2023-11-10,2023-11-15,RECEIVED,973,973,TAX1,301440.85,5000-00
4158,929,3,,169,Product 169,SUP-PART-169,928,1,1920.78,1782483.84,2023-11-09,2023-11-11,CANCELLED,928,928,TAX1,142598.71,5000-00
4159,929,4,,195,Product 195,SUP-PART-195,379,1,3155.93,1196097.47,2023-11-19,2023-11-13,OPEN,379,379,TAX1,95687.8,5000-00
4160,929,5,,88,Product 88,SUP-PART-88,520,1,2646.44,1376148.8,2023-12-10,2023-12-13,CLOSED,520,520,TAX1,110091.9,5000-00
4161,929,6,,344,Product 344,SUP-PART-344,947,1,3779.14,3578845.58,2023-12-30,2023-12-23,OPEN,947,947,TAX1,286307.65,5000-00
4162,929,7,,483,Product 483,SUP-PART-483,343,1,1144.25,392477.75,2023-11-07,2023-11-13,CANCELLED,0,343,TAX1,31398.22,5000-00
4163,929,8,,2,Product 2,SUP-PART-2,348,1,4502.69,1566936.12,2024-01-03,2024-01-09,CANCELLED,348,0,TAX1,125354.89,5000-00
4164,930,1,,203,Product 203,SUP-PART-203,942,1,2582.93,2433120.06,2024-01-03,2024-01-01,RECEIVED,0,942,TAX1,194649.6,5000-00
4165,930,2,,179,Product 179,SUP-PART-179,177,1,3344.99,592063.23,2023-11-30,2023-12-01,CANCELLED,0,177,TAX1,47365.06,5000-00
4166,930,3,,228,Product 228,SUP-PART-228,342,1,2235.87,764667.54,2023-11-28,2023-12-02,OPEN,342,342,TAX1,61173.4,5000-00
4167,930,4,,129,Product 129,SUP-PART-129,679,1,3047.45,2069218.55,2023-11-18,2023-11-20,CANCELLED,679,679,TAX1,165537.48,5000-00
4168,930,5,,348,Product 348,SUP-PART-348,598,1,4856.28,2904055.44,2023-12-23,2023-12-18,CLOSED,598,598,TAX1,232324.44,5000-00
4169,930,6,,4,Product 4,SUP-PART-4,999,1,2877.75,2874872.25,2023-11-22,2023-11-27,CANCELLED,999,999,TAX1,229989.78,5000-00
4170,930,7,,433,Product 433,SUP-PART-433,373,1,2257.83,842170.59,2023-12-03,2023-12-06,CANCELLED,373,0,TAX1,67373.65,5000-00
4171,931,1,,481,Product 481,SUP-PART-481,206,1,457.34,94212.04,2024-03-15,2024-03-14,CANCELLED,0,0,TAX1,7536.96,5000-00
4172,931,2,,182,Product 182,SUP-PART-182,602,1,536.02,322684.04,2024-02-11,2024-02-17,CLOSED,602,602,TAX1,25814.72,5000-00
4173,932,1,,367,Product 367,SUP-PART-367,286,1,1180.61,337654.46,2023-01-24,2023-01-29,OPEN,0,0,TAX1,27012.36,5000-00
4174,932,2,,335,Product 335,SUP-PART-335,390,1,1717.4,669786.0,2023-03-13,2023-03-17,CLOSED,390,390,TAX1,53582.88,5000-00
4175,933,1,,392,Product 392,SUP-PART-392,70,1,1694.44,118610.8,2023-07-31,2023-08-01,CLOSED,70,70,TAX1,9488.86,5000-00
4176,933,2,,411,Product 411,SUP-PART-411,753,1,767.94,578258.82,2023-07-07,2023-06-30,CLOSED,753,753,TAX1,46260.71,5000-00
4177,933,3,,360,Product 360,SUP-PART-360,200,1,595.22,119044.0,2023-08-07,2023-08-10,OPEN,200,200,TAX1,9523.52,5000-00
4178,933,4,,429,Product 429,SUP-PART-429,394,1,4754.36,1873217.84,2023-07-18,2023-07-14,CANCELLED,394,394,TAX1,149857.43,5000-00
4179,933,5,,7,Product 7,SUP-PART-7,339,1,1027.16,348207.24,2023-07-13,2023-07-08,OPEN,339,339,TAX1,27856.58,5000-00
4180,933,6,,36,Product 36,SUP-PART-36,660,1,4455.91,2940900.6,2023-07-29,2023-07-24,RECEIVED,0,660,TAX1,235272.05,5000-00
4181,933,7,,333,Product 333,SUP-PART-333,396,1,566.05,224155.8,2023-06-13,2023-06-13,OPEN,396,0,TAX1,17932.46,5000-00
4182,933,8,,204,Product 204,SUP-PART-204,134,1,1992.56,267003.04,2023-06-12,2023-06-08,CANCELLED,134,134,TAX1,21360.24,5000-00
4183,934,1,,54,Product 54,SUP-PART-54,618,1,2880.53,1780167.54,2024-12-23,2024-12-22,CANCELLED,0,618,TAX1,142413.4,5000-00
4184,934,2,,199,Product 199,SUP-PART-199,699,1,252.97,176826.03,2025-01-15,2025-01-12,CANCELLED,699,699,TAX1,14146.08,5000-00
4185,934,3,,77,Product 77,SUP-PART-77,629,1,4315.47,2714430.63,2025-01-21,2025-01-17,OPEN,629,629,TAX1,217154.45,5000-00
4186,934,4,,278,Product 278,SUP-PART-278,539,1,1561.74,841777.86,2025-01-16,2025-01-16,RECEIVED,539,0,TAX1,67342.23,5000-00
4187,934,5,,179,Product 179,SUP-PART-179,646,1,2022.31,1306412.26,2025-01-23,2025-01-27,CANCELLED,646,646,TAX1,104512.98,5000-00
4188,934,6,,91,Product 91,SUP-PART-91,467,1,4932.7,2303570.9,2025-01-20,2025-01-15,RECEIVED,0,467,TAX1,184285.67,5000-00
4189,934,7,,19,Product 19,SUP-PART-19,593,1,3568.02,2115835.86,2024-11-25,2024-12-02,CLOSED,593,593,TAX1,169266.87,5000-00
4190,934,8,,303,Product 303,SUP-PART-303,373,1,89.62,33428.26,2024-12-11,2024-12-17,RECEIVED,373,373,TAX1,2674.26,5000-00
4191,935,1,,465,Product 465,SUP-PART-465,557,1,920.73,512846.61,2024-08-08,2024-08-13,CANCELLED,557,557,TAX1,41027.73,5000-00
4192,935,2,,425,Product 425,SUP-PART-425,862,1,3981.12,3431725.44,2024-07-17,2024-07-20,RECEIVED,862,862,TAX1,274538.04,5000-00
4193,936,1,,241,Product 241,SUP-PART-241,561,1,438.11,245779.71,2024-12-19,2024-12-13,OPEN,561,561,TAX1,19662.38,5000-00
4194,936,2,,39,Product 39,SUP-PART-39,736,1,1214.13,893599.68,2025-02-03,2025-02-08,OPEN,0,736,TAX1,71487.97,5000-00
4195,937,1,,169,Product 169,SUP-PART-169,110,1,3028.19,333100.9,2023-11-07,2023-11-09,CLOSED,110,110,TAX1,26648.07,5000-00
4196,938,1,,328,Product 328,SUP-PART-328,442,1,4136.06,1828138.52,2024-11-21,2024-11-15,CLOSED,442,0,TAX1,146251.08,5000-00
4197,939,1,,497,Product 497,SUP-PART-497,12,1,2052.05,24624.6,2024-07-05,2024-06-28,OPEN,12,12,TAX1,1969.97,5000-00
4198,939,2,,177,Product 177,SUP-PART-177,577,1,776.35,447953.95,2024-05-07,2024-05-04,CANCELLED,577,577,TAX1,35836.32,5000-00
4199,939,3,,500,Product 500,SUP-PART-500,729,1,1618.27,1179718.83,2024-07-06,2024-07-01,CLOSED,729,0,TAX1,94377.51,5000-00
4200,940,1,,92,Product 92,SUP-PART-92,801,1,770.13,616874.13,2024-04-21,2024-04-23,CLOSED,801,801,TAX1,49349.93,5000-00
4201,940,2,,136,Product 136,SUP-PART-136,670,1,4798.9,3215263.0,2024-04-16,2024-04-18,CLOSED,670,670,TAX1,257221.04,5000-00
4202,941,1,,478,Product 478,SUP-PART-478,647,1,4176.95,2702486.65,2023-06-21,2023-06-21,CANCELLED,647,647,TAX1,216198.93,5000-00
4203,941,2,,273,Product 273,SUP-PART-273,345,1,2890.5,997222.5,2023-06-24,2023-06-23,RECEIVED,345,345,TAX1,79777.8,5000-00
4204,941,3,,185,Product 185,SUP-PART-185,769,1,1859.95,1430301.55,2023-06-28,2023-07-02,CLOSED,769,769,TAX1,114424.12,5000-00
4205,941,4,,47,Product 47,SUP-PART-47,256,1,2617.71,670133.76,2023-06-03,2023-05-28,OPEN,256,256,TAX1,53610.7,5000-00
4206,941,5,,245,Product 245,SUP-PART-245,425,1,3014.08,1280984.0,2023-06-15,2023-06-18,CLOSED,425,0,TAX1,102478.72,5000-00
4207,941,6,,319,Product 319,SUP-PART-319,568,1,3816.42,2167726.56,2023-07-19,2023-07-17,RECEIVED,0,568,TAX1,173418.12,5000-00
4208,941,7,,241,Product 241,SUP-PART-241,380,1,79.48,30202.4,2023-06-30,2023-07-02,CANCELLED,380,380,TAX1,2416.19,5000-00
4209,942,1,,379,Product 379,SUP-PART-379,219,1,2849.0,623931.0,2023-11-12,2023-11-17,CANCELLED,219,219,TAX1,49914.48,5000-00
4210,942,2,,283,Product 283,SUP-PART-283,16,1,2459.25,39348.0,2023-10-10,2023-10-08,OPEN,0,16,TAX1,3147.84,5000-00
4211,942,3,,439,Product 439,SUP-PART-439,717,1,1635.22,1172452.74,2023-10-23,2023-10-27,OPEN,717,717,TAX1,93796.22,5000-00
4212,942,4,,266,Product 266,SUP-PART-266,184,1,3069.37,564764.08,2023-10-19,2023-10-12,CANCELLED,184,184,TAX1,45181.13,5000-00
4213,942,5,,266,Product 266,SUP-PART-266,398,1,944.04,375727.92,2023-10-26,2023-10-27,CANCELLED,398,398,TAX1,30058.23,5000-00
4214,943,1,,195,Product 195,SUP-PART-195,29,1,2622.65,76056.85,2024-12-07,2024-12-05,RECEIVED,29,0,TAX1,6084.55,5000-00
4215,943,2,,74,Product 74,SUP-PART-74,783,1,1022.28,800445.24,2024-10-31,2024-10-30,CANCELLED,783,0,TAX1,64035.62,5000-00
4216,943,3,,44,Product 44,SUP-PART-44,388,1,997.85,387165.8,2024-11-07,2024-11-10,CANCELLED,388,388,TAX1,30973.26,5000-00
4217,943,4,,111,Product 111,SUP-PART-111,865,1,1510.7,1306755.5,2024-11-02,2024-11-08,CLOSED,865,865,TAX1,104540.44,5000-00
4218,943,5,,474,Product 474,SUP-PART-474,355,1,3788.03,1344750.65,2024-12-29,2024-12-30,CANCELLED,355,355,TAX1,107580.05,5000-00
4219,943,6,,122,Product 122,SUP-PART-122,460,1,4938.12,2271535.2,2025-01-04,2025-01-05,CANCELLED,0,0,TAX1,181722.82,5000-00
4220,944,1,,336,Product 336,SUP-PART-336,811,1,3885.28,3150962.08,2024-09-18,2024-09-23,CLOSED,811,811,TAX1,252076.97,5000-00
4221,944,2,,433,Product 433,SUP-PART-433,209,1,3799.74,794145.66,2024-10-01,2024-10-06,CANCELLED,209,0,TAX1,63531.65,5000-00
4222,945,1,,426,Product 426,SUP-PART-426,272,1,3386.27,921065.44,2023-02-12,2023-02-14,CANCELLED,0,272,TAX1,73685.24,5000-00
4223,945,2,,230,Product 230,SUP-PART-230,86,1,2799.41,240749.26,2023-03-16,2023-03-09,CANCELLED,86,86,TAX1,19259.94,5000-00
4224,945,3,,104,Product 104,SUP-PART-104,629,1,2998.13,1885823.77,2023-03-11,2023-03-05,OPEN,629,629,TAX1,150865.9,5000-00
4225,945,4,,271,Product 271,SUP-PART-271,214,1,2598.31,556038.34,2023-02-15,2023-02-17,RECEIVED,0,0,TAX1,44483.07,5000-00
4226,946,1,,385,Product 385,SUP-PART-385,68,1,1234.88,83971.84,2024-06-18,2024-06-21,OPEN,68,68,TAX1,6717.75,5000-00
4227,946,2,,334,Product 334,SUP-PART-334,986,1,3256.04,3210455.44,2024-07-17,2024-07-24,RECEIVED,986,0,TAX1,256836.44,5000-00
4228,946,3,,298,Product 298,SUP-PART-298,402,1,3071.37,1234690.74,2024-06-03,2024-05-29,RECEIVED,402,402,TAX1,98775.26,5000-00
4229,946,4,,280,Product 280,SUP-PART-280,639,1,2916.35,1863547.65,2024-05-25,2024-05-28,CANCELLED,639,639,TAX1,149083.81,5000-00
4230,946,5,,47,Product 47,SUP-PART-47,915,1,4480.39,4099556.85,2024-07-22,2024-07-16,CLOSED,915,0,TAX1,327964.55,5000-00
4231,946,6,,491,Product 491,SUP-PART-491,219,1,3522.91,771517.29,2024-05-28,2024-05-24,CANCELLED,219,219,TAX1,61721.38,5000-00
4232,947,1,,440,Product 440,SUP-PART-440,819,1,3572.65,2926000.35,2023-08-03,2023-08-03,CANCELLED,819,819,TAX1,234080.03,5000-00
4233,947,2,,488,Product 488,SUP-PART-488,239,1,3881.13,927590.07,2023-06-10,2023-06-14,OPEN,239,239,TAX1,74207.21,5000-00
4234,948,1,,491,Product 491,SUP-PART-491,799,1,1885.24,1506306.76,2024-10-14,2024-10-09,OPEN,799,799,TAX1,120504.54,5000-00
4235,948,2,,492,Product 492,SUP-PART-492,43,1,337.88,14528.84,2024-11-17,2024-11-23,CANCELLED,43,0,TAX1,1162.31,5000-00
4236,948,3,,47,Product 47,SUP-PART-47,740,1,4768.79,3528904.6,2024-10-10,2024-10-04,OPEN,0,740,TAX1,282312.37,5000-00
4237,948,4,,317,Product 317,SUP-PART-317,718,1,2209.42,1586363.56,2024-10-30,2024-10-23,RECEIVED,0,718,TAX1,126909.08,5000-00
4238,948,5,,55,Product 55,SUP-PART-55,146,1,370.11,54036.06,2024-11-17,2024-11-11,CANCELLED,146,0,TAX1,4322.88,5000-00
4239,948,6,,91,Product 91,SUP-PART-91,730,1,1230.04,897929.2,2024-09-28,2024-09-28,CLOSED,730,730,TAX1,71834.34,5000-00
4240,948,7,,447,Product 447,SUP-PART-447,91,1,2669.98,242968.18,2024-10-02,2024-09-25,CANCELLED,91,91,TAX1,19437.45,5000-00
4241,948,8,,60,Product 60,SUP-PART-60,400,1,1726.91,690764.0,2024-11-08,2024-11-03,CANCELLED,0,400,TAX1,55261.12,5000-00
4242,949,1,,33,Product 33,SUP-PART-33,240,1,1990.82,477796.8,2023-04-17,2023-04-12,RECEIVED,240,0,TAX1,38223.74,5000-00
4243,949,2,,111,Product 111,SUP-PART-111,688,1,2249.43,1547607.84,2023-03-31,2023-03-26,OPEN,688,688,TAX1,123808.63,5000-00
