SUPPLIER_SITE_ID,SUPPLIER_ID,SITE_CODE,SITE_NAME,PARTY_ADDRESS_ID,PRIMARY_CONTACT_AT_SITE,SITE_CAPABILITIES,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
157,157,SITE-00157,Primary Site,157,Primary Contact,Assembly,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
158,158,SITE-00158,Primary Site,158,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
159,159,SITE-00159,Primary Site,159,Primary Contact,Distribution,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
160,160,SITE-00160,Primary Site,160,Primary Contact,Assembly,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
161,161,SITE-00161,Primary Site,161,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
162,162,SITE-00162,Primary Site,162,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
163,163,SITE-00163,Primary Site,163,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
164,164,SITE-00164,Primary Site,164,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
165,165,SITE-00165,Primary Site,165,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
166,166,SITE-00166,Primary Site,166,Primary Contact,Assembly,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
167,167,SITE-00167,Primary Site,167,Primary Contact,Assembly,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
168,168,SITE-00168,Primary Site,168,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
169,169,SITE-00169,Primary Site,169,Primary Contact,Distribution,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
170,170,SITE-00170,Primary Site,170,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
171,171,SITE-00171,Primary Site,171,Primary Contact,Assembly,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
172,172,SITE-00172,Primary Site,172,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
173,173,SITE-00173,Primary Site,173,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
174,174,SITE-00174,Primary Site,174,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
175,175,SITE-00175,Primary Site,175,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
176,176,SITE-00176,Primary Site,176,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
177,177,SITE-00177,Primary Site,177,Primary Contact,Distribution,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
178,178,SITE-00178,Primary Site,178,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
179,179,SITE-00179,Primary Site,179,Primary Contact,Assembly,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
180,180,SITE-00180,Primary Site,180,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
181,181,SITE-00181,Primary Site,181,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
182,182,SITE-00182,Primary Site,182,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
183,183,SITE-00183,Primary Site,183,Primary Contact,Assembly,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
184,184,SITE-00184,Primary Site,184,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
185,185,SITE-00185,Primary Site,185,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
186,186,SITE-00186,Primary Site,186,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
187,187,SITE-00187,Primary Site,187,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
188,188,SITE-00188,Primary Site,188,Primary Contact,Distribution,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
189,189,SITE-00189,Primary Site,189,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
190,190,SITE-00190,Primary Site,190,Primary Contact,Assembly,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
191,191,SITE-00191,Primary Site,191,Primary Contact,Distribution,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
192,192,SITE-00192,Primary Site,192,Primary Contact,R&D,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
193,193,SITE-00193,Primary Site,193,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
194,194,SITE-00194,Primary Site,194,Primary Contact,Distribution,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
195,195,SITE-00195,Primary Site,195,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
196,196,SITE-00196,Primary Site,196,Primary Contact,Assembly,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
197,197,SITE-00197,Primary Site,197,Primary Contact,Assembly,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
198,198,SITE-00198,Primary Site,198,Primary Contact,Distribution,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
199,199,SITE-00199,Primary Site,199,Primary Contact,Distribution,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
200,200,SITE-00200,Primary Site,200,Primary Contact,Manufacturing,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
