RISK_ID,SUPPLIER_ID,ASSESSMENT_DATE,FINANCIAL_HEALTH_SCORE,CREDIT_RATING,BANKRUPTCY_PROBABILITY,GEOPOLITICAL_RISK_LEVEL,GEOPOLITICAL_RISK_SCORE,ESG_SCORE,ENVIRONMENTAL_SCORE,SOCIAL_SCORE,GOVERNANCE_SCORE,CYBER_RISK_SCORE,SUPPLY_CHAIN_RISK_SCORE,OVERALL_RISK_RATING,DATA_SOURCE,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_TIMESTAMP
140,140,2025-01-01,87.53,AAA,0.021105,LOW,71.31,64.22,57.15,57.07,66.65,95.05,66.81,LOW,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
141,141,2025-01-01,93.78,AA+,0.012196,MEDIUM,40.11,91.9,86.15,99.07,92.63,84.09,63.52,LOW,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
142,142,2025-01-01,70.56,A-,0.038304,MEDIUM,64.38,65.66,72.24,66.93,70.61,70.23,42.69,LOW,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
143,143,2025-01-01,54.31,BB,0.047988,LOW,80.01,39.9,23.78,39.24,45.51,31.0,62.94,MEDIUM,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
144,144,2025-01-01,95.38,AA+,0.021129,LOW,70.79,80.86,79.97,80.85,81.49,89.71,70.54,LOW,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
145,145,2025-01-01,70.75,BBB+,0.031293,MEDIUM,44.66,83.2,77.83,80.27,94.16,100,73.27,LOW,Sustainalytics,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
146,146,2025-01-01,64.07,BBB+,0.050472,LOW,92.64,53.06,52.72,55.05,49.55,66.19,67.98,MEDIUM,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
147,147,2025-01-01,68.12,BBB+,0.032017,LOW,81.28,71.36,72.52,72.03,68.78,70.06,42.27,MEDIUM,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
148,148,2025-01-01,28.08,CCC,0.079791,LOW,77.95,39.76,39.67,36.54,56.27,66.73,50.25,HIGH,Sustainalytics,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
149,149,2025-01-01,54.73,BBB-,0.056705,LOW,81.72,46.55,41.41,45.51,53.29,57.86,33.63,MEDIUM,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
150,150,2025-01-01,29.2,B+,0.075254,LOW,90.24,58.83,55.03,59.12,57.39,30.09,24.05,HIGH,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
151,151,2025-01-01,97.49,AA+,0.020635,LOW,88.18,87.15,92.96,91.58,97.8,65.64,51.76,LOW,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
152,152,2025-01-01,58.18,BB,0.058905,LOW,80.9,45.87,42.04,37.85,38.75,81.95,32.72,MEDIUM,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
153,153,2025-01-01,53.32,BB,0.04975,LOW,77.53,72.59,70.18,78.11,81.8,81.4,83.41,MEDIUM,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
154,154,2025-01-01,60.08,A+,0.044843,LOW,88.35,64.16,63.27,70.36,62.68,56.54,51.0,MEDIUM,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
155,155,2025-01-01,93.14,AA+,0.009953,LOW,87.35,87.93,79.46,93.43,84.01,88.52,92.05,LOW,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
156,156,2025-01-01,74.2,BBB+,0.032492,LOW,90.04,64.51,70.97,60.56,66.07,96.87,58.88,LOW,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
157,157,2025-01-01,63.3,BBB+,0.056543,LOW,87.78,90.23,86.52,92.03,89.27,76.35,55.23,MEDIUM,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
158,158,2025-01-01,42.89,BB,0.074274,LOW,87.13,43.04,39.11,34.94,44.36,51.08,58.61,MEDIUM,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
159,159,2025-01-01,74.98,A,0.036787,LOW,82.95,94.77,86.94,100.43,101.19,75.33,60.95,LOW,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
160,160,2025-01-01,89.58,AA+,0.019333,LOW,82.58,100,102.38,97.35,100.74,100,90.81,LOW,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
161,161,2025-01-01,57.87,BBB-,0.049304,MEDIUM,41.6,64.33,69.12,62.79,51.05,79.57,24.71,MEDIUM,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
162,162,2025-01-01,55.99,BBB,0.054505,LOW,84.45,69.26,67.32,72.61,62.43,54.37,57.62,MEDIUM,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
163,163,2025-01-01,81.48,AAA,0.032622,LOW,72.8,83.02,73.25,85.25,81.98,85.68,87.99,LOW,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
164,164,2025-01-01,84.9,AA+,0.034391,LOW,93.27,79.45,83.6,84.8,83.62,100,100,LOW,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
165,165,2025-01-01,100,AA+,0.005099,LOW,78.52,92.14,87.63,92.62,91.5,90.82,97.79,LOW,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
166,166,2025-01-01,40.26,BB+,0.060461,MEDIUM,55.16,26.0,27.56,28.99,33.26,72.46,53.49,MEDIUM,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
167,167,2025-01-01,24.7,BB-,0.094828,MEDIUM,46.15,28.33,29.05,31.67,37.13,45.64,40.61,HIGH,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
168,168,2025-01-01,50.48,BB,0.061934,MEDIUM,51.82,10,8.57,12.31,13.05,46.9,45.34,MEDIUM,Sustainalytics,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
169,169,2025-01-01,62.31,BBB+,0.046947,LOW,89.38,60.31,59.2,61.01,57.33,65.32,71.77,MEDIUM,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
170,170,2025-01-01,89.25,AAA,0.011711,LOW,81.75,64.74,65.2,73.26,63.62,100,89.59,LOW,Sustainalytics,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
171,171,2025-01-01,76.1,A,0.038256,LOW,78.39,64.32,71.7,71.54,68.95,70.77,32.53,LOW,Sustainalytics,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
172,172,2025-01-01,43.81,BB,0.069377,LOW,81.64,45.2,46.82,48.36,39.41,54.31,10.56,MEDIUM,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
173,173,2025-01-01,66.43,BBB+,0.040188,MEDIUM,68.04,72.46,70.17,76.28,69.45,93.99,47.28,MEDIUM,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
174,174,2025-01-01,68.4,BBB+,0.05072,MEDIUM,52.41,47.82,51.73,58.88,46.81,82.58,57.31,MEDIUM,Sustainalytics,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
175,175,2025-01-01,100,AA+,0.009911,LOW,90.55,100,101.09,106.52,104.0,100,100,LOW,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
176,176,2025-01-01,89.43,AAA,0.028556,MEDIUM,62.85,75.89,72.14,76.72,77.39,100,86.84,LOW,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
177,177,2025-01-01,49.95,BBB-,0.053123,LOW,78.76,50.61,50.33,46.03,44.73,70.11,29.3,MEDIUM,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
178,178,2025-01-01,71.54,A,0.03888,LOW,91.43,67.61,72.0,74.81,66.22,79.39,65.96,LOW,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
179,179,2025-01-01,72.57,A,0.04486,MEDIUM,42.25,51.93,54.59,49.29,46.3,68.0,58.54,MEDIUM,Sustainalytics,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
180,180,2025-01-01,52.74,BB,0.051651,LOW,83.21,26.26,17.5,20.66,19.76,44.55,53.21,MEDIUM,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
181,181,2025-01-01,85.57,AA+,0.031903,LOW,84.55,100,103.91,92.72,97.08,88.41,88.84,LOW,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
182,182,2025-01-01,35.58,CCC,0.067871,LOW,89.31,53.43,51.12,44.54,50.42,23.41,49.43,HIGH,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
183,183,2025-01-01,63.18,A-,0.046604,LOW,78.98,70.2,69.73,72.6,67.57,64.75,57.65,MEDIUM,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
184,184,2025-01-01,71.09,A-,0.046384,LOW,86.94,49.43,42.62,48.86,47.04,63.7,71.06,MEDIUM,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
185,185,2025-01-01,77.62,A+,0.034039,MEDIUM,48.17,65.59,68.06,66.44,67.35,77.15,73.26,LOW,Sustainalytics,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
186,186,2025-01-01,72.89,BBB+,0.033865,LOW,83.45,66.6,74.68,62.72,68.4,70.58,91.84,LOW,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
187,187,2025-01-01,54.61,BB,0.05606,LOW,85.36,67.17,72.93,57.59,76.84,71.32,13.57,MEDIUM,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
188,188,2025-01-01,44.24,BBB-,0.072924,MEDIUM,42.87,82.54,86.38,78.84,86.72,58.57,25.03,MEDIUM,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
189,189,2025-01-01,74.94,A-,0.029946,MEDIUM,61.22,73.09,82.16,69.63,70.07,85.3,65.69,LOW,Sustainalytics,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
190,190,2025-01-01,86.97,AA+,0.013973,MEDIUM,52.01,71.32,65.35,64.42,67.62,71.13,37.99,LOW,Sustainalytics,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
191,191,2025-01-01,70.4,A,0.032985,MEDIUM,59.86,74.63,64.06,68.44,83.95,64.91,71.35,LOW,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
192,192,2025-01-01,61.63,A-,0.042378,LOW,70.63,67.36,64.83,67.74,60.4,71.31,30.93,MEDIUM,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
193,193,2025-01-01,59.04,BB+,0.060609,MEDIUM,69.76,74.26,82.33,71.12,72.1,60.84,65.96,MEDIUM,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
194,194,2025-01-01,55.11,BB,0.0507,LOW,83.66,65.4,63.98,69.14,69.98,57.87,60.48,MEDIUM,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
195,195,2025-01-01,21.56,BB-,0.087007,LOW,72.96,21.51,23.19,15.43,28.16,44.88,10,HIGH,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
196,196,2025-01-01,66.34,BBB+,0.033834,MEDIUM,46.07,50.48,51.82,56.35,54.12,61.84,28.7,MEDIUM,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
197,197,2025-01-01,82.42,AAA,0.029863,LOW,75.14,55.48,53.41,57.71,48.37,68.96,55.39,MEDIUM,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
198,198,2025-01-01,97.27,AA+,0.014621,MEDIUM,56.9,97.88,86.05,106.49,95.24,100,100,LOW,D&B,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
199,199,2025-01-01,70.08,A+,0.034303,LOW,78.23,60.16,57.4,52.74,60.68,65.86,96.92,LOW,Moody's,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
200,200,2025-01-01,85.61,AA,0.033599,MEDIUM,63.13,33.58,28.39,37.0,33.52,68.69,64.36,MEDIUM,S&P,2025-01-01 00:00:00,,True,2025-01-01 00:00:00
