PARTY_ID,PARTY_CODE,PARTY_TYPE,PARTY_NAME,TAX_ID,DUNS_NUMBER,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
142,PARTY-00142,SUPPLIER,Continental Chemical Group,TAX000000142,860000142,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
143,PARTY-00143,SUPPLIER,Strategic Metals Manufacturing,TAX000000143,860000143,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
144,PARTY-00144,SUPPLIER,Integrated Ceramic Ltd,TAX000000144,860000144,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
145,PARTY-00145,SUPPLIER,Apex Electronic Supply,TAX000000145,860000145,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
146,PARTY-00146,SUPPLIER,Prime Bio Group,TAX000000146,860000146,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
147,PARTY-00147,SUPPLIER,Allied Thermal S.A.,TAX000000147,860000147,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
148,PARTY-00148,SUPPLIER,Allied Composite Systems,TAX000000148,860000148,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
149,PARTY-00149,SUPPLIER,Prime Composite S.A.,TAX000000149,860000149,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
150,PARTY-00150,SUPPLIER,Alpine Ceramic Engineering,TAX000000150,860000150,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
151,PARTY-00151,SUPPLIER,Continental Chemical Partners,TAX000000151,860000151,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
152,PARTY-00152,SUPPLIER,United Pneumatic Engineering,TAX000000152,860000152,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
153,PARTY-00153,SUPPLIER,Strategic Thermal Corp,TAX000000153,860000153,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
154,PARTY-00154,SUPPLIER,Elite Pneumatic Partners,TAX000000154,860000154,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
155,PARTY-00155,SUPPLIER,Pacific Bio GmbH,TAX000000155,860000155,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
156,PARTY-00156,SUPPLIER,United Precision Corp,TAX000000156,860000156,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
157,PARTY-00157,SUPPLIER,Nordic Chemical Technologies,TAX000000157,860000157,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
158,PARTY-00158,SUPPLIER,Atlantic Electronic AG,TAX000000158,860000158,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
159,PARTY-00159,SUPPLIER,Allied Pneumatic Engineering,TAX000000159,860000159,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
160,PARTY-00160,SUPPLIER,Allied Hydraulic Industries,TAX000000160,860000160,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
161,PARTY-00161,SUPPLIER,Dynamic Metals Systems,TAX000000161,860000161,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
162,PARTY-00162,SUPPLIER,Dynamic Hydraulic Solutions,TAX000000162,860000162,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
163,PARTY-00163,SUPPLIER,Premier Electronic AG,TAX000000163,860000163,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
164,PARTY-00164,SUPPLIER,Prime Chemical Systems,TAX000000164,860000164,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
165,PARTY-00165,SUPPLIER,Advanced Electronic AG,TAX000000165,860000165,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
166,PARTY-00166,SUPPLIER,Premier Electronic Manufacturing,TAX000000166,860000166,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
167,PARTY-00167,SUPPLIER,Nordic Bio Components,TAX000000167,860000167,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
168,PARTY-00168,SUPPLIER,Global Pneumatic AG,TAX000000168,860000168,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
169,PARTY-00169,SUPPLIER,Pacific Metals Inc,TAX000000169,860000169,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
170,PARTY-00170,SUPPLIER,Apex Hydraulic Partners,TAX000000170,860000170,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
171,PARTY-00171,SUPPLIER,Atlantic Composite Group,TAX000000171,860000171,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
172,PARTY-00172,SUPPLIER,Strategic Composite S.A.,TAX000000172,860000172,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
173,PARTY-00173,SUPPLIER,Dynamic Pneumatic Solutions,TAX000000173,860000173,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
174,PARTY-00174,SUPPLIER,Premier Chemical Ltd,TAX000000174,860000174,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
175,PARTY-00175,SUPPLIER,Allied Pneumatic Industries,TAX000000175,860000175,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
176,PARTY-00176,SUPPLIER,Allied Pneumatic S.A.,TAX000000176,860000176,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
177,PARTY-00177,SUPPLIER,Precision Precision GmbH,TAX000000177,860000177,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
178,PARTY-00178,SUPPLIER,Precision Precision Materials,TAX000000178,860000178,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
179,PARTY-00179,SUPPLIER,Strategic Thermal Solutions,TAX000000179,860000179,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
180,PARTY-00180,SUPPLIER,Global Bio Solutions,TAX000000180,860000180,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
181,PARTY-00181,SUPPLIER,Global Electronic Partners,TAX000000181,860000181,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
182,PARTY-00182,SUPPLIER,Pacific Electronic Solutions,TAX000000182,860000182,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
183,PARTY-00183,SUPPLIER,Superior Hydraulic Materials,TAX000000183,860000183,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
184,PARTY-00184,SUPPLIER,Continental Alloys Co.,TAX000000184,860000184,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
185,PARTY-00185,SUPPLIER,Premier Composite Supply,TAX000000185,860000185,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
186,PARTY-00186,SUPPLIER,Continental Polymer Materials,TAX000000186,860000186,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
187,PARTY-00187,SUPPLIER,Dynamic Alloys GmbH,TAX000000187,860000187,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
188,PARTY-00188,SUPPLIER,Continental Composite S.A.,TAX000000188,860000188,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
189,PARTY-00189,SUPPLIER,Nordic Precision Ltd,TAX000000189,860000189,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
190,PARTY-00190,SUPPLIER,Alpine Chemical Partners,TAX000000190,860000190,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
191,PARTY-00191,SUPPLIER,United Bio S.A.,TAX000000191,860000191,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
192,PARTY-00192,SUPPLIER,Summit Thermal Components,TAX000000192,860000192,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
193,PARTY-00193,SUPPLIER,Summit Polymer Engineering,TAX000000193,860000193,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
194,PARTY-00194,SUPPLIER,Alpine Composite Solutions,TAX000000194,860000194,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
195,PARTY-00195,SUPPLIER,Summit Polymer Materials,TAX000000195,860000195,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
196,PARTY-00196,SUPPLIER,Apex Ceramic Engineering,TAX000000196,860000196,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
197,PARTY-00197,SUPPLIER,Atlantic Ceramic Inc,TAX000000197,860000197,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
198,PARTY-00198,SUPPLIER,Elite Polymer Components,TAX000000198,860000198,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
199,PARTY-00199,SUPPLIER,Global Alloys Supply,TAX000000199,860000199,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
200,PARTY-00200,SUPPLIER,Pacific Pneumatic Inc,TAX000000200,860000200,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
