INDEX_ID,INDEX_DATE,COMMODITY_TYPE,COMMODITY_NAME,INDEX_VALUE,INDEX_UNIT,CURRENCY_ID,PERCENTAGE_CHANGE_DAILY,PERCENTAGE_CHANGE_WEEKLY,PERCENTAGE_CHANGE_MONTHLY,DATA_SOURCE,CREATED_TIMESTAMP
184,2023-05-21,Alloys & Metals,Alloys & Metals,3395.82,USD/UNIT,1,-0.2907,-4.0799,3.4275,COMEX,2023-05-21 00:00:00
185,2023-05-21,Polymers & Plastics,Polymers & Plastics,784.77,USD/UNIT,1,-0.2814,-1.216,-2.9088,CME,2023-05-21 00:00:00
186,2023-05-21,Electronic Components,Electronic Components,162.45,USD/UNIT,1,1.5861,-2.9737,-4.2998,COMEX,2023-05-21 00:00:00
187,2023-05-21,Reagents & Chemicals,Reagents & Chemicals,473.83,USD/UNIT,1,1.0586,-6.2922,-2.7937,LME,2023-05-21 00:00:00
188,2023-05-21,Bio-Robotics,Bio-Robotics,5678.64,USD/UNIT,1,-1.7997,4.87,-1.7995,COMEX,2023-05-21 00:00:00
189,2023-05-21,Precision Components,Precision Components,2173.54,USD/UNIT,1,-1.7094,2.4036,-6.4547,ICE,2023-05-21 00:00:00
190,2023-05-28,Thermal Systems,Thermal Systems,2754.38,USD/UNIT,1,0.3612,-2.0126,-2.253,LME,2023-05-28 00:00:00
191,2023-05-28,Hydraulic Systems,Hydraulic Systems,1855.57,USD/UNIT,1,-0.1658,2.4449,7.7111,CME,2023-05-28 00:00:00
192,2023-05-28,Pneumatic Systems,Pneumatic Systems,1090.55,USD/UNIT,1,-1.0417,-2.6779,-0.1569,COMEX,2023-05-28 00:00:00
193,2023-05-28,Alloys & Metals,Alloys & Metals,3566.2,USD/UNIT,1,-1.1283,-1.2442,2.6747,COMEX,2023-05-28 00:00:00
194,2023-05-28,Polymers & Plastics,Polymers & Plastics,756.87,USD/UNIT,1,3.4618,3.3759,-0.9573,CME,2023-05-28 00:00:00
195,2023-05-28,Electronic Components,Electronic Components,148.8,USD/UNIT,1,-1.2019,-0.0154,-1.4353,COMEX,2023-05-28 00:00:00
196,2023-05-28,Reagents & Chemicals,Reagents & Chemicals,462.79,USD/UNIT,1,1.0235,-3.7519,-0.9543,CME,2023-05-28 00:00:00
197,2023-05-28,Bio-Robotics,Bio-Robotics,5867.46,USD/UNIT,1,1.6548,-1.9161,1.5837,CME,2023-05-28 00:00:00
198,2023-05-28,Precision Components,Precision Components,2254.86,USD/UNIT,1,0.1031,1.539,-0.0929,CME,2023-05-28 00:00:00
199,2023-06-04,Thermal Systems,Thermal Systems,2383.97,USD/UNIT,1,3.6947,4.1158,4.0894,LME,2023-06-04 00:00:00
200,2023-06-04,Hydraulic Systems,Hydraulic Systems,1905.82,USD/UNIT,1,2.005,-0.4797,4.3076,LME,2023-06-04 00:00:00
201,2023-06-04,Pneumatic Systems,Pneumatic Systems,1222.66,USD/UNIT,1,-2.477,-4.0959,-8.5281,ICE,2023-06-04 00:00:00
202,2023-06-04,Alloys & Metals,Alloys & Metals,3668.88,USD/UNIT,1,-1.0168,-0.3135,2.6758,LME,2023-06-04 00:00:00
203,2023-06-04,Polymers & Plastics,Polymers & Plastics,835.85,USD/UNIT,1,0.6593,0.3258,9.0376,CME,2023-06-04 00:00:00
204,2023-06-04,Electronic Components,Electronic Components,155.6,USD/UNIT,1,0.0818,2.9392,-4.5991,CME,2023-06-04 00:00:00
205,2023-06-04,Reagents & Chemicals,Reagents & Chemicals,465.99,USD/UNIT,1,-0.6339,-2.2349,4.1027,CME,2023-06-04 00:00:00
206,2023-06-04,Bio-Robotics,Bio-Robotics,5219.88,USD/UNIT,1,0.9344,-1.4576,-2.2783,COMEX,2023-06-04 00:00:00
207,2023-06-04,Precision Components,Precision Components,2164.38,USD/UNIT,1,1.3632,-3.938,-1.6371,COMEX,2023-06-04 00:00:00
208,2023-06-11,Thermal Systems,Thermal Systems,2408.77,USD/UNIT,1,-3.5883,2.2142,3.2983,CME,2023-06-11 00:00:00
209,2023-06-11,Hydraulic Systems,Hydraulic Systems,1715.4,USD/UNIT,1,0.6535,3.104,12.9328,COMEX,2023-06-11 00:00:00
210,2023-06-11,Pneumatic Systems,Pneumatic Systems,1172.26,USD/UNIT,1,-0.405,-2.5656,-2.5706,LME,2023-06-11 00:00:00
211,2023-06-11,Alloys & Metals,Alloys & Metals,3439.09,USD/UNIT,1,0.409,2.944,9.5997,LME,2023-06-11 00:00:00
212,2023-06-11,Polymers & Plastics,Polymers & Plastics,719.95,USD/UNIT,1,-0.8103,-5.7602,7.0543,LME,2023-06-11 00:00:00
213,2023-06-11,Electronic Components,Electronic Components,129.39,USD/UNIT,1,1.5129,-1.6113,5.8889,ICE,2023-06-11 00:00:00
214,2023-06-11,Reagents & Chemicals,Reagents & Chemicals,456.35,USD/UNIT,1,0.624,-0.141,4.5683,CME,2023-06-11 00:00:00
215,2023-06-11,Bio-Robotics,Bio-Robotics,5866.29,USD/UNIT,1,1.0222,0.4664,-5.151,LME,2023-06-11 00:00:00
216,2023-06-11,Precision Components,Precision Components,2285.06,USD/UNIT,1,-0.041,-2.9567,4.5153,CME,2023-06-11 00:00:00
217,2023-06-18,Thermal Systems,Thermal Systems,2524.32,USD/UNIT,1,2.4791,-4.1978,-2.7429,LME,2023-06-18 00:00:00
218,2023-06-18,Hydraulic Systems,Hydraulic Systems,1848.82,USD/UNIT,1,-1.3181,-6.0146,2.0126,ICE,2023-06-18 00:00:00
219,2023-06-18,Pneumatic Systems,Pneumatic Systems,1170.17,USD/UNIT,1,2.1575,-0.5481,-0.4228,CME,2023-06-18 00:00:00
220,2023-06-18,Alloys & Metals,Alloys & Metals,3525.66,USD/UNIT,1,-0.4059,0.0771,4.5396,CME,2023-06-18 00:00:00
221,2023-06-18,Polymers & Plastics,Polymers & Plastics,814.87,USD/UNIT,1,-0.2046,-4.4974,4.8906,ICE,2023-06-18 00:00:00
222,2023-06-18,Electronic Components,Electronic Components,145.53,USD/UNIT,1,-0.0062,-3.936,-1.6113,ICE,2023-06-18 00:00:00
223,2023-06-18,Reagents & Chemicals,Reagents & Chemicals,447.57,USD/UNIT,1,-0.4176,-4.2842,12.6698,LME,2023-06-18 00:00:00
224,2023-06-18,Bio-Robotics,Bio-Robotics,5341.72,USD/UNIT,1,2.5979,-2.3291,-4.2469,LME,2023-06-18 00:00:00
225,2023-06-18,Precision Components,Precision Components,2337.43,USD/UNIT,1,0.4792,-0.423,-0.8808,CME,2023-06-18 00:00:00
226,2023-06-25,Thermal Systems,Thermal Systems,2448.19,USD/UNIT,1,-0.189,0.6987,-0.7722,LME,2023-06-25 00:00:00
227,2023-06-25,Hydraulic Systems,Hydraulic Systems,1787.04,USD/UNIT,1,-0.7301,0.7638,0.0901,ICE,2023-06-25 00:00:00
228,2023-06-25,Pneumatic Systems,Pneumatic Systems,1134.95,USD/UNIT,1,-0.4914,-1.3792,-0.8594,CME,2023-06-25 00:00:00
229,2023-06-25,Alloys & Metals,Alloys & Metals,3503.0,USD/UNIT,1,0.6957,1.4083,3.8174,LME,2023-06-25 00:00:00
230,2023-06-25,Polymers & Plastics,Polymers & Plastics,763.27,USD/UNIT,1,-0.7756,1.2911,-5.7031,LME,2023-06-25 00:00:00
231,2023-06-25,Electronic Components,Electronic Components,146.68,USD/UNIT,1,-1.7557,-0.6427,-3.4845,CME,2023-06-25 00:00:00
232,2023-06-25,Reagents & Chemicals,Reagents & Chemicals,447.1,USD/UNIT,1,-1.8044,0.4481,-2.1122,COMEX,2023-06-25 00:00:00
233,2023-06-25,Bio-Robotics,Bio-Robotics,5372.3,USD/UNIT,1,-2.5891,1.4899,-3.3129,CME,2023-06-25 00:00:00
234,2023-06-25,Precision Components,Precision Components,2141.35,USD/UNIT,1,-1.8293,2.939,1.0913,ICE,2023-06-25 00:00:00
235,2023-07-02,Thermal Systems,Thermal Systems,2351.87,USD/UNIT,1,0.4483,-1.6944,6.9217,COMEX,2023-07-02 00:00:00
236,2023-07-02,Hydraulic Systems,Hydraulic Systems,1940.38,USD/UNIT,1,0.3122,1.697,2.9317,ICE,2023-07-02 00:00:00
237,2023-07-02,Pneumatic Systems,Pneumatic Systems,1184.96,USD/UNIT,1,-1.9798,-0.8679,-2.039,COMEX,2023-07-02 00:00:00
238,2023-07-02,Alloys & Metals,Alloys & Metals,3491.16,USD/UNIT,1,-0.9022,-0.4604,-7.2156,CME,2023-07-02 00:00:00
239,2023-07-02,Polymers & Plastics,Polymers & Plastics,728.4,USD/UNIT,1,1.971,-2.4102,-0.9009,ICE,2023-07-02 00:00:00
240,2023-07-02,Electronic Components,Electronic Components,141.71,USD/UNIT,1,-1.8125,-0.9971,-7.3367,CME,2023-07-02 00:00:00
241,2023-07-02,Reagents & Chemicals,Reagents & Chemicals,465.07,USD/UNIT,1,3.4193,-4.3915,-0.8553,COMEX,2023-07-02 00:00:00
242,2023-07-02,Bio-Robotics,Bio-Robotics,5892.09,USD/UNIT,1,0.5211,-1.7143,-5.4677,COMEX,2023-07-02 00:00:00
243,2023-07-02,Precision Components,Precision Components,2265.41,USD/UNIT,1,0.3216,0.6872,1.482,ICE,2023-07-02 00:00:00
244,2023-07-09,Thermal Systems,Thermal Systems,2349.51,USD/UNIT,1,-0.8458,3.9582,3.187,CME,2023-07-09 00:00:00
245,2023-07-09,Hydraulic Systems,Hydraulic Systems,1885.83,USD/UNIT,1,2.9774,1.3715,-0.2784,CME,2023-07-09 00:00:00
246,2023-07-09,Pneumatic Systems,Pneumatic Systems,1227.85,USD/UNIT,1,-1.1165,-0.6957,8.2207,CME,2023-07-09 00:00:00
247,2023-07-09,Alloys & Metals,Alloys & Metals,3397.76,USD/UNIT,1,-2.7308,-2.493,2.3274,COMEX,2023-07-09 00:00:00
248,2023-07-09,Polymers & Plastics,Polymers & Plastics,809.46,USD/UNIT,1,0.7089,-5.9775,-7.4627,LME,2023-07-09 00:00:00
249,2023-07-09,Electronic Components,Electronic Components,161.09,USD/UNIT,1,-1.1635,-4.077,-4.8007,LME,2023-07-09 00:00:00
250,2023-07-09,Reagents & Chemicals,Reagents & Chemicals,426.68,USD/UNIT,1,0.6836,4.0793,-10.1822,ICE,2023-07-09 00:00:00
251,2023-07-09,Bio-Robotics,Bio-Robotics,5745.41,USD/UNIT,1,0.3032,0.0643,-9.2637,ICE,2023-07-09 00:00:00
252,2023-07-09,Precision Components,Precision Components,2227.18,USD/UNIT,1,1.189,-0.5769,-3.2981,COMEX,2023-07-09 00:00:00
253,2023-07-16,Thermal Systems,Thermal Systems,2603.5,USD/UNIT,1,-1.3294,0.9806,-1.1904,LME,2023-07-16 00:00:00
254,2023-07-16,Hydraulic Systems,Hydraulic Systems,1795.59,USD/UNIT,1,-1.9713,-2.9599,-2.6305,ICE,2023-07-16 00:00:00
255,2023-07-16,Pneumatic Systems,Pneumatic Systems,1196.7,USD/UNIT,1,-1.1961,7.4338,1.7108,ICE,2023-07-16 00:00:00
256,2023-07-16,Alloys & Metals,Alloys & Metals,3309.51,USD/UNIT,1,0.123,-2.8749,-4.3768,ICE,2023-07-16 00:00:00
257,2023-07-16,Polymers & Plastics,Polymers & Plastics,827.41,USD/UNIT,1,-1.9614,-2.3113,0.2282,COMEX,2023-07-16 00:00:00
258,2023-07-16,Electronic Components,Electronic Components,145.14,USD/UNIT,1,-3.3928,0.5635,-2.1877,ICE,2023-07-16 00:00:00
259,2023-07-16,Reagents & Chemicals,Reagents & Chemicals,457.52,USD/UNIT,1,0.1225,-2.9782,-4.3691,COMEX,2023-07-16 00:00:00
260,2023-07-16,Bio-Robotics,Bio-Robotics,5624.4,USD/UNIT,1,2.3057,0.3089,2.8246,LME,2023-07-16 00:00:00
261,2023-07-16,Precision Components,Precision Components,2125.4,USD/UNIT,1,-2.972,-0.9984,1.714,LME,2023-07-16 00:00:00
262,2023-07-23,Thermal Systems,Thermal Systems,2414.72,USD/UNIT,1,-0.2502,-0.3945,-1.9653,LME,2023-07-23 00:00:00
263,2023-07-23,Hydraulic Systems,Hydraulic Systems,2030.1,USD/UNIT,1,-2.2321,-0.0476,-0.7698,ICE,2023-07-23 00:00:00
264,2023-07-23,Pneumatic Systems,Pneumatic Systems,1229.38,USD/UNIT,1,0.9308,-3.9,-0.14,ICE,2023-07-23 00:00:00
265,2023-07-23,Alloys & Metals,Alloys & Metals,3338.48,USD/UNIT,1,-2.4495,2.6505,-2.3904,ICE,2023-07-23 00:00:00
266,2023-07-23,Polymers & Plastics,Polymers & Plastics,797.04,USD/UNIT,1,0.6418,-3.6796,-1.8273,COMEX,2023-07-23 00:00:00
267,2023-07-23,Electronic Components,Electronic Components,140.71,USD/UNIT,1,-1.3467,-6.7654,-6.8323,LME,2023-07-23 00:00:00
268,2023-07-23,Reagents & Chemicals,Reagents & Chemicals,456.1,USD/UNIT,1,-1.0191,-0.1971,1.1124,ICE,2023-07-23 00:00:00
269,2023-07-23,Bio-Robotics,Bio-Robotics,5858.25,USD/UNIT,1,-2.3048,3.7753,-10.0526,CME,2023-07-23 00:00:00
270,2023-07-23,Precision Components,Precision Components,2214.88,USD/UNIT,1,-2.7881,-3.815,-4.4208,CME,2023-07-23 00:00:00
271,2023-07-30,Thermal Systems,Thermal Systems,2590.66,USD/UNIT,1,-0.3264,-3.7257,-6.8502,CME,2023-07-30 00:00:00
272,2023-07-30,Hydraulic Systems,Hydraulic Systems,1647.38,USD/UNIT,1,2.9134,-0.6824,0.8377,CME,2023-07-30 00:00:00
273,2023-07-30,Pneumatic Systems,Pneumatic Systems,1246.94,USD/UNIT,1,-0.8466,-0.2066,-0.5473,COMEX,2023-07-30 00:00:00
274,2023-07-30,Alloys & Metals,Alloys & Metals,3347.29,USD/UNIT,1,0.7336,-1.1147,10.726,LME,2023-07-30 00:00:00
275,2023-07-30,Polymers & Plastics,Polymers & Plastics,792.93,USD/UNIT,1,1.1179,-2.667,0.6634,COMEX,2023-07-30 00:00:00
276,2023-07-30,Electronic Components,Electronic Components,144.96,USD/UNIT,1,-0.5678,-1.3156,3.1312,COMEX,2023-07-30 00:00:00
277,2023-07-30,Reagents & Chemicals,Reagents & Chemicals,427.41,USD/UNIT,1,-0.9664,-3.1094,4.9494,COMEX,2023-07-30 00:00:00
278,2023-07-30,Bio-Robotics,Bio-Robotics,5322.18,USD/UNIT,1,0.7368,-2.4318,7.4234,CME,2023-07-30 00:00:00
279,2023-07-30,Precision Components,Precision Components,2292.27,USD/UNIT,1,0.4276,0.7861,6.961,CME,2023-07-30 00:00:00
280,2023-08-06,Thermal Systems,Thermal Systems,2489.49,USD/UNIT,1,0.5965,-1.1738,-5.2811,LME,2023-08-06 00:00:00
281,2023-08-06,Hydraulic Systems,Hydraulic Systems,1707.42,USD/UNIT,1,0.2859,-6.7738,1.6146,CME,2023-08-06 00:00:00
282,2023-08-06,Pneumatic Systems,Pneumatic Systems,1237.17,USD/UNIT,1,-0.042,-1.3074,-4.7401,ICE,2023-08-06 00:00:00
283,2023-08-06,Alloys & Metals,Alloys & Metals,3277.6,USD/UNIT,1,-0.0345,3.3714,-2.0517,LME,2023-08-06 00:00:00
284,2023-08-06,Polymers & Plastics,Polymers & Plastics,780.23,USD/UNIT,1,2.2337,-1.2463,4.2328,COMEX,2023-08-06 00:00:00
285,2023-08-06,Electronic Components,Electronic Components,143.24,USD/UNIT,1,-0.4949,2.148,8.3787,CME,2023-08-06 00:00:00
286,2023-08-06,Reagents & Chemicals,Reagents & Chemicals,416.62,USD/UNIT,1,0.7248,-0.9161,8.2317,LME,2023-08-06 00:00:00
287,2023-08-06,Bio-Robotics,Bio-Robotics,5563.38,USD/UNIT,1,-2.4667,4.7436,9.382,COMEX,2023-08-06 00:00:00
288,2023-08-06,Precision Components,Precision Components,2125.57,USD/UNIT,1,-0.8159,0.223,-3.5782,COMEX,2023-08-06 00:00:00
289,2023-08-13,Thermal Systems,Thermal Systems,2616.37,USD/UNIT,1,0.8999,-0.2001,-3.1738,LME,2023-08-13 00:00:00
290,2023-08-13,Hydraulic Systems,Hydraulic Systems,1940.26,USD/UNIT,1,-0.8948,-1.8189,-5.4845,COMEX,2023-08-13 00:00:00
291,2023-08-13,Pneumatic Systems,Pneumatic Systems,1140.83,USD/UNIT,1,-1.7279,-1.3595,-1.7059,LME,2023-08-13 00:00:00
292,2023-08-13,Alloys & Metals,Alloys & Metals,3377.5,USD/UNIT,1,2.0118,0.0664,-4.9252,ICE,2023-08-13 00:00:00
293,2023-08-13,Polymers & Plastics,Polymers & Plastics,803.4,USD/UNIT,1,0.0043,0.4687,-0.9263,LME,2023-08-13 00:00:00
294,2023-08-13,Electronic Components,Electronic Components,144.6,USD/UNIT,1,1.232,-1.2445,-12.033,COMEX,2023-08-13 00:00:00
295,2023-08-13,Reagents & Chemicals,Reagents & Chemicals,468.96,USD/UNIT,1,1.0711,-2.3169,12.6684,ICE,2023-08-13 00:00:00
296,2023-08-13,Bio-Robotics,Bio-Robotics,5165.15,USD/UNIT,1,0.3858,-0.3378,-10.4807,LME,2023-08-13 00:00:00
297,2023-08-13,Precision Components,Precision Components,2301.53,USD/UNIT,1,-0.6584,0.9267,-1.0959,CME,2023-08-13 00:00:00
298,2023-08-20,Thermal Systems,Thermal Systems,2425.24,USD/UNIT,1,0.7282,-4.4181,-2.5985,LME,2023-08-20 00:00:00
299,2023-08-20,Hydraulic Systems,Hydraulic Systems,1877.96,USD/UNIT,1,0.0445,4.1241,-0.2016,LME,2023-08-20 00:00:00
300,2023-08-20,Pneumatic Systems,Pneumatic Systems,1204.85,USD/UNIT,1,0.1875,-1.9782,4.9087,COMEX,2023-08-20 00:00:00
301,2023-08-20,Alloys & Metals,Alloys & Metals,3625.46,USD/UNIT,1,3.411,0.8665,0.9018,ICE,2023-08-20 00:00:00
302,2023-08-20,Polymers & Plastics,Polymers & Plastics,782.14,USD/UNIT,1,-0.3023,-3.2569,-7.0846,COMEX,2023-08-20 00:00:00
303,2023-08-20,Electronic Components,Electronic Components,144.43,USD/UNIT,1,1.1941,0.6552,-1.3233,COMEX,2023-08-20 00:00:00
304,2023-08-20,Reagents & Chemicals,Reagents & Chemicals,493.04,USD/UNIT,1,-0.5424,-0.7862,10.094,CME,2023-08-20 00:00:00
305,2023-08-20,Bio-Robotics,Bio-Robotics,4930.26,USD/UNIT,1,2.5814,-1.2936,8.4189,CME,2023-08-20 00:00:00
306,2023-08-20,Precision Components,Precision Components,2245.97,USD/UNIT,1,-1.6663,-2.2814,0.6471,CME,2023-08-20 00:00:00
307,2023-08-27,Thermal Systems,Thermal Systems,2576.39,USD/UNIT,1,-0.9685,-0.3659,5.8631,CME,2023-08-27 00:00:00
308,2023-08-27,Hydraulic Systems,Hydraulic Systems,1810.14,USD/UNIT,1,-1.7768,-1.9436,4.0806,COMEX,2023-08-27 00:00:00
309,2023-08-27,Pneumatic Systems,Pneumatic Systems,1091.98,USD/UNIT,1,0.6391,-3.6976,5.2046,ICE,2023-08-27 00:00:00
310,2023-08-27,Alloys & Metals,Alloys & Metals,3543.89,USD/UNIT,1,-0.6418,-1.626,6.7592,ICE,2023-08-27 00:00:00
311,2023-08-27,Polymers & Plastics,Polymers & Plastics,754.19,USD/UNIT,1,-2.04,4.3967,0.1865,LME,2023-08-27 00:00:00
312,2023-08-27,Electronic Components,Electronic Components,153.95,USD/UNIT,1,2.0053,-2.0095,7.2575,ICE,2023-08-27 00:00:00
313,2023-08-27,Reagents & Chemicals,Reagents & Chemicals,429.82,USD/UNIT,1,-0.0428,-0.567,-5.2366,LME,2023-08-27 00:00:00
314,2023-08-27,Bio-Robotics,Bio-Robotics,5474.15,USD/UNIT,1,-1.6067,3.9536,-6.482,ICE,2023-08-27 00:00:00
315,2023-08-27,Precision Components,Precision Components,2215.32,USD/UNIT,1,-0.4165,0.0102,4.0469,COMEX,2023-08-27 00:00:00
316,2023-09-03,Thermal Systems,Thermal Systems,2485.8,USD/UNIT,1,0.86,-7.0409,4.5736,ICE,2023-09-03 00:00:00
317,2023-09-03,Hydraulic Systems,Hydraulic Systems,1949.65,USD/UNIT,1,-0.1178,-3.9048,6.8312,COMEX,2023-09-03 00:00:00
318,2023-09-03,Pneumatic Systems,Pneumatic Systems,1289.23,USD/UNIT,1,-0.9027,0.049,3.0339,LME,2023-09-03 00:00:00
319,2023-09-03,Alloys & Metals,Alloys & Metals,3584.11,USD/UNIT,1,-1.2422,2.4762,8.5434,LME,2023-09-03 00:00:00
320,2023-09-03,Polymers & Plastics,Polymers & Plastics,766.3,USD/UNIT,1,3.4674,3.589,2.6701,COMEX,2023-09-03 00:00:00
321,2023-09-03,Electronic Components,Electronic Components,144.26,USD/UNIT,1,-1.0148,-2.1331,5.1215,COMEX,2023-09-03 00:00:00
322,2023-09-03,Reagents & Chemicals,Reagents & Chemicals,429.49,USD/UNIT,1,3.0457,-3.4292,-5.0563,CME,2023-09-03 00:00:00
323,2023-09-03,Bio-Robotics,Bio-Robotics,5923.14,USD/UNIT,1,2.3148,-1.9421,-6.1207,CME,2023-09-03 00:00:00
324,2023-09-03,Precision Components,Precision Components,2311.66,USD/UNIT,1,-0.0846,-2.2414,-2.4917,CME,2023-09-03 00:00:00
325,2023-09-10,Thermal Systems,Thermal Systems,2300.12,USD/UNIT,1,1.0807,0.9022,2.2717,LME,2023-09-10 00:00:00
326,2023-09-10,Hydraulic Systems,Hydraulic Systems,1758.82,USD/UNIT,1,0.609,-3.7055,-2.6728,COMEX,2023-09-10 00:00:00
327,2023-09-10,Pneumatic Systems,Pneumatic Systems,1181.54,USD/UNIT,1,-1.8141,-1.2576,-2.4667,LME,2023-09-10 00:00:00
328,2023-09-10,Alloys & Metals,Alloys & Metals,3460.07,USD/UNIT,1,3.9236,0.4286,-3.5721,ICE,2023-09-10 00:00:00
329,2023-09-10,Polymers & Plastics,Polymers & Plastics,836.07,USD/UNIT,1,0.222,0.8492,-0.8109,ICE,2023-09-10 00:00:00
330,2023-09-10,Electronic Components,Electronic Components,155.11,USD/UNIT,1,-1.9526,-2.2547,2.6628,CME,2023-09-10 00:00:00
331,2023-09-10,Reagents & Chemicals,Reagents & Chemicals,439.95,USD/UNIT,1,-0.1702,5.7145,-2.389,COMEX,2023-09-10 00:00:00
332,2023-09-10,Bio-Robotics,Bio-Robotics,5312.02,USD/UNIT,1,1.7622,-1.3488,-2.9377,ICE,2023-09-10 00:00:00
333,2023-09-10,Precision Components,Precision Components,2285.85,USD/UNIT,1,-0.6733,-1.9699,1.5548,LME,2023-09-10 00:00:00
334,2023-09-17,Thermal Systems,Thermal Systems,2523.25,USD/UNIT,1,-1.1265,0.3589,8.7427,LME,2023-09-17 00:00:00
335,2023-09-17,Hydraulic Systems,Hydraulic Systems,1799.02,USD/UNIT,1,-2.3466,3.4096,1.501,ICE,2023-09-17 00:00:00
336,2023-09-17,Pneumatic Systems,Pneumatic Systems,1200.84,USD/UNIT,1,1.7393,-2.551,8.5046,COMEX,2023-09-17 00:00:00
337,2023-09-17,Alloys & Metals,Alloys & Metals,3444.66,USD/UNIT,1,-0.8865,-2.0317,12.4681,ICE,2023-09-17 00:00:00
338,2023-09-17,Polymers & Plastics,Polymers & Plastics,832.88,USD/UNIT,1,1.467,-5.4588,0.2426,ICE,2023-09-17 00:00:00
339,2023-09-17,Electronic Components,Electronic Components,148.72,USD/UNIT,1,-2.7184,6.1222,-10.3344,ICE,2023-09-17 00:00:00
340,2023-09-17,Reagents & Chemicals,Reagents & Chemicals,460.94,USD/UNIT,1,-0.8142,3.5606,-3.5328,LME,2023-09-17 00:00:00
341,2023-09-17,Bio-Robotics,Bio-Robotics,5576.36,USD/UNIT,1,2.8033,-0.6143,-0.2649,ICE,2023-09-17 00:00:00
342,2023-09-17,Precision Components,Precision Components,2293.47,USD/UNIT,1,1.7275,-3.0134,-2.5328,LME,2023-09-17 00:00:00
343,2023-09-24,Thermal Systems,Thermal Systems,2621.22,USD/UNIT,1,-2.6519,3.2787,-1.7799,COMEX,2023-09-24 00:00:00
344,2023-09-24,Hydraulic Systems,Hydraulic Systems,1736.45,USD/UNIT,1,2.2177,0.6362,-2.2403,COMEX,2023-09-24 00:00:00
345,2023-09-24,Pneumatic Systems,Pneumatic Systems,1249.71,USD/UNIT,1,-1.0162,-0.9305,8.4993,ICE,2023-09-24 00:00:00
346,2023-09-24,Alloys & Metals,Alloys & Metals,3568.61,USD/UNIT,1,0.5604,0.9279,0.8821,ICE,2023-09-24 00:00:00
347,2023-09-24,Polymers & Plastics,Polymers & Plastics,820.16,USD/UNIT,1,0.3463,-1.7679,6.1465,COMEX,2023-09-24 00:00:00
348,2023-09-24,Electronic Components,Electronic Components,152.89,USD/UNIT,1,1.1408,0.5412,5.9766,CME,2023-09-24 00:00:00
349,2023-09-24,Reagents & Chemicals,Reagents & Chemicals,431.14,USD/UNIT,1,-0.2233,-3.3859,-6.7847,LME,2023-09-24 00:00:00
350,2023-09-24,Bio-Robotics,Bio-Robotics,5304.38,USD/UNIT,1,0.6527,1.5077,-7.2355,ICE,2023-09-24 00:00:00
351,2023-09-24,Precision Components,Precision Components,2098.62,USD/UNIT,1,-0.8899,-4.1521,-2.0307,CME,2023-09-24 00:00:00
352,2023-10-01,Thermal Systems,Thermal Systems,2579.79,USD/UNIT,1,-1.6471,-1.1174,-1.138,COMEX,2023-10-01 00:00:00
353,2023-10-01,Hydraulic Systems,Hydraulic Systems,1731.46,USD/UNIT,1,0.7085,0.278,4.9803,LME,2023-10-01 00:00:00
354,2023-10-01,Pneumatic Systems,Pneumatic Systems,1127.76,USD/UNIT,1,1.06,-2.832,4.9909,LME,2023-10-01 00:00:00
355,2023-10-01,Alloys & Metals,Alloys & Metals,3490.29,USD/UNIT,1,0.3159,-2.5188,-3.7148,LME,2023-10-01 00:00:00
356,2023-10-01,Polymers & Plastics,Polymers & Plastics,829.71,USD/UNIT,1,-1.3412,-3.2779,-0.8335,COMEX,2023-10-01 00:00:00
357,2023-10-01,Electronic Components,Electronic Components,145.84,USD/UNIT,1,-0.6058,3.5284,5.9632,ICE,2023-10-01 00:00:00
358,2023-10-01,Reagents & Chemicals,Reagents & Chemicals,451.93,USD/UNIT,1,-3.5273,-3.545,-1.4383,ICE,2023-10-01 00:00:00
359,2023-10-01,Bio-Robotics,Bio-Robotics,5765.15,USD/UNIT,1,-1.1199,4.4262,-3.8229,COMEX,2023-10-01 00:00:00
360,2023-10-01,Precision Components,Precision Components,2312.42,USD/UNIT,1,1.0353,2.5085,-5.9938,COMEX,2023-10-01 00:00:00
361,2023-10-08,Thermal Systems,Thermal Systems,2705.42,USD/UNIT,1,-3.0665,-1.6682,2.4375,CME,2023-10-08 00:00:00
362,2023-10-08,Hydraulic Systems,Hydraulic Systems,1901.13,USD/UNIT,1,4.3315,0.9799,-0.7399,LME,2023-10-08 00:00:00
363,2023-10-08,Pneumatic Systems,Pneumatic Systems,1144.1,USD/UNIT,1,-1.2381,-3.8708,2.7276,COMEX,2023-10-08 00:00:00
364,2023-10-08,Alloys & Metals,Alloys & Metals,3270.2,USD/UNIT,1,-1.5099,-1.0697,-1.3455,COMEX,2023-10-08 00:00:00
365,2023-10-08,Polymers & Plastics,Polymers & Plastics,817.76,USD/UNIT,1,-1.2517,0.1379,-8.7908,ICE,2023-10-08 00:00:00
366,2023-10-08,Electronic Components,Electronic Components,135.34,USD/UNIT,1,-2.7462,5.2003,5.0533,LME,2023-10-08 00:00:00
367,2023-10-08,Reagents & Chemicals,Reagents & Chemicals,460.27,USD/UNIT,1,2.7743,2.0541,-4.2734,ICE,2023-10-08 00:00:00
368,2023-10-08,Bio-Robotics,Bio-Robotics,5402.67,USD/UNIT,1,-3.6663,-0.3461,4.3815,LME,2023-10-08 00:00:00
