INVENTORY_BALANCE_ID,PRODUCT_ID,SITE_ID,LOCATION_ID,LOT_ID,INVENTORY_STATUS,QUANTITY_ON_HAND,UNIT_OF_MEASURE_ID,LAST_TRANSACTION_DATE
401,452,7,2,401,AVAILABLE,684,1,2025-01-10 12:00:00
402,438,3,8,402,QC_HOLD,185,1,2025-01-10 12:00:00
403,466,8,9,403,QC_HOLD,462,1,2025-01-10 12:00:00
404,467,3,39,404,AVAILABLE,460,1,2025-01-10 12:00:00
405,392,2,23,405,QC_HOLD,703,1,2025-01-10 12:00:00
406,123,1,23,406,RESERVED,650,1,2025-01-10 12:00:00
407,159,2,18,407,QC_HOLD,1000,1,2025-01-10 12:00:00
408,387,4,22,408,QC_HOLD,964,1,2025-01-10 12:00:00
409,236,6,26,409,QC_HOLD,503,1,2025-01-10 12:00:00
410,171,1,37,410,RESERVED,910,1,2025-01-10 12:00:00
411,206,6,40,411,QC_HOLD,388,1,2025-01-10 12:00:00
412,340,4,9,412,RESERVED,526,1,2025-01-10 12:00:00
413,495,4,29,413,RESERVED,105,1,2025-01-10 12:00:00
414,192,4,15,414,AVAILABLE,830,1,2025-01-10 12:00:00
415,131,3,15,415,AVAILABLE,830,1,2025-01-10 12:00:00
416,213,3,19,416,AVAILABLE,950,1,2025-01-10 12:00:00
417,57,6,25,417,QC_HOLD,943,1,2025-01-10 12:00:00
418,67,1,1,418,QC_HOLD,51,1,2025-01-10 12:00:00
419,340,5,25,419,AVAILABLE,665,1,2025-01-10 12:00:00
420,301,1,34,420,RESERVED,481,1,2025-01-10 12:00:00
421,419,1,16,421,QC_HOLD,26,1,2025-01-10 12:00:00
422,312,1,33,422,RESERVED,390,1,2025-01-10 12:00:00
423,244,6,8,423,AVAILABLE,947,1,2025-01-10 12:00:00
424,55,4,39,424,RESERVED,933,1,2025-01-10 12:00:00
425,392,5,31,425,QC_HOLD,486,1,2025-01-10 12:00:00
426,73,7,37,426,AVAILABLE,466,1,2025-01-10 12:00:00
427,228,4,14,427,AVAILABLE,141,1,2025-01-10 12:00:00
428,57,5,31,428,RESERVED,145,1,2025-01-10 12:00:00
429,82,7,33,429,RESERVED,478,1,2025-01-10 12:00:00
430,5,8,16,430,RESERVED,572,1,2025-01-10 12:00:00
431,475,4,17,431,QC_HOLD,893,1,2025-01-10 12:00:00
432,134,7,27,432,QC_HOLD,183,1,2025-01-10 12:00:00
433,246,3,7,433,QC_HOLD,372,1,2025-01-10 12:00:00
434,69,7,12,434,AVAILABLE,436,1,2025-01-10 12:00:00
435,459,5,5,435,RESERVED,8,1,2025-01-10 12:00:00
436,383,8,32,436,QC_HOLD,811,1,2025-01-10 12:00:00
437,336,4,40,437,RESERVED,797,1,2025-01-10 12:00:00
438,124,8,14,438,QC_HOLD,12,1,2025-01-10 12:00:00
439,238,3,6,439,RESERVED,17,1,2025-01-10 12:00:00
440,325,2,2,440,AVAILABLE,215,1,2025-01-10 12:00:00
441,39,5,4,441,AVAILABLE,890,1,2025-01-10 12:00:00
442,169,7,10,442,RESERVED,656,1,2025-01-10 12:00:00
443,113,1,12,443,RESERVED,485,1,2025-01-10 12:00:00
444,35,3,23,444,QC_HOLD,234,1,2025-01-10 12:00:00
445,235,7,38,445,AVAILABLE,871,1,2025-01-10 12:00:00
446,446,5,17,446,QC_HOLD,263,1,2025-01-10 12:00:00
447,474,6,2,447,AVAILABLE,448,1,2025-01-10 12:00:00
448,160,2,9,448,AVAILABLE,828,1,2025-01-10 12:00:00
449,213,7,4,449,QC_HOLD,799,1,2025-01-10 12:00:00
450,35,4,20,450,QC_HOLD,260,1,2025-01-10 12:00:00
451,222,6,38,451,QC_HOLD,645,1,2025-01-10 12:00:00
452,257,3,19,452,QC_HOLD,178,1,2025-01-10 12:00:00
453,441,1,29,453,AVAILABLE,526,1,2025-01-10 12:00:00
454,304,6,33,454,QC_HOLD,949,1,2025-01-10 12:00:00
455,160,3,1,455,AVAILABLE,260,1,2025-01-10 12:00:00
456,7,6,37,456,RESERVED,133,1,2025-01-10 12:00:00
457,104,8,19,457,RESERVED,208,1,2025-01-10 12:00:00
458,54,8,22,458,RESERVED,948,1,2025-01-10 12:00:00
459,408,5,12,459,QC_HOLD,579,1,2025-01-10 12:00:00
460,341,8,39,460,AVAILABLE,203,1,2025-01-10 12:00:00
461,499,3,35,461,RESERVED,300,1,2025-01-10 12:00:00
462,149,6,13,462,AVAILABLE,218,1,2025-01-10 12:00:00
463,433,6,27,463,AVAILABLE,75,1,2025-01-10 12:00:00
464,1,5,28,464,AVAILABLE,842,1,2025-01-10 12:00:00
465,225,7,34,465,RESERVED,564,1,2025-01-10 12:00:00
466,404,7,28,466,QC_HOLD,455,1,2025-01-10 12:00:00
467,39,2,24,467,AVAILABLE,122,1,2025-01-10 12:00:00
468,299,8,15,468,QC_HOLD,339,1,2025-01-10 12:00:00
469,413,1,32,469,RESERVED,795,1,2025-01-10 12:00:00
470,240,6,25,470,RESERVED,977,1,2025-01-10 12:00:00
471,305,7,2,471,AVAILABLE,578,1,2025-01-10 12:00:00
472,43,5,31,472,QC_HOLD,306,1,2025-01-10 12:00:00
473,381,3,8,473,QC_HOLD,785,1,2025-01-10 12:00:00
474,107,2,14,474,AVAILABLE,723,1,2025-01-10 12:00:00
475,303,3,16,475,QC_HOLD,307,1,2025-01-10 12:00:00
476,65,3,33,476,AVAILABLE,613,1,2025-01-10 12:00:00
477,222,3,16,477,QC_HOLD,991,1,2025-01-10 12:00:00
478,71,8,33,478,AVAILABLE,329,1,2025-01-10 12:00:00
479,456,5,11,479,RESERVED,286,1,2025-01-10 12:00:00
480,223,8,3,480,RESERVED,828,1,2025-01-10 12:00:00
481,186,3,10,481,RESERVED,699,1,2025-01-10 12:00:00
482,7,8,15,482,QC_HOLD,777,1,2025-01-10 12:00:00
483,8,8,26,483,QC_HOLD,867,1,2025-01-10 12:00:00
484,121,5,33,484,AVAILABLE,669,1,2025-01-10 12:00:00
485,170,1,18,485,AVAILABLE,838,1,2025-01-10 12:00:00
486,233,6,13,486,QC_HOLD,946,1,2025-01-10 12:00:00
487,216,8,13,487,QC_HOLD,735,1,2025-01-10 12:00:00
488,3,6,34,488,QC_HOLD,224,1,2025-01-10 12:00:00
489,411,3,13,489,QC_HOLD,696,1,2025-01-10 12:00:00
490,24,4,36,490,QC_HOLD,320,1,2025-01-10 12:00:00
491,432,3,2,491,RESERVED,646,1,2025-01-10 12:00:00
492,59,2,12,492,QC_HOLD,816,1,2025-01-10 12:00:00
493,177,5,9,493,QC_HOLD,399,1,2025-01-10 12:00:00
494,449,2,22,494,QC_HOLD,605,1,2025-01-10 12:00:00
495,347,2,13,495,RESERVED,521,1,2025-01-10 12:00:00
496,447,2,34,496,RESERVED,393,1,2025-01-10 12:00:00
497,333,5,30,497,RESERVED,600,1,2025-01-10 12:00:00
498,444,7,4,498,RESERVED,872,1,2025-01-10 12:00:00
499,308,1,27,499,RESERVED,637,1,2025-01-10 12:00:00
500,375,8,19,500,QC_HOLD,267,1,2025-01-10 12:00:00
501,358,7,6,501,RESERVED,430,1,2025-01-10 12:00:00
502,448,6,8,502,RESERVED,989,1,2025-01-10 12:00:00
503,72,5,1,503,QC_HOLD,628,1,2025-01-10 12:00:00
504,459,3,27,504,RESERVED,795,1,2025-01-10 12:00:00
505,201,1,5,505,QC_HOLD,908,1,2025-01-10 12:00:00
506,177,8,21,506,QC_HOLD,5,1,2025-01-10 12:00:00
507,286,1,5,507,AVAILABLE,188,1,2025-01-10 12:00:00
508,170,7,40,508,RESERVED,124,1,2025-01-10 12:00:00
509,288,4,3,509,RESERVED,901,1,2025-01-10 12:00:00
510,456,8,2,510,QC_HOLD,619,1,2025-01-10 12:00:00
511,97,6,7,511,RESERVED,135,1,2025-01-10 12:00:00
512,40,7,4,512,AVAILABLE,599,1,2025-01-10 12:00:00
513,36,6,24,513,RESERVED,379,1,2025-01-10 12:00:00
514,419,4,30,514,RESERVED,553,1,2025-01-10 12:00:00
515,57,5,27,515,AVAILABLE,185,1,2025-01-10 12:00:00
516,210,3,30,516,AVAILABLE,604,1,2025-01-10 12:00:00
517,435,5,5,517,RESERVED,575,1,2025-01-10 12:00:00
518,424,2,28,518,RESERVED,789,1,2025-01-10 12:00:00
519,151,4,7,519,RESERVED,359,1,2025-01-10 12:00:00
520,83,1,19,520,RESERVED,515,1,2025-01-10 12:00:00
521,198,7,31,521,QC_HOLD,26,1,2025-01-10 12:00:00
522,322,2,6,522,QC_HOLD,878,1,2025-01-10 12:00:00
523,407,1,32,523,AVAILABLE,192,1,2025-01-10 12:00:00
524,115,1,15,524,AVAILABLE,457,1,2025-01-10 12:00:00
525,473,4,38,525,AVAILABLE,750,1,2025-01-10 12:00:00
526,69,3,22,526,QC_HOLD,6,1,2025-01-10 12:00:00
527,314,8,11,527,RESERVED,205,1,2025-01-10 12:00:00
528,432,6,12,528,QC_HOLD,186,1,2025-01-10 12:00:00
529,27,2,6,529,QC_HOLD,4,1,2025-01-10 12:00:00
530,169,6,40,530,AVAILABLE,782,1,2025-01-10 12:00:00
531,145,8,4,531,RESERVED,38,1,2025-01-10 12:00:00
532,421,2,31,532,AVAILABLE,411,1,2025-01-10 12:00:00
533,32,8,5,533,AVAILABLE,724,1,2025-01-10 12:00:00
534,378,7,26,534,QC_HOLD,901,1,2025-01-10 12:00:00
535,69,8,5,535,RESERVED,156,1,2025-01-10 12:00:00
536,136,7,29,536,QC_HOLD,786,1,2025-01-10 12:00:00
537,385,2,21,537,RESERVED,90,1,2025-01-10 12:00:00
538,148,8,15,538,RESERVED,171,1,2025-01-10 12:00:00
539,421,6,13,539,RESERVED,54,1,2025-01-10 12:00:00
540,205,7,20,540,AVAILABLE,51,1,2025-01-10 12:00:00
541,370,6,16,541,QC_HOLD,571,1,2025-01-10 12:00:00
542,406,4,7,542,QC_HOLD,919,1,2025-01-10 12:00:00
543,465,2,20,543,QC_HOLD,563,1,2025-01-10 12:00:00
544,118,6,2,544,QC_HOLD,18,1,2025-01-10 12:00:00
545,256,5,38,545,AVAILABLE,712,1,2025-01-10 12:00:00
546,173,5,36,546,QC_HOLD,708,1,2025-01-10 12:00:00
547,313,2,31,547,RESERVED,57,1,2025-01-10 12:00:00
548,245,4,33,548,QC_HOLD,404,1,2025-01-10 12:00:00
549,54,5,7,549,QC_HOLD,235,1,2025-01-10 12:00:00
550,295,2,27,550,RESERVED,206,1,2025-01-10 12:00:00
551,453,5,6,551,AVAILABLE,81,1,2025-01-10 12:00:00
552,240,1,15,552,RESERVED,826,1,2025-01-10 12:00:00
553,352,3,39,553,AVAILABLE,990,1,2025-01-10 12:00:00
554,442,4,25,554,QC_HOLD,804,1,2025-01-10 12:00:00
555,156,4,30,555,RESERVED,510,1,2025-01-10 12:00:00
556,266,3,17,556,RESERVED,223,1,2025-01-10 12:00:00
557,335,6,16,557,QC_HOLD,218,1,2025-01-10 12:00:00
558,225,3,16,558,AVAILABLE,977,1,2025-01-10 12:00:00
559,148,8,2,559,QC_HOLD,113,1,2025-01-10 12:00:00
560,364,7,9,560,AVAILABLE,237,1,2025-01-10 12:00:00
561,317,2,36,561,AVAILABLE,168,1,2025-01-10 12:00:00
562,372,3,37,562,AVAILABLE,208,1,2025-01-10 12:00:00
563,28,1,17,563,QC_HOLD,945,1,2025-01-10 12:00:00
564,136,3,31,564,AVAILABLE,157,1,2025-01-10 12:00:00
565,147,8,19,565,QC_HOLD,67,1,2025-01-10 12:00:00
566,334,8,15,566,QC_HOLD,628,1,2025-01-10 12:00:00
567,303,2,35,567,QC_HOLD,920,1,2025-01-10 12:00:00
568,133,5,38,568,AVAILABLE,999,1,2025-01-10 12:00:00
569,140,6,24,569,RESERVED,433,1,2025-01-10 12:00:00
570,141,5,25,570,RESERVED,668,1,2025-01-10 12:00:00
571,236,2,12,571,AVAILABLE,934,1,2025-01-10 12:00:00
572,336,4,22,572,AVAILABLE,560,1,2025-01-10 12:00:00
573,190,4,5,573,AVAILABLE,438,1,2025-01-10 12:00:00
574,331,6,39,574,RESERVED,972,1,2025-01-10 12:00:00
575,197,5,4,575,AVAILABLE,836,1,2025-01-10 12:00:00
576,303,6,20,576,AVAILABLE,891,1,2025-01-10 12:00:00
577,100,3,40,577,RESERVED,443,1,2025-01-10 12:00:00
578,311,2,31,578,RESERVED,851,1,2025-01-10 12:00:00
579,357,2,38,579,QC_HOLD,585,1,2025-01-10 12:00:00
580,19,7,8,580,AVAILABLE,540,1,2025-01-10 12:00:00
581,21,2,33,581,QC_HOLD,926,1,2025-01-10 12:00:00
582,191,5,40,582,AVAILABLE,912,1,2025-01-10 12:00:00
583,310,8,8,583,RESERVED,651,1,2025-01-10 12:00:00
584,123,2,5,584,RESERVED,819,1,2025-01-10 12:00:00
585,275,4,22,585,RESERVED,533,1,2025-01-10 12:00:00
586,246,2,28,586,RESERVED,467,1,2025-01-10 12:00:00
587,89,3,5,587,QC_HOLD,281,1,2025-01-10 12:00:00
588,179,3,21,588,AVAILABLE,411,1,2025-01-10 12:00:00
589,469,3,3,589,AVAILABLE,952,1,2025-01-10 12:00:00
590,337,2,18,590,RESERVED,89,1,2025-01-10 12:00:00
591,368,6,1,591,AVAILABLE,150,1,2025-01-10 12:00:00
592,87,7,24,592,RESERVED,0,1,2025-01-10 12:00:00
593,289,3,35,593,AVAILABLE,843,1,2025-01-10 12:00:00
594,266,5,23,594,RESERVED,737,1,2025-01-10 12:00:00
595,205,4,35,595,QC_HOLD,496,1,2025-01-10 12:00:00
596,159,3,32,596,AVAILABLE,577,1,2025-01-10 12:00:00
597,293,3,34,597,RESERVED,1000,1,2025-01-10 12:00:00
598,447,3,39,598,AVAILABLE,865,1,2025-01-10 12:00:00
599,45,5,15,599,RESERVED,180,1,2025-01-10 12:00:00
600,204,3,30,600,RESERVED,208,1,2025-01-10 12:00:00
601,161,4,10,601,AVAILABLE,535,1,2025-01-10 12:00:00
602,370,7,23,602,AVAILABLE,284,1,2025-01-10 12:00:00
603,381,1,32,603,AVAILABLE,540,1,2025-01-10 12:00:00
604,463,2,13,604,AVAILABLE,114,1,2025-01-10 12:00:00
605,308,6,40,605,QC_HOLD,105,1,2025-01-10 12:00:00
606,355,3,30,606,QC_HOLD,789,1,2025-01-10 12:00:00
607,306,3,34,607,RESERVED,855,1,2025-01-10 12:00:00
608,243,3,23,608,RESERVED,936,1,2025-01-10 12:00:00
609,255,3,29,609,AVAILABLE,865,1,2025-01-10 12:00:00
610,234,6,12,610,RESERVED,156,1,2025-01-10 12:00:00
611,344,4,24,611,RESERVED,834,1,2025-01-10 12:00:00
612,72,2,17,612,AVAILABLE,829,1,2025-01-10 12:00:00
613,128,3,37,613,RESERVED,318,1,2025-01-10 12:00:00
614,98,1,21,614,QC_HOLD,436,1,2025-01-10 12:00:00
615,346,7,23,615,RESERVED,230,1,2025-01-10 12:00:00
616,107,2,4,616,RESERVED,682,1,2025-01-10 12:00:00
617,180,6,11,617,RESERVED,64,1,2025-01-10 12:00:00
618,80,1,14,618,AVAILABLE,444,1,2025-01-10 12:00:00
619,288,6,36,619,QC_HOLD,734,1,2025-01-10 12:00:00
620,482,3,11,620,AVAILABLE,713,1,2025-01-10 12:00:00
621,17,4,27,621,RESERVED,586,1,2025-01-10 12:00:00
622,214,7,3,622,RESERVED,185,1,2025-01-10 12:00:00
623,477,8,33,623,RESERVED,819,1,2025-01-10 12:00:00
624,427,4,24,624,RESERVED,638,1,2025-01-10 12:00:00
625,410,1,16,625,RESERVED,285,1,2025-01-10 12:00:00
626,211,2,26,626,QC_HOLD,746,1,2025-01-10 12:00:00
627,451,5,28,627,QC_HOLD,38,1,2025-01-10 12:00:00
628,319,3,17,628,QC_HOLD,260,1,2025-01-10 12:00:00
629,34,2,21,629,RESERVED,764,1,2025-01-10 12:00:00
630,287,7,36,630,RESERVED,52,1,2025-01-10 12:00:00
631,236,8,6,631,AVAILABLE,293,1,2025-01-10 12:00:00
632,429,1,34,632,QC_HOLD,713,1,2025-01-10 12:00:00
633,132,8,21,633,RESERVED,399,1,2025-01-10 12:00:00
634,443,2,5,634,AVAILABLE,390,1,2025-01-10 12:00:00
635,53,2,20,635,QC_HOLD,300,1,2025-01-10 12:00:00
636,499,3,9,636,QC_HOLD,503,1,2025-01-10 12:00:00
637,149,6,14,637,AVAILABLE,362,1,2025-01-10 12:00:00
638,248,3,23,638,QC_HOLD,811,1,2025-01-10 12:00:00
639,59,1,7,639,QC_HOLD,289,1,2025-01-10 12:00:00
640,352,6,25,640,RESERVED,78,1,2025-01-10 12:00:00
641,139,6,19,641,AVAILABLE,533,1,2025-01-10 12:00:00
642,412,3,37,642,AVAILABLE,539,1,2025-01-10 12:00:00
643,159,3,26,643,RESERVED,41,1,2025-01-10 12:00:00
644,496,3,37,644,AVAILABLE,569,1,2025-01-10 12:00:00
645,112,4,12,645,QC_HOLD,439,1,2025-01-10 12:00:00
646,360,6,4,646,RESERVED,822,1,2025-01-10 12:00:00
647,345,5,34,647,RESERVED,223,1,2025-01-10 12:00:00
648,482,7,11,648,AVAILABLE,347,1,2025-01-10 12:00:00
649,31,6,16,649,RESERVED,404,1,2025-01-10 12:00:00
650,232,7,31,650,RESERVED,406,1,2025-01-10 12:00:00
651,351,6,29,651,QC_HOLD,707,1,2025-01-10 12:00:00
652,293,2,13,652,AVAILABLE,442,1,2025-01-10 12:00:00
653,212,5,11,653,RESERVED,472,1,2025-01-10 12:00:00
654,34,8,8,654,QC_HOLD,760,1,2025-01-10 12:00:00
655,430,3,6,655,AVAILABLE,528,1,2025-01-10 12:00:00
656,19,8,6,656,QC_HOLD,208,1,2025-01-10 12:00:00
657,19,2,10,657,RESERVED,366,1,2025-01-10 12:00:00
658,113,4,16,658,QC_HOLD,59,1,2025-01-10 12:00:00
659,382,3,25,659,QC_HOLD,865,1,2025-01-10 12:00:00
660,61,1,27,660,AVAILABLE,84,1,2025-01-10 12:00:00
661,68,3,29,661,RESERVED,959,1,2025-01-10 12:00:00
662,488,4,6,662,QC_HOLD,529,1,2025-01-10 12:00:00
663,413,4,20,663,AVAILABLE,137,1,2025-01-10 12:00:00
664,30,5,1,664,RESERVED,792,1,2025-01-10 12:00:00
665,499,7,17,665,QC_HOLD,877,1,2025-01-10 12:00:00
666,484,4,11,666,AVAILABLE,469,1,2025-01-10 12:00:00
667,11,4,37,667,RESERVED,720,1,2025-01-10 12:00:00
668,26,7,7,668,RESERVED,618,1,2025-01-10 12:00:00
669,85,3,33,669,QC_HOLD,484,1,2025-01-10 12:00:00
670,187,5,7,670,AVAILABLE,660,1,2025-01-10 12:00:00
671,336,7,8,671,QC_HOLD,200,1,2025-01-10 12:00:00
672,313,1,25,672,RESERVED,80,1,2025-01-10 12:00:00
673,45,3,29,673,AVAILABLE,959,1,2025-01-10 12:00:00
674,227,5,26,674,QC_HOLD,116,1,2025-01-10 12:00:00
675,353,2,33,675,RESERVED,302,1,2025-01-10 12:00:00
676,23,8,8,676,QC_HOLD,181,1,2025-01-10 12:00:00
677,489,8,14,677,QC_HOLD,306,1,2025-01-10 12:00:00
678,124,5,34,678,RESERVED,820,1,2025-01-10 12:00:00
679,221,2,2,679,RESERVED,432,1,2025-01-10 12:00:00
680,177,1,2,680,AVAILABLE,703,1,2025-01-10 12:00:00
681,489,1,5,681,AVAILABLE,22,1,2025-01-10 12:00:00
682,42,8,40,682,RESERVED,914,1,2025-01-10 12:00:00
683,29,1,24,683,AVAILABLE,877,1,2025-01-10 12:00:00
684,340,2,24,684,QC_HOLD,75,1,2025-01-10 12:00:00
685,470,5,3,685,QC_HOLD,78,1,2025-01-10 12:00:00
686,152,2,5,686,RESERVED,688,1,2025-01-10 12:00:00
687,434,6,30,687,QC_HOLD,459,1,2025-01-10 12:00:00
688,49,8,23,688,QC_HOLD,774,1,2025-01-10 12:00:00
689,66,4,21,689,QC_HOLD,622,1,2025-01-10 12:00:00
690,301,2,32,690,RESERVED,281,1,2025-01-10 12:00:00
691,435,3,13,691,RESERVED,54,1,2025-01-10 12:00:00
692,500,7,22,692,RESERVED,974,1,2025-01-10 12:00:00
693,350,6,6,693,AVAILABLE,274,1,2025-01-10 12:00:00
694,484,2,12,694,QC_HOLD,430,1,2025-01-10 12:00:00
695,162,2,21,695,AVAILABLE,296,1,2025-01-10 12:00:00
696,285,5,22,696,AVAILABLE,595,1,2025-01-10 12:00:00
697,284,8,19,697,QC_HOLD,245,1,2025-01-10 12:00:00
698,91,7,36,698,QC_HOLD,778,1,2025-01-10 12:00:00
699,336,1,40,699,AVAILABLE,894,1,2025-01-10 12:00:00
700,17,3,2,700,RESERVED,943,1,2025-01-10 12:00:00
701,488,7,32,701,QC_HOLD,25,1,2025-01-10 12:00:00
702,320,3,18,702,RESERVED,799,1,2025-01-10 12:00:00
703,111,8,4,703,AVAILABLE,356,1,2025-01-10 12:00:00
704,397,5,28,704,AVAILABLE,174,1,2025-01-10 12:00:00
705,398,4,15,705,QC_HOLD,822,1,2025-01-10 12:00:00
706,77,7,7,706,RESERVED,779,1,2025-01-10 12:00:00
707,471,8,12,707,AVAILABLE,846,1,2025-01-10 12:00:00
708,322,4,4,708,AVAILABLE,599,1,2025-01-10 12:00:00
709,12,6,3,709,AVAILABLE,529,1,2025-01-10 12:00:00
710,419,4,6,710,QC_HOLD,216,1,2025-01-10 12:00:00
711,35,7,6,711,AVAILABLE,647,1,2025-01-10 12:00:00
712,178,2,29,712,AVAILABLE,743,1,2025-01-10 12:00:00
713,47,5,33,713,QC_HOLD,924,1,2025-01-10 12:00:00
714,103,8,40,714,RESERVED,659,1,2025-01-10 12:00:00
715,98,5,17,715,QC_HOLD,129,1,2025-01-10 12:00:00
716,52,4,34,716,AVAILABLE,205,1,2025-01-10 12:00:00
717,468,1,10,717,QC_HOLD,209,1,2025-01-10 12:00:00
718,466,1,23,718,RESERVED,528,1,2025-01-10 12:00:00
719,190,5,27,719,QC_HOLD,282,1,2025-01-10 12:00:00
720,257,7,19,720,AVAILABLE,527,1,2025-01-10 12:00:00
721,348,2,38,721,RESERVED,964,1,2025-01-10 12:00:00
722,209,2,37,722,AVAILABLE,39,1,2025-01-10 12:00:00
723,40,6,4,723,RESERVED,242,1,2025-01-10 12:00:00
724,151,7,33,724,QC_HOLD,310,1,2025-01-10 12:00:00
725,498,8,3,725,QC_HOLD,271,1,2025-01-10 12:00:00
726,483,8,22,726,RESERVED,632,1,2025-01-10 12:00:00
727,152,2,16,727,QC_HOLD,530,1,2025-01-10 12:00:00
728,415,6,1,728,QC_HOLD,70,1,2025-01-10 12:00:00
729,465,7,24,729,QC_HOLD,954,1,2025-01-10 12:00:00
730,440,5,19,730,QC_HOLD,1,1,2025-01-10 12:00:00
731,7,5,17,731,RESERVED,626,1,2025-01-10 12:00:00
732,489,6,16,732,QC_HOLD,840,1,2025-01-10 12:00:00
733,294,3,8,733,AVAILABLE,269,1,2025-01-10 12:00:00
734,333,5,6,734,AVAILABLE,618,1,2025-01-10 12:00:00
735,330,3,40,735,RESERVED,426,1,2025-01-10 12:00:00
736,120,2,9,736,QC_HOLD,721,1,2025-01-10 12:00:00
737,462,3,17,737,RESERVED,911,1,2025-01-10 12:00:00
738,468,6,28,738,QC_HOLD,594,1,2025-01-10 12:00:00
739,3,7,11,739,QC_HOLD,514,1,2025-01-10 12:00:00
740,462,5,19,740,QC_HOLD,957,1,2025-01-10 12:00:00
741,337,5,37,741,QC_HOLD,893,1,2025-01-10 12:00:00
742,246,1,40,742,RESERVED,146,1,2025-01-10 12:00:00
743,133,7,21,743,RESERVED,150,1,2025-01-10 12:00:00
744,196,6,35,744,AVAILABLE,362,1,2025-01-10 12:00:00
745,315,4,15,745,RESERVED,570,1,2025-01-10 12:00:00
746,62,7,39,746,AVAILABLE,39,1,2025-01-10 12:00:00
747,361,6,20,747,RESERVED,917,1,2025-01-10 12:00:00
748,262,7,24,748,AVAILABLE,279,1,2025-01-10 12:00:00
749,432,5,6,749,QC_HOLD,153,1,2025-01-10 12:00:00
750,51,4,32,750,AVAILABLE,512,1,2025-01-10 12:00:00
751,448,6,8,751,QC_HOLD,739,1,2025-01-10 12:00:00
752,393,5,25,752,QC_HOLD,746,1,2025-01-10 12:00:00
753,336,2,8,753,QC_HOLD,733,1,2025-01-10 12:00:00
754,487,5,17,754,QC_HOLD,499,1,2025-01-10 12:00:00
755,94,4,27,755,AVAILABLE,366,1,2025-01-10 12:00:00
756,401,3,7,756,QC_HOLD,693,1,2025-01-10 12:00:00
757,453,6,17,757,QC_HOLD,291,1,2025-01-10 12:00:00
758,180,7,34,758,AVAILABLE,472,1,2025-01-10 12:00:00
759,39,2,9,759,AVAILABLE,821,1,2025-01-10 12:00:00
760,455,5,4,760,QC_HOLD,894,1,2025-01-10 12:00:00
761,278,5,4,761,QC_HOLD,734,1,2025-01-10 12:00:00
762,214,2,17,762,RESERVED,569,1,2025-01-10 12:00:00
763,494,5,3,763,QC_HOLD,549,1,2025-01-10 12:00:00
764,164,2,25,764,QC_HOLD,893,1,2025-01-10 12:00:00
765,391,6,16,765,AVAILABLE,476,1,2025-01-10 12:00:00
766,23,7,22,766,RESERVED,745,1,2025-01-10 12:00:00
767,225,8,38,767,AVAILABLE,932,1,2025-01-10 12:00:00
768,320,3,39,768,RESERVED,307,1,2025-01-10 12:00:00
769,405,1,22,769,AVAILABLE,590,1,2025-01-10 12:00:00
770,124,3,9,770,AVAILABLE,344,1,2025-01-10 12:00:00
771,314,8,31,771,QC_HOLD,222,1,2025-01-10 12:00:00
772,479,3,11,772,QC_HOLD,530,1,2025-01-10 12:00:00
773,31,8,15,773,AVAILABLE,167,1,2025-01-10 12:00:00
774,122,5,17,774,AVAILABLE,180,1,2025-01-10 12:00:00
775,396,1,24,775,AVAILABLE,357,1,2025-01-10 12:00:00
776,429,6,26,776,RESERVED,202,1,2025-01-10 12:00:00
777,113,8,32,777,RESERVED,106,1,2025-01-10 12:00:00
778,152,4,4,778,AVAILABLE,753,1,2025-01-10 12:00:00
779,378,6,25,779,QC_HOLD,814,1,2025-01-10 12:00:00
780,82,5,12,780,AVAILABLE,17,1,2025-01-10 12:00:00
781,483,8,5,781,QC_HOLD,505,1,2025-01-10 12:00:00
782,375,3,22,782,RESERVED,439,1,2025-01-10 12:00:00
783,13,1,34,783,AVAILABLE,436,1,2025-01-10 12:00:00
784,245,1,17,784,RESERVED,391,1,2025-01-10 12:00:00
785,183,1,14,785,RESERVED,636,1,2025-01-10 12:00:00
786,415,7,31,786,RESERVED,681,1,2025-01-10 12:00:00
787,149,8,38,787,RESERVED,517,1,2025-01-10 12:00:00
788,221,3,40,788,RESERVED,85,1,2025-01-10 12:00:00
789,174,2,11,789,RESERVED,31,1,2025-01-10 12:00:00
790,33,5,38,790,QC_HOLD,330,1,2025-01-10 12:00:00
791,229,3,28,791,RESERVED,530,1,2025-01-10 12:00:00
792,91,5,6,792,AVAILABLE,528,1,2025-01-10 12:00:00
793,438,8,13,793,QC_HOLD,604,1,2025-01-10 12:00:00
794,48,1,4,794,QC_HOLD,845,1,2025-01-10 12:00:00
795,48,7,15,795,RESERVED,389,1,2025-01-10 12:00:00
796,49,5,3,796,QC_HOLD,367,1,2025-01-10 12:00:00
797,313,6,39,797,AVAILABLE,637,1,2025-01-10 12:00:00
798,143,1,23,798,RESERVED,678,1,2025-01-10 12:00:00
799,209,1,23,799,QC_HOLD,307,1,2025-01-10 12:00:00
800,286,5,26,800,RESERVED,761,1,2025-01-10 12:00:00
801,79,7,30,801,QC_HOLD,363,1,2025-01-10 12:00:00
802,428,4,35,802,RESERVED,430,1,2025-01-10 12:00:00
803,441,8,36,803,RESERVED,593,1,2025-01-10 12:00:00
804,248,5,13,804,AVAILABLE,79,1,2025-01-10 12:00:00
