SUPPLIER_PRODUCT_ID,SUPPLIER_ID,PRODUCT_ID,SUPPLIER_PART_NUMBER,SUPPLIER_PRODUCT_DESCRIPTION,LEAD_TIME_DAYS,MINIMUM_ORDER_QUANTITY,ORDER_MULTIPLE,UNIT_PRICE,PRICE_UNIT_OF_MEASURE_ID,CURRENCY_ID,PREFERRED_SUPPLIER_FLAG,EFFECTIVE_DATE,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
132,78,388,SP-00000132,Supplier Part 132,34,68,8,3718.73,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
133,104,6,SP-00000133,Supplier Part 133,7,55,4,883.38,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
134,8,405,SP-00000134,Supplier Part 134,33,94,1,2023.99,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
135,7,489,SP-00000135,Supplier Part 135,46,41,2,1362.8,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
136,90,353,SP-00000136,Supplier Part 136,41,86,7,2833.44,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
137,59,464,SP-00000137,Supplier Part 137,38,91,1,1455.64,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
138,149,429,SP-00000138,Supplier Part 138,28,57,3,1099.08,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
139,176,32,SP-00000139,Supplier Part 139,8,97,2,2105.91,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
140,38,302,SP-00000140,Supplier Part 140,24,79,10,434.87,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
141,188,471,SP-00000141,Supplier Part 141,11,57,8,4465.51,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
142,197,183,SP-00000142,Supplier Part 142,15,95,5,3043.37,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
143,199,388,SP-00000143,Supplier Part 143,11,32,1,4017.25,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
144,164,342,SP-00000144,Supplier Part 144,50,35,3,1931.1,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
145,172,420,SP-00000145,Supplier Part 145,58,46,2,3808.3,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
146,149,82,SP-00000146,Supplier Part 146,21,42,6,2515.28,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
147,80,279,SP-00000147,Supplier Part 147,26,81,2,2821.03,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
148,59,48,SP-00000148,Supplier Part 148,60,68,9,3543.48,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
149,82,430,SP-00000149,Supplier Part 149,30,86,3,2729.5,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
150,2,234,SP-00000150,Supplier Part 150,14,5,2,3124.42,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
151,58,70,SP-00000151,Supplier Part 151,55,11,3,2583.94,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
152,46,241,SP-00000152,Supplier Part 152,29,54,10,4813.63,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
153,137,5,SP-00000153,Supplier Part 153,10,80,6,3394.32,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
154,178,147,SP-00000154,Supplier Part 154,35,47,4,1659.29,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
155,10,439,SP-00000155,Supplier Part 155,31,77,9,2925.45,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
156,117,269,SP-00000156,Supplier Part 156,46,49,9,722.91,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
157,197,241,SP-00000157,Supplier Part 157,36,9,5,3833.7,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
158,184,257,SP-00000158,Supplier Part 158,41,69,2,4424.08,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
159,110,242,SP-00000159,Supplier Part 159,60,90,1,1449.28,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
160,5,260,SP-00000160,Supplier Part 160,44,96,2,4872.59,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
161,177,451,SP-00000161,Supplier Part 161,8,50,8,4187.91,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
162,54,4,SP-00000162,Supplier Part 162,18,31,3,3039.65,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
163,148,160,SP-00000163,Supplier Part 163,30,42,3,1489.65,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
164,19,20,SP-00000164,Supplier Part 164,35,20,5,275.58,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
165,100,439,SP-00000165,Supplier Part 165,12,16,3,1689.81,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
166,92,16,SP-00000166,Supplier Part 166,27,7,4,4017.61,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
167,142,194,SP-00000167,Supplier Part 167,15,90,1,45.18,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
168,30,109,SP-00000168,Supplier Part 168,9,10,9,1904.6,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
169,89,71,SP-00000169,Supplier Part 169,17,82,7,107.46,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
170,161,279,SP-00000170,Supplier Part 170,18,28,9,2904.92,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
171,6,405,SP-00000171,Supplier Part 171,37,63,1,3083.91,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
172,142,37,SP-00000172,Supplier Part 172,49,32,8,2563.6,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
173,171,28,SP-00000173,Supplier Part 173,32,30,9,1000.64,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
174,180,357,SP-00000174,Supplier Part 174,15,74,10,1572.25,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
175,193,349,SP-00000175,Supplier Part 175,28,11,9,3360.58,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
176,126,242,SP-00000176,Supplier Part 176,28,37,10,3561.28,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
177,49,258,SP-00000177,Supplier Part 177,50,96,6,4960.48,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
178,193,123,SP-00000178,Supplier Part 178,14,40,3,4262.91,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
179,176,365,SP-00000179,Supplier Part 179,16,53,5,513.26,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
180,110,413,SP-00000180,Supplier Part 180,12,1,5,1424.0,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
181,127,255,SP-00000181,Supplier Part 181,36,25,9,2084.51,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
182,77,42,SP-00000182,Supplier Part 182,56,72,1,1699.97,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
183,165,203,SP-00000183,Supplier Part 183,55,23,10,4852.11,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
184,186,272,SP-00000184,Supplier Part 184,18,87,1,126.87,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
185,174,482,SP-00000185,Supplier Part 185,58,49,9,871.31,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
186,108,476,SP-00000186,Supplier Part 186,35,62,3,2558.98,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
187,113,115,SP-00000187,Supplier Part 187,28,50,5,4291.65,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
188,165,164,SP-00000188,Supplier Part 188,15,16,3,4212.48,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
189,173,21,SP-00000189,Supplier Part 189,39,43,5,356.15,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
190,16,331,SP-00000190,Supplier Part 190,31,4,5,2733.93,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
191,24,22,SP-00000191,Supplier Part 191,45,79,6,863.95,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
192,60,240,SP-00000192,Supplier Part 192,17,37,6,3406.09,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
193,19,398,SP-00000193,Supplier Part 193,53,7,10,181.34,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
194,83,456,SP-00000194,Supplier Part 194,42,39,1,2322.65,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
195,190,325,SP-00000195,Supplier Part 195,60,78,4,4106.42,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
196,69,323,SP-00000196,Supplier Part 196,17,52,6,4190.78,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
197,115,332,SP-00000197,Supplier Part 197,7,45,5,2479.58,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
198,47,260,SP-00000198,Supplier Part 198,11,62,7,4050.59,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
199,90,258,SP-00000199,Supplier Part 199,22,79,6,4259.86,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
200,130,30,SP-00000200,Supplier Part 200,52,21,8,4740.82,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
201,44,205,SP-00000201,Supplier Part 201,53,55,4,2653.04,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
202,26,399,SP-00000202,Supplier Part 202,35,91,1,928.31,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
203,158,343,SP-00000203,Supplier Part 203,44,73,6,4937.2,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
204,112,402,SP-00000204,Supplier Part 204,35,56,1,3481.2,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
205,45,475,SP-00000205,Supplier Part 205,8,84,9,3307.87,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
206,149,87,SP-00000206,Supplier Part 206,37,56,8,2465.4,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
207,14,118,SP-00000207,Supplier Part 207,34,89,4,2883.37,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
208,58,96,SP-00000208,Supplier Part 208,33,14,4,686.29,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
209,38,10,SP-00000209,Supplier Part 209,7,38,10,768.21,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
210,150,435,SP-00000210,Supplier Part 210,43,99,4,2699.19,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
211,138,454,SP-00000211,Supplier Part 211,25,13,7,17.55,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
212,51,280,SP-00000212,Supplier Part 212,39,71,6,4601.97,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
213,90,230,SP-00000213,Supplier Part 213,38,79,1,4928.92,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
214,168,287,SP-00000214,Supplier Part 214,60,40,4,1195.4,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
215,6,454,SP-00000215,Supplier Part 215,51,95,4,1161.06,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
216,59,351,SP-00000216,Supplier Part 216,46,19,4,1811.3,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
217,200,133,SP-00000217,Supplier Part 217,38,78,10,2283.31,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
218,147,105,SP-00000218,Supplier Part 218,20,7,3,1946.68,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
219,63,482,SP-00000219,Supplier Part 219,22,89,7,2760.95,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
220,88,334,SP-00000220,Supplier Part 220,17,30,8,4287.51,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
221,39,303,SP-00000221,Supplier Part 221,16,21,7,3195.42,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
222,13,353,SP-00000222,Supplier Part 222,14,86,9,4902.91,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
223,5,108,SP-00000223,Supplier Part 223,51,54,10,2956.64,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
224,13,453,SP-00000224,Supplier Part 224,37,52,4,4989.18,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
225,59,124,SP-00000225,Supplier Part 225,29,60,4,932.67,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
226,93,105,SP-00000226,Supplier Part 226,11,61,6,2943.78,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
227,47,303,SP-00000227,Supplier Part 227,34,90,2,3082.94,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
228,36,389,SP-00000228,Supplier Part 228,20,57,2,2834.26,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
229,22,50,SP-00000229,Supplier Part 229,45,45,4,2506.61,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
230,71,87,SP-00000230,Supplier Part 230,29,53,3,3229.62,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
231,144,214,SP-00000231,Supplier Part 231,48,41,10,2189.73,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
232,167,143,SP-00000232,Supplier Part 232,17,98,4,3961.61,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
233,96,198,SP-00000233,Supplier Part 233,40,85,8,2348.25,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
234,118,344,SP-00000234,Supplier Part 234,20,65,6,1559.03,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
235,169,479,SP-00000235,Supplier Part 235,14,25,7,3319.3,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
236,3,165,SP-00000236,Supplier Part 236,59,92,8,897.79,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
237,119,326,SP-00000237,Supplier Part 237,28,88,9,4990.98,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
238,91,297,SP-00000238,Supplier Part 238,60,29,5,2694.9,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
239,66,246,SP-00000239,Supplier Part 239,8,7,2,4974.12,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
240,35,256,SP-00000240,Supplier Part 240,35,63,4,2213.9,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
241,189,424,SP-00000241,Supplier Part 241,29,52,9,2649.09,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
242,10,94,SP-00000242,Supplier Part 242,54,30,6,2823.96,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
243,191,74,SP-00000243,Supplier Part 243,32,34,2,3369.94,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
244,21,31,SP-00000244,Supplier Part 244,27,65,10,3267.33,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
245,104,231,SP-00000245,Supplier Part 245,29,12,3,1740.62,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
246,177,69,SP-00000246,Supplier Part 246,57,81,1,4481.79,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
247,177,161,SP-00000247,Supplier Part 247,7,62,10,2202.89,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
248,17,160,SP-00000248,Supplier Part 248,42,86,2,1368.91,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
249,78,431,SP-00000249,Supplier Part 249,31,1,8,4764.93,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
250,177,250,SP-00000250,Supplier Part 250,56,93,2,1942.82,1,2,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
251,79,458,SP-00000251,Supplier Part 251,26,97,6,4238.32,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
252,25,397,SP-00000252,Supplier Part 252,31,61,7,141.81,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
253,13,109,SP-00000253,Supplier Part 253,10,62,5,4132.51,1,3,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
254,57,378,SP-00000254,Supplier Part 254,40,25,9,2721.56,1,2,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
255,102,478,SP-00000255,Supplier Part 255,35,52,3,2366.82,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
256,92,172,SP-00000256,Supplier Part 256,30,94,9,733.57,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
257,25,205,SP-00000257,Supplier Part 257,38,81,10,4252.3,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
258,112,353,SP-00000258,Supplier Part 258,26,57,5,2981.4,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
259,186,389,SP-00000259,Supplier Part 259,14,14,4,3472.98,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
260,198,456,SP-00000260,Supplier Part 260,9,51,1,2163.7,1,1,False,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
261,89,359,SP-00000261,Supplier Part 261,24,88,7,4867.66,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
262,75,329,SP-00000262,Supplier Part 262,26,81,9,4874.96,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
263,28,208,SP-00000263,Supplier Part 263,11,50,8,2314.77,1,1,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
264,156,69,SP-00000264,Supplier Part 264,24,40,10,3197.87,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
265,124,397,SP-00000265,Supplier Part 265,60,36,3,1058.68,1,3,True,2023-01-01,2023-01-01 00:00:00,,True,SYSTEM,2023-01-01 00:00:00,SYSTEM,2023-01-01 00:00:00
