PRODUCT_ID,PRODUCT_CODE,PRODUCT_NAME,PRODUCT_DESCRIPTION_SHORT,PRODUCT_DESCRIPTION_LONG,PRODUCT_TYPE,PRODUCT_STATUS,BASE_UNIT_OF_MEASURE_ID,MAKE_BUY_INDICATOR,PRODUCT_CATEGORY_ID,OWNING_ORGANIZATION_ID,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
83,REA-000083,Buffer Solution Large,Buffer Solution Large for industrial applications,Detailed specification for Buffer Solution Large. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
84,HYD-000084,Accumulator XL,Accumulator XL for industrial applications,Detailed specification for Accumulator XL. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
85,THE-000085,Cooling Assembly  Premium,Cooling Assembly  Premium for industrial applications,Detailed specification for Cooling Assembly  Premium. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
86,PNE-000086,Actuator Small,Actuator Small for industrial applications,Detailed specification for Actuator Small. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
87,HYD-000087,Cylinder Assembly  Standard,Cylinder Assembly  Standard for industrial applications,Detailed specification for Cylinder Assembly  Standard. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
88,THE-000088,Heat Exchanger Small Medical-Grade,Heat Exchanger Small Medical-Grade for industrial applications,Detailed specification for Heat Exchanger Small Medical-Grade. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
89,ALL-000089,Aluminum Billet Medium Standard,Aluminum Billet Medium Standard for industrial applications,Detailed specification for Aluminum Billet Medium Standard. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
90,ALL-000090,Aluminum Billet Large Premium,Aluminum Billet Large Premium for industrial applications,Detailed specification for Aluminum Billet Large Premium. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
91,PRE-000091,Servo Motor Small,Servo Motor Small for industrial applications,Detailed specification for Servo Motor Small. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
92,HYD-000092,Hydraulic Pump Medium Premium,Hydraulic Pump Medium Premium for industrial applications,Detailed specification for Hydraulic Pump Medium Premium. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
93,THE-000093,Cooling Assembly Small Medical-Grade,Cooling Assembly Small Medical-Grade for industrial applications,Detailed specification for Cooling Assembly Small Medical-Grade. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
94,REA-000094,Enzyme Kit Small,Enzyme Kit Small for industrial applications,Detailed specification for Enzyme Kit Small. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
95,THE-000095,Thermal Valve Medium Industrial,Thermal Valve Medium Industrial for industrial applications,Detailed specification for Thermal Valve Medium Industrial. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
96,REA-000096,Culture Medium XL Industrial,Culture Medium XL Industrial for industrial applications,Detailed specification for Culture Medium XL Industrial. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
97,POL-000097,PTFE Sheet  Premium,PTFE Sheet  Premium for industrial applications,Detailed specification for PTFE Sheet  Premium. Category: POLYMER. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,8,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
98,THE-000098,Cooling Assembly Small Premium,Cooling Assembly Small Premium for industrial applications,Detailed specification for Cooling Assembly Small Premium. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
99,PRE-000099,Micro Bearing Large Standard,Micro Bearing Large Standard for industrial applications,Detailed specification for Micro Bearing Large Standard. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
100,ALL-000100,Titanium Bar Small Premium,Titanium Bar Small Premium for industrial applications,Detailed specification for Titanium Bar Small Premium. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
101,BIO-000101,Sensor Array XL Standard,Sensor Array XL Standard for industrial applications,Detailed specification for Sensor Array XL Standard. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
102,REA-000102,Buffer Solution Small Premium,Buffer Solution Small Premium for industrial applications,Detailed specification for Buffer Solution Small Premium. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
103,ALL-000103,Titanium Bar XL Standard,Titanium Bar XL Standard for industrial applications,Detailed specification for Titanium Bar XL Standard. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
104,HYD-000104,Cylinder Assembly XL Standard,Cylinder Assembly XL Standard for industrial applications,Detailed specification for Cylinder Assembly XL Standard. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
105,PAC-000105,Shipping Container XL Premium,Shipping Container XL Premium for industrial applications,Detailed specification for Shipping Container XL Premium. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
106,REA-000106,Enzyme Kit Large Medical-Grade,Enzyme Kit Large Medical-Grade for industrial applications,Detailed specification for Enzyme Kit Large Medical-Grade. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
107,PRE-000107,Servo Motor XL Industrial,Servo Motor XL Industrial for industrial applications,Detailed specification for Servo Motor XL Industrial. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
108,HYD-000108,Cylinder Assembly Medium,Cylinder Assembly Medium for industrial applications,Detailed specification for Cylinder Assembly Medium. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
109,PNE-000109,Air Compressor Medium Medical-Grade,Air Compressor Medium Medical-Grade for industrial applications,Detailed specification for Air Compressor Medium Medical-Grade. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
110,PRE-000110,Encoder Small,Encoder Small for industrial applications,Detailed specification for Encoder Small. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
111,BIO-000111,Sensor Array Large Medical-Grade,Sensor Array Large Medical-Grade for industrial applications,Detailed specification for Sensor Array Large Medical-Grade. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
112,HYD-000112,Hydraulic Pump Medium Industrial,Hydraulic Pump Medium Industrial for industrial applications,Detailed specification for Hydraulic Pump Medium Industrial. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
113,PAC-000113,Shipping Container Medium Industrial,Shipping Container Medium Industrial for industrial applications,Detailed specification for Shipping Container Medium Industrial. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
114,HYD-000114,Cylinder Assembly Large Medical-Grade,Cylinder Assembly Large Medical-Grade for industrial applications,Detailed specification for Cylinder Assembly Large Medical-Grade. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
115,THE-000115,Thermal Valve Large Premium,Thermal Valve Large Premium for industrial applications,Detailed specification for Thermal Valve Large Premium. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
116,ALL-000116,Copper Sheet,Copper Sheet for industrial applications,Detailed specification for Copper Sheet. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
117,HYD-000117,Accumulator Small Premium,Accumulator Small Premium for industrial applications,Detailed specification for Accumulator Small Premium. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
118,THE-000118,Compressor Unit Medium Premium,Compressor Unit Medium Premium for industrial applications,Detailed specification for Compressor Unit Medium Premium. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
119,ALL-000119,Titanium Bar Small,Titanium Bar Small for industrial applications,Detailed specification for Titanium Bar Small. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
120,REA-000120,Buffer Solution Small Standard,Buffer Solution Small Standard for industrial applications,Detailed specification for Buffer Solution Small Standard. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
121,POL-000121,PTFE Sheet Small Industrial,PTFE Sheet Small Industrial for industrial applications,Detailed specification for PTFE Sheet Small Industrial. Category: POLYMER. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,8,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
122,THE-000122,Cooling Assembly Small Premium,Cooling Assembly Small Premium for industrial applications,Detailed specification for Cooling Assembly Small Premium. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
123,ALL-000123,Copper Sheet XL Standard,Copper Sheet XL Standard for industrial applications,Detailed specification for Copper Sheet XL Standard. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
124,ALL-000124,Aluminum Billet Large Premium,Aluminum Billet Large Premium for industrial applications,Detailed specification for Aluminum Billet Large Premium. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
125,REA-000125,Enzyme Kit XL Premium,Enzyme Kit XL Premium for industrial applications,Detailed specification for Enzyme Kit XL Premium. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
126,PAC-000126,Protective Foam Large Medical-Grade,Protective Foam Large Medical-Grade for industrial applications,Detailed specification for Protective Foam Large Medical-Grade. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
127,ELE-000127,Sensor Module Small Standard,Sensor Module Small Standard for industrial applications,Detailed specification for Sensor Module Small Standard. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
128,ALL-000128,Aluminum Billet XL Premium,Aluminum Billet XL Premium for industrial applications,Detailed specification for Aluminum Billet XL Premium. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
129,ELE-000129,HMI Panel  Standard,HMI Panel  Standard for industrial applications,Detailed specification for HMI Panel  Standard. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
130,PRE-000130,Encoder  Medical-Grade,Encoder  Medical-Grade for industrial applications,Detailed specification for Encoder  Medical-Grade. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
131,PAC-000131,Anti-static Bag XL Industrial,Anti-static Bag XL Industrial for industrial applications,Detailed specification for Anti-static Bag XL Industrial. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
132,THE-000132,Thermal Valve  Premium,Thermal Valve  Premium for industrial applications,Detailed specification for Thermal Valve  Premium. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
133,REA-000133,Buffer Solution XL,Buffer Solution XL for industrial applications,Detailed specification for Buffer Solution XL. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
134,PAC-000134,Protective Foam Medium Standard,Protective Foam Medium Standard for industrial applications,Detailed specification for Protective Foam Medium Standard. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
135,BIO-000135,Control Module  Standard,Control Module  Standard for industrial applications,Detailed specification for Control Module  Standard. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
136,PAC-000136,Pallet Large Premium,Pallet Large Premium for industrial applications,Detailed specification for Pallet Large Premium. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
137,BIO-000137,Control Module Large,Control Module Large for industrial applications,Detailed specification for Control Module Large. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
138,PRE-000138,Linear Guide  Premium,Linear Guide  Premium for industrial applications,Detailed specification for Linear Guide  Premium. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
139,ELE-000139,Power Supply Medium Medical-Grade,Power Supply Medium Medical-Grade for industrial applications,Detailed specification for Power Supply Medium Medical-Grade. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
140,HYD-000140,Hydraulic Pump Medium,Hydraulic Pump Medium for industrial applications,Detailed specification for Hydraulic Pump Medium. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
141,THE-000141,Cooling Assembly Small Industrial,Cooling Assembly Small Industrial for industrial applications,Detailed specification for Cooling Assembly Small Industrial. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
142,BIO-000142,Gripper Assembly Large Premium,Gripper Assembly Large Premium for industrial applications,Detailed specification for Gripper Assembly Large Premium. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
143,THE-000143,Compressor Unit Medium,Compressor Unit Medium for industrial applications,Detailed specification for Compressor Unit Medium. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
144,PNE-000144,Air Compressor  Industrial,Air Compressor  Industrial for industrial applications,Detailed specification for Air Compressor  Industrial. Category: PNEUMATIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,3,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
145,PRE-000145,Encoder  Standard,Encoder  Standard for industrial applications,Detailed specification for Encoder  Standard. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
146,REA-000146,Enzyme Kit Medium Premium,Enzyme Kit Medium Premium for industrial applications,Detailed specification for Enzyme Kit Medium Premium. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
147,ALL-000147,Copper Sheet Large Premium,Copper Sheet Large Premium for industrial applications,Detailed specification for Copper Sheet Large Premium. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
148,ELE-000148,Power Supply Medium,Power Supply Medium for industrial applications,Detailed specification for Power Supply Medium. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
149,ALL-000149,Titanium Bar Large Premium,Titanium Bar Large Premium for industrial applications,Detailed specification for Titanium Bar Large Premium. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
150,THE-000150,Cooling Assembly  Standard,Cooling Assembly  Standard for industrial applications,Detailed specification for Cooling Assembly  Standard. Category: THERMAL. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,1,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
151,PAC-000151,Anti-static Bag  Premium,Anti-static Bag  Premium for industrial applications,Detailed specification for Anti-static Bag  Premium. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
152,PAC-000152,Shipping Container XL Premium,Shipping Container XL Premium for industrial applications,Detailed specification for Shipping Container XL Premium. Category: PACKAGING. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,10,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
153,HYD-000153,Cylinder Assembly Large Industrial,Cylinder Assembly Large Industrial for industrial applications,Detailed specification for Cylinder Assembly Large Industrial. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
154,HYD-000154,Control Valve XL Standard,Control Valve XL Standard for industrial applications,Detailed specification for Control Valve XL Standard. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
155,BIO-000155,Gripper Assembly Small Industrial,Gripper Assembly Small Industrial for industrial applications,Detailed specification for Gripper Assembly Small Industrial. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
156,HYD-000156,Hydraulic Pump Small Medical-Grade,Hydraulic Pump Small Medical-Grade for industrial applications,Detailed specification for Hydraulic Pump Small Medical-Grade. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
157,ALL-000157,Aluminum Billet XL Medical-Grade,Aluminum Billet XL Medical-Grade for industrial applications,Detailed specification for Aluminum Billet XL Medical-Grade. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
158,PRE-000158,Encoder Small Medical-Grade,Encoder Small Medical-Grade for industrial applications,Detailed specification for Encoder Small Medical-Grade. Category: PRECISION. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,6,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
159,BIO-000159,Gripper Assembly XL Standard,Gripper Assembly XL Standard for industrial applications,Detailed specification for Gripper Assembly XL Standard. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
160,REA-000160,Buffer Solution Large Industrial,Buffer Solution Large Industrial for industrial applications,Detailed specification for Buffer Solution Large Industrial. Category: REAGENT. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,5,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
161,HYD-000161,Control Valve Medium Medical-Grade,Control Valve Medium Medical-Grade for industrial applications,Detailed specification for Control Valve Medium Medical-Grade. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
162,HYD-000162,Hydraulic Pump Large,Hydraulic Pump Large for industrial applications,Detailed specification for Hydraulic Pump Large. Category: HYDRAULIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,2,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
163,POL-000163,PEEK Rod XL Premium,PEEK Rod XL Premium for industrial applications,Detailed specification for PEEK Rod XL Premium. Category: POLYMER. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,8,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
164,ALL-000164,Aluminum Billet Small Standard,Aluminum Billet Small Standard for industrial applications,Detailed specification for Aluminum Billet Small Standard. Category: ALLOY. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,7,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
165,BIO-000165,Gripper Assembly XL,Gripper Assembly XL for industrial applications,Detailed specification for Gripper Assembly XL. Category: BIOROBOT. Compliant with industry standards.,MATERIAL,ACTIVE,1,MAKE,4,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
166,ELE-000166,Power Supply Large Industrial,Power Supply Large Industrial for industrial applications,Detailed specification for Power Supply Large Industrial. Category: ELECTRONIC. Compliant with industry standards.,MATERIAL,ACTIVE,1,BUY,9,1,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
