DELIVERY_ID,PURCHASE_ORDER_LINE_ID,SUPPLIER_ID,PROMISED_DATE,ACTUAL_DELIVERY_DATE,REQUESTED_QUANTITY,DELIVERED_QUANTITY,ON_TIME_FLAG,IN_FULL_FLAG,OTIF_FLAG,DAYS_EARLY_LATE,CREATED_TIMESTAMP
1695,11576,7,2025-03-16,2025-03-16,198,198,True,True,True,0,2025-03-16 20:11:07
1696,12267,60,2024-07-02,2024-07-02,67,67,True,True,True,0,2024-07-02 20:11:07
1697,11792,151,2024-07-23,2024-07-21,103,103,True,True,True,-2,2024-07-23 20:11:07
1698,5743,155,2024-06-26,2024-06-26,74,74,True,True,True,0,2024-06-26 20:11:07
1699,12495,148,2025-03-06,2025-03-06,91,91,True,True,True,0,2025-03-06 20:11:07
1700,7860,97,2025-08-03,2025-08-03,152,130,True,False,False,0,2025-08-03 20:11:07
1701,11466,189,2024-04-20,2024-04-19,347,347,True,True,True,-1,2024-04-20 20:11:07
1702,11838,18,2024-10-29,2024-11-01,382,382,False,True,False,3,2024-10-29 20:11:07
1703,6565,3,2024-11-02,2024-11-12,379,379,False,True,False,10,2024-11-02 20:11:07
1704,12615,117,2024-04-09,2024-04-13,351,351,False,True,False,4,2024-04-09 20:11:07
1705,13070,104,2024-02-21,2024-02-22,208,146,False,False,False,1,2024-02-21 20:11:07
1706,5865,23,2024-06-10,2024-06-14,100,100,False,True,False,4,2024-06-10 20:11:07
1707,4362,25,2024-06-11,2024-06-11,172,172,True,True,True,0,2024-06-11 20:11:07
1708,1283,129,2025-03-31,2025-03-31,51,51,True,True,True,0,2025-03-31 20:11:07
1709,9394,61,2025-03-10,2025-03-16,329,290,False,False,False,6,2025-03-10 20:11:07
1710,10591,76,2024-04-02,2024-04-01,168,140,True,False,False,-1,2024-04-02 20:11:07
1711,10154,112,2025-09-22,2025-09-21,475,475,True,True,True,-1,2025-09-22 20:11:07
1712,8958,94,2024-09-08,2024-09-13,236,236,False,True,False,5,2024-09-08 20:11:07
1713,7143,90,2025-03-29,2025-03-29,341,244,True,False,False,0,2025-03-29 20:11:07
1714,14511,144,2025-05-18,2025-05-13,375,375,True,True,True,-5,2025-05-18 20:11:07
1715,2615,14,2025-03-02,2025-02-28,194,194,True,True,True,-2,2025-03-02 20:11:07
1716,5650,6,2025-02-09,2025-02-09,328,328,True,True,True,0,2025-02-09 20:11:07
1717,10995,28,2024-06-24,2024-06-24,273,273,True,True,True,0,2024-06-24 20:11:07
1718,4459,21,2025-06-09,2025-06-08,277,277,True,True,True,-1,2025-06-09 20:11:07
1719,5848,7,2024-03-30,2024-03-31,244,244,False,True,False,1,2024-03-30 20:11:07
1720,13937,172,2025-06-24,2025-06-25,361,313,False,False,False,1,2025-06-24 20:11:07
1721,3356,1,2025-01-05,2025-01-05,420,420,True,True,True,0,2025-01-05 20:11:07
1722,9779,64,2024-07-18,2024-07-18,321,321,True,True,True,0,2024-07-18 20:11:07
1723,5264,24,2024-11-27,2024-11-26,114,114,True,True,True,-1,2024-11-27 20:11:07
1724,6873,46,2024-04-15,2024-04-17,333,333,False,True,False,2,2024-04-15 20:11:07
1725,12380,31,2025-08-04,2025-08-02,63,63,True,True,True,-2,2025-08-04 20:11:07
1726,4184,45,2024-05-15,2024-05-16,54,54,False,True,False,1,2024-05-15 20:11:07
1727,1803,72,2024-06-14,2024-06-16,458,458,False,True,False,2,2024-06-14 20:11:07
1728,12466,180,2024-09-05,2024-08-30,115,115,True,True,True,-6,2024-09-05 20:11:07
1729,12880,82,2025-11-09,2025-11-10,369,369,False,True,False,1,2025-11-09 20:11:07
1730,8913,178,2025-05-06,2025-05-08,347,347,False,True,False,2,2025-05-06 20:11:07
1731,2713,111,2025-08-09,2025-08-07,182,182,True,True,True,-2,2025-08-09 20:11:07
1732,6874,31,2025-06-23,2025-06-23,135,135,True,True,True,0,2025-06-23 20:11:07
1733,10053,121,2025-11-28,2025-12-02,218,218,False,True,False,4,2025-11-28 20:11:07
1734,13679,29,2024-03-27,2024-03-31,405,405,False,True,False,4,2024-03-27 20:11:07
1735,19,34,2024-12-29,2024-12-26,174,174,True,True,True,-3,2024-12-29 20:11:07
1736,14202,69,2025-03-03,2025-03-03,466,466,True,True,True,0,2025-03-03 20:11:07
1737,7695,111,2025-05-06,2025-05-06,75,75,True,True,True,0,2025-05-06 20:11:07
1738,9349,22,2025-08-26,2025-08-25,341,341,True,True,True,-1,2025-08-26 20:11:07
1739,9135,168,2024-07-05,2024-07-07,210,210,False,True,False,2,2024-07-05 20:11:07
1740,8686,160,2025-04-02,2025-03-31,337,337,True,True,True,-2,2025-04-02 20:11:07
1741,4297,166,2024-03-17,2024-03-18,469,469,False,True,False,1,2024-03-17 20:11:07
1742,7035,147,2024-09-17,2024-09-19,212,212,False,True,False,2,2024-09-17 20:11:07
1743,8866,106,2025-06-21,2025-06-15,255,255,True,True,True,-6,2025-06-21 20:11:07
1744,4091,112,2024-01-27,2024-01-28,169,154,False,False,False,1,2024-01-27 20:11:07
1745,4981,142,2024-09-09,2024-09-11,382,382,False,True,False,2,2024-09-09 20:11:07
1746,3109,26,2024-02-29,2024-02-29,87,87,True,True,True,0,2024-02-29 20:11:07
1747,3998,122,2024-11-06,2024-11-05,223,223,True,True,True,-1,2024-11-06 20:11:07
1748,13790,32,2024-09-21,2024-09-20,400,400,True,True,True,-1,2024-09-21 20:11:07
1749,12892,50,2025-08-24,2025-08-24,118,118,True,True,True,0,2025-08-24 20:11:07
1750,13886,70,2025-11-10,2025-11-10,386,271,True,False,False,0,2025-11-10 20:11:07
1751,2219,103,2025-08-04,2025-08-01,184,184,True,True,True,-3,2025-08-04 20:11:07
1752,8601,80,2024-03-08,2024-03-04,221,156,True,False,False,-4,2024-03-08 20:11:07
1753,1241,142,2024-02-03,2024-02-03,366,366,True,True,True,0,2024-02-03 20:11:07
1754,13079,21,2025-07-04,2025-06-29,109,109,True,True,True,-5,2025-07-04 20:11:07
1755,1828,57,2025-03-25,2025-03-20,350,350,True,True,True,-5,2025-03-25 20:11:07
1756,9280,100,2024-12-04,2024-12-03,491,491,True,True,True,-1,2024-12-04 20:11:07
1757,14994,30,2024-02-12,2024-02-11,461,461,True,True,True,-1,2024-02-12 20:11:07
1758,13964,8,2025-01-17,2025-01-17,344,344,True,True,True,0,2025-01-17 20:11:07
1759,3470,175,2025-11-10,2025-11-08,356,356,True,True,True,-2,2025-11-10 20:11:07
1760,14523,30,2025-03-12,2025-03-11,362,260,True,False,False,-1,2025-03-12 20:11:07
1761,3744,50,2025-01-25,2025-01-25,489,489,True,True,True,0,2025-01-25 20:11:07
1762,12357,142,2024-11-04,2024-11-04,294,294,True,True,True,0,2024-11-04 20:11:07
1763,3395,31,2024-12-28,2024-12-29,261,261,False,True,False,1,2024-12-28 20:11:07
1764,14384,120,2025-07-03,2025-06-27,238,238,True,True,True,-6,2025-07-03 20:11:07
1765,11630,113,2025-11-23,2025-12-05,353,353,False,True,False,12,2025-11-23 20:11:07
1766,12005,177,2025-09-25,2025-09-25,463,463,True,True,True,0,2025-09-25 20:11:07
1767,9411,193,2024-10-16,2024-10-16,355,355,True,True,True,0,2024-10-16 20:11:07
1768,13530,73,2025-02-19,2025-02-21,342,342,False,True,False,2,2025-02-19 20:11:07
1769,2884,121,2024-05-16,2024-05-13,105,105,True,True,True,-3,2024-05-16 20:11:07
1770,13075,112,2024-07-01,2024-06-30,468,468,True,True,True,-1,2024-07-01 20:11:07
1771,8359,20,2025-05-21,2025-05-20,181,181,True,True,True,-1,2025-05-21 20:11:07
1772,7431,169,2025-12-13,2025-12-15,304,304,False,True,False,2,2025-12-13 20:11:07
1773,12454,197,2024-07-08,2024-07-09,66,66,False,True,False,1,2024-07-08 20:11:07
1774,10967,154,2025-02-25,2025-02-21,275,275,True,True,True,-4,2025-02-25 20:11:07
1775,4721,27,2024-05-22,2024-05-21,345,345,True,True,True,-1,2024-05-22 20:11:07
1776,11974,60,2024-12-03,2024-12-06,481,481,False,True,False,3,2024-12-03 20:11:07
1777,13989,85,2025-06-30,2025-07-03,465,465,False,True,False,3,2025-06-30 20:11:07
1778,7157,6,2025-10-22,2025-10-19,446,446,True,True,True,-3,2025-10-22 20:11:07
1779,13046,118,2024-11-13,2024-11-13,121,121,True,True,True,0,2024-11-13 20:11:07
1780,14404,89,2024-04-08,2024-04-08,431,409,True,False,False,0,2024-04-08 20:11:07
1781,8574,196,2025-02-09,2025-02-11,396,396,False,True,False,2,2025-02-09 20:11:07
1782,10384,133,2025-08-19,2025-08-14,141,141,True,True,True,-5,2025-08-19 20:11:07
1783,13548,139,2025-04-05,2025-04-05,323,323,True,True,True,0,2025-04-05 20:11:07
1784,9913,71,2024-12-26,2024-12-28,409,409,False,True,False,2,2024-12-26 20:11:07
1785,8467,155,2025-10-10,2025-10-09,404,404,True,True,True,-1,2025-10-10 20:11:07
1786,8291,160,2025-08-15,2025-08-15,201,201,True,True,True,0,2025-08-15 20:11:07
1787,3050,117,2024-01-27,2024-01-26,250,250,True,True,True,-1,2024-01-27 20:11:07
1788,12613,122,2024-02-25,2024-02-25,231,231,True,True,True,0,2024-02-25 20:11:07
1789,8118,143,2025-05-01,2025-04-30,389,389,True,True,True,-1,2025-05-01 20:11:07
1790,2799,173,2025-11-22,2025-11-21,226,226,True,True,True,-1,2025-11-22 20:11:07
1791,12222,162,2024-02-21,2024-02-19,453,453,True,True,True,-2,2024-02-21 20:11:07
1792,9641,162,2024-09-11,2024-09-09,79,79,True,True,True,-2,2024-09-11 20:11:07
1793,159,16,2025-05-19,2025-05-18,409,409,True,True,True,-1,2025-05-19 20:11:07
1794,5674,198,2024-08-18,2024-08-13,399,399,True,True,True,-5,2024-08-18 20:11:07
1795,13121,74,2025-02-19,2025-02-19,59,59,True,True,True,0,2025-02-19 20:11:07
1796,12499,66,2025-05-09,2025-05-12,304,304,False,True,False,3,2025-05-09 20:11:07
1797,4032,93,2024-04-20,2024-04-18,156,144,True,False,False,-2,2024-04-20 20:11:07
1798,13558,159,2025-10-08,2025-10-08,311,311,True,True,True,0,2025-10-08 20:11:07
1799,2729,150,2024-10-08,2024-10-06,272,272,True,True,True,-2,2024-10-08 20:11:07
1800,9532,198,2025-09-16,2025-09-18,296,296,False,True,False,2,2025-09-16 20:11:07
1801,10242,145,2025-05-19,2025-05-24,299,299,False,True,False,5,2025-05-19 20:11:07
1802,14049,177,2025-08-26,2025-08-20,73,73,True,True,True,-6,2025-08-26 20:11:07
1803,5464,72,2025-01-09,2025-01-07,138,118,True,False,False,-2,2025-01-09 20:11:07
1804,5975,83,2025-12-18,2025-12-17,228,228,True,True,True,-1,2025-12-18 20:11:07
1805,13000,161,2024-12-10,2024-12-10,394,394,True,True,True,0,2024-12-10 20:11:07
1806,8239,122,2024-04-18,2024-04-17,60,60,True,True,True,-1,2024-04-18 20:11:07
1807,6761,116,2025-05-09,2025-05-17,197,197,False,True,False,8,2025-05-09 20:11:07
1808,11023,101,2024-09-08,2024-09-13,306,306,False,True,False,5,2024-09-08 20:11:07
1809,2305,184,2024-11-04,2024-11-04,439,439,True,True,True,0,2024-11-04 20:11:07
1810,8818,67,2025-12-16,2025-12-15,281,281,True,True,True,-1,2025-12-16 20:11:07
1811,13151,123,2024-12-03,2024-12-03,227,227,True,True,True,0,2024-12-03 20:11:07
1812,704,30,2025-05-14,2025-05-14,440,440,True,True,True,0,2025-05-14 20:11:07
1813,5072,123,2024-10-19,2024-10-19,311,311,True,True,True,0,2024-10-19 20:11:07
1814,3925,16,2025-12-19,2025-12-18,66,66,True,True,True,-1,2025-12-19 20:11:07
1815,8704,119,2024-12-28,2024-12-28,257,257,True,True,True,0,2024-12-28 20:11:07
1816,7138,28,2025-02-04,2025-02-05,140,135,False,False,False,1,2025-02-04 20:11:07
1817,48,115,2024-12-08,2024-12-06,377,377,True,True,True,-2,2024-12-08 20:11:07
1818,218,10,2024-10-28,2024-11-02,220,220,False,True,False,5,2024-10-28 20:11:07
1819,2238,108,2024-09-25,2024-09-28,217,217,False,True,False,3,2024-09-25 20:11:07
1820,4951,30,2024-05-08,2024-05-10,85,85,False,True,False,2,2024-05-08 20:11:07
1821,9072,47,2025-10-22,2025-10-22,463,463,True,True,True,0,2025-10-22 20:11:07
1822,1241,144,2025-05-14,2025-05-13,387,387,True,True,True,-1,2025-05-14 20:11:07
1823,10744,134,2024-04-27,2024-04-26,384,384,True,True,True,-1,2024-04-27 20:11:07
1824,13298,99,2025-07-14,2025-07-22,491,491,False,True,False,8,2025-07-14 20:11:07
1825,14021,87,2024-05-07,2024-05-03,430,430,True,True,True,-4,2024-05-07 20:11:07
1826,9083,21,2025-02-26,2025-02-23,325,325,True,True,True,-3,2025-02-26 20:11:07
1827,9144,92,2025-06-18,2025-06-18,371,371,True,True,True,0,2025-06-18 20:11:07
1828,475,109,2024-04-18,2024-04-23,398,347,False,False,False,5,2024-04-18 20:11:07
1829,2130,185,2025-03-30,2025-04-01,378,378,False,True,False,2,2025-03-30 20:11:07
1830,2308,158,2025-06-05,2025-06-08,241,241,False,True,False,3,2025-06-05 20:11:07
1831,5967,178,2024-01-31,2024-01-31,71,71,True,True,True,0,2024-01-31 20:11:07
1832,1735,90,2024-08-21,2024-08-22,236,236,False,True,False,1,2024-08-21 20:11:07
1833,12027,75,2025-08-25,2025-08-27,184,184,False,True,False,2,2025-08-25 20:11:07
1834,12543,56,2025-07-21,2025-07-21,290,290,True,True,True,0,2025-07-21 20:11:07
1835,10683,156,2025-04-14,2025-04-17,463,463,False,True,False,3,2025-04-14 20:11:07
1836,2052,133,2024-09-26,2024-09-26,350,350,True,True,True,0,2024-09-26 20:11:07
1837,7470,66,2025-05-12,2025-05-10,430,363,True,False,False,-2,2025-05-12 20:11:07
1838,9046,86,2025-05-17,2025-05-29,166,166,False,True,False,12,2025-05-17 20:11:07
1839,9102,145,2024-08-06,2024-08-06,146,146,True,True,True,0,2024-08-06 20:11:07
1840,7702,97,2024-11-01,2024-11-04,484,484,False,True,False,3,2024-11-01 20:11:07
1841,563,11,2025-11-24,2025-11-29,340,340,False,True,False,5,2025-11-24 20:11:07
1842,4160,59,2024-04-16,2024-04-13,419,419,True,True,True,-3,2024-04-16 20:11:07
1843,3536,101,2024-01-30,2024-02-02,380,341,False,False,False,3,2024-01-30 20:11:07
1844,1617,175,2025-12-14,2025-12-15,141,141,False,True,False,1,2025-12-14 20:11:07
1845,11428,72,2024-03-04,2024-03-11,470,470,False,True,False,7,2024-03-04 20:11:07
1846,13549,124,2025-10-15,2025-10-17,246,246,False,True,False,2,2025-10-15 20:11:07
1847,998,102,2025-01-20,2025-01-22,200,200,False,True,False,2,2025-01-20 20:11:07
1848,2632,187,2024-08-27,2024-08-27,454,454,True,True,True,0,2024-08-27 20:11:07
1849,10477,155,2024-03-29,2024-03-29,252,252,True,True,True,0,2024-03-29 20:11:07
1850,2228,40,2025-10-11,2025-10-13,463,339,False,False,False,2,2025-10-11 20:11:07
1851,11476,181,2025-08-20,2025-08-18,152,152,True,True,True,-2,2025-08-20 20:11:07
1852,398,165,2024-04-29,2024-04-28,462,462,True,True,True,-1,2024-04-29 20:11:07
1853,10622,12,2025-11-07,2025-11-07,88,88,True,True,True,0,2025-11-07 20:11:07
1854,1167,91,2025-11-05,2025-11-05,172,172,True,True,True,0,2025-11-05 20:11:07
1855,926,171,2025-10-16,2025-10-16,117,117,True,True,True,0,2025-10-16 20:11:07
1856,2808,9,2024-10-06,2024-10-13,340,340,False,True,False,7,2024-10-06 20:11:07
1857,4547,14,2025-04-05,2025-04-05,121,121,True,True,True,0,2025-04-05 20:11:07
1858,5282,144,2025-06-05,2025-06-05,169,169,True,True,True,0,2025-06-05 20:11:07
1859,12594,135,2024-07-15,2024-07-16,430,430,False,True,False,1,2024-07-15 20:11:07
1860,14364,174,2025-01-15,2025-01-14,236,181,True,False,False,-1,2025-01-15 20:11:07
1861,14774,134,2025-10-09,2025-10-09,333,333,True,True,True,0,2025-10-09 20:11:07
1862,10381,187,2024-04-24,2024-04-24,152,152,True,True,True,0,2024-04-24 20:11:07
1863,2931,157,2025-03-03,2025-03-03,354,354,True,True,True,0,2025-03-03 20:11:07
1864,5257,48,2025-07-09,2025-07-12,215,215,False,True,False,3,2025-07-09 20:11:07
1865,4938,172,2025-02-20,2025-02-21,261,261,False,True,False,1,2025-02-20 20:11:07
1866,215,59,2024-10-03,2024-10-05,138,138,False,True,False,2,2024-10-03 20:11:07
1867,13247,171,2025-06-25,2025-06-25,336,336,True,True,True,0,2025-06-25 20:11:07
1868,7434,44,2025-08-21,2025-08-23,216,216,False,True,False,2,2025-08-21 20:11:07
1869,14991,155,2025-03-04,2025-03-09,184,184,False,True,False,5,2025-03-04 20:11:07
1870,5458,164,2024-08-10,2024-08-10,461,461,True,True,True,0,2024-08-10 20:11:07
1871,9538,131,2025-10-22,2025-10-20,300,300,True,True,True,-2,2025-10-22 20:11:07
1872,13576,78,2024-02-28,2024-02-29,500,500,False,True,False,1,2024-02-28 20:11:07
1873,53,76,2025-06-05,2025-06-03,317,317,True,True,True,-2,2025-06-05 20:11:07
1874,6301,167,2025-07-19,2025-07-29,359,359,False,True,False,10,2025-07-19 20:11:07
1875,3841,3,2024-04-26,2024-04-19,136,136,True,True,True,-7,2024-04-26 20:11:07
1876,1570,50,2024-12-04,2024-12-03,304,304,True,True,True,-1,2024-12-04 20:11:07
1877,1596,147,2024-04-18,2024-04-19,222,222,False,True,False,1,2024-04-18 20:11:07
1878,11895,59,2024-05-29,2024-05-31,392,392,False,True,False,2,2024-05-29 20:11:07
1879,8143,122,2025-05-08,2025-05-10,416,416,False,True,False,2,2025-05-08 20:11:07
1880,9184,126,2024-08-09,2024-08-12,245,245,False,True,False,3,2024-08-09 20:11:07
1881,10988,124,2024-02-16,2024-02-13,491,491,True,True,True,-3,2024-02-16 20:11:07
1882,10005,36,2024-10-18,2024-10-21,353,353,False,True,False,3,2024-10-18 20:11:07
1883,5622,27,2024-12-18,2024-12-22,465,465,False,True,False,4,2024-12-18 20:11:07
1884,13479,96,2024-11-29,2024-11-26,278,278,True,True,True,-3,2024-11-29 20:11:07
1885,14528,146,2024-02-18,2024-02-18,484,484,True,True,True,0,2024-02-18 20:11:07
1886,10292,155,2024-01-21,2024-01-17,465,465,True,True,True,-4,2024-01-21 20:11:07
1887,12606,144,2025-02-11,2025-02-07,453,453,True,True,True,-4,2025-02-11 20:11:07
1888,1475,18,2024-03-12,2024-03-12,412,412,True,True,True,0,2024-03-12 20:11:07
1889,2246,182,2025-09-02,2025-08-30,332,332,True,True,True,-3,2025-09-02 20:11:07
1890,9178,84,2024-10-25,2024-10-26,186,186,False,True,False,1,2024-10-25 20:11:07
1891,11385,6,2025-10-27,2025-10-29,305,305,False,True,False,2,2025-10-27 20:11:07
1892,7675,11,2024-01-30,2024-01-30,250,250,True,True,True,0,2024-01-30 20:11:07
1893,423,6,2025-08-08,2025-08-08,359,359,True,True,True,0,2025-08-08 20:11:07
1894,2164,181,2024-09-22,2024-09-19,450,450,True,True,True,-3,2024-09-22 20:11:07
1895,3753,144,2025-06-25,2025-07-02,256,256,False,True,False,7,2025-06-25 20:11:07
1896,10649,77,2025-01-06,2025-01-04,336,336,True,True,True,-2,2025-01-06 20:11:07
1897,8924,91,2024-09-19,2024-09-23,426,426,False,True,False,4,2024-09-19 20:11:07
1898,13183,189,2024-12-13,2024-12-13,270,270,True,True,True,0,2024-12-13 20:11:07
1899,485,194,2025-10-08,2025-10-04,361,361,True,True,True,-4,2025-10-08 20:11:07
1900,12694,74,2025-03-27,2025-03-23,98,98,True,True,True,-4,2025-03-27 20:11:07
1901,2693,71,2025-06-28,2025-06-27,57,57,True,True,True,-1,2025-06-28 20:11:07
1902,11918,122,2024-10-11,2024-10-15,313,313,False,True,False,4,2024-10-11 20:11:07
1903,7996,53,2025-09-13,2025-09-12,279,279,True,True,True,-1,2025-09-13 20:11:07
1904,14758,48,2024-10-10,2024-10-10,173,173,True,True,True,0,2024-10-10 20:11:07
1905,11769,68,2024-10-09,2024-10-04,98,98,True,True,True,-5,2024-10-09 20:11:07
1906,1405,119,2025-04-21,2025-04-20,433,433,True,True,True,-1,2025-04-21 20:11:07
1907,9502,181,2025-02-20,2025-02-20,366,366,True,True,True,0,2025-02-20 20:11:07
1908,10287,187,2024-11-14,2024-11-17,57,57,False,True,False,3,2024-11-14 20:11:07
1909,2249,26,2025-12-01,2025-12-03,372,372,False,True,False,2,2025-12-01 20:11:07
1910,6322,47,2025-07-17,2025-07-17,172,172,True,True,True,0,2025-07-17 20:11:07
1911,7914,78,2024-11-23,2024-11-22,221,221,True,True,True,-1,2024-11-23 20:11:07
1912,1277,20,2024-05-30,2024-05-31,498,498,False,True,False,1,2024-05-30 20:11:07
1913,3226,72,2024-04-23,2024-04-20,160,160,True,True,True,-3,2024-04-23 20:11:07
1914,9548,103,2025-04-12,2025-04-07,438,438,True,True,True,-5,2025-04-12 20:11:07
1915,1981,63,2024-02-15,2024-02-14,400,322,True,False,False,-1,2024-02-15 20:11:07
1916,14122,153,2024-12-27,2024-12-28,416,416,False,True,False,1,2024-12-27 20:11:07
1917,10470,162,2025-03-03,2025-02-25,472,472,True,True,True,-6,2025-03-03 20:11:07
1918,6201,80,2025-03-04,2025-03-06,486,486,False,True,False,2,2025-03-04 20:11:07
1919,1647,129,2025-10-08,2025-10-03,395,395,True,True,True,-5,2025-10-08 20:11:07
1920,9847,11,2025-09-22,2025-09-27,114,114,False,True,False,5,2025-09-22 20:11:07
1921,2985,127,2025-02-27,2025-02-24,51,51,True,True,True,-3,2025-02-27 20:11:07
1922,5066,159,2025-08-16,2025-08-16,184,184,True,True,True,0,2025-08-16 20:11:07
1923,11279,92,2025-01-04,2025-01-10,169,169,False,True,False,6,2025-01-04 20:11:07
1924,10531,85,2024-02-11,2024-02-11,448,448,True,True,True,0,2024-02-11 20:11:07
1925,10694,126,2025-10-31,2025-10-27,351,351,True,True,True,-4,2025-10-31 20:11:07
1926,1570,169,2025-11-27,2025-12-09,137,137,False,True,False,12,2025-11-27 20:11:07
1927,4143,55,2024-04-10,2024-04-10,379,358,True,False,False,0,2024-04-10 20:11:07
1928,8134,20,2025-01-09,2025-01-12,393,286,False,False,False,3,2025-01-09 20:11:07
1929,3282,158,2024-06-01,2024-05-30,331,331,True,True,True,-2,2024-06-01 20:11:07
1930,3093,196,2025-08-23,2025-08-24,312,312,False,True,False,1,2025-08-23 20:11:07
1931,5116,124,2025-09-21,2025-09-25,331,331,False,True,False,4,2025-09-21 20:11:07
1932,5768,145,2024-07-08,2024-07-04,256,256,True,True,True,-4,2024-07-08 20:11:07
1933,6378,16,2025-09-10,2025-09-12,70,70,False,True,False,2,2025-09-10 20:11:07
1934,4498,35,2024-04-30,2024-04-27,130,130,True,True,True,-3,2024-04-30 20:11:07
1935,1377,16,2025-03-12,2025-03-13,275,275,False,True,False,1,2025-03-12 20:11:07
1936,2912,6,2024-07-23,2024-07-22,437,437,True,True,True,-1,2024-07-23 20:11:07
1937,885,133,2025-06-28,2025-07-05,224,224,False,True,False,7,2025-06-28 20:11:07
1938,2189,161,2024-08-16,2024-08-16,305,305,True,True,True,0,2024-08-16 20:11:07
1939,7849,151,2024-03-24,2024-04-04,426,426,False,True,False,11,2024-03-24 20:11:07
1940,5002,146,2025-09-11,2025-09-15,74,74,False,True,False,4,2025-09-11 20:11:07
1941,11986,146,2024-07-19,2024-07-16,372,372,True,True,True,-3,2024-07-19 20:11:07
1942,9854,107,2024-04-23,2024-04-23,471,471,True,True,True,0,2024-04-23 20:11:07
1943,1180,190,2024-04-21,2024-05-01,307,307,False,True,False,10,2024-04-21 20:11:07
1944,12356,88,2024-08-10,2024-08-14,53,53,False,True,False,4,2024-08-10 20:11:07
1945,8911,148,2024-11-05,2024-11-06,459,459,False,True,False,1,2024-11-05 20:11:07
1946,3815,57,2025-08-01,2025-07-29,322,238,True,False,False,-3,2025-08-01 20:11:07
1947,6178,84,2024-03-31,2024-04-02,351,351,False,True,False,2,2024-03-31 20:11:07
1948,3779,165,2025-03-03,2025-03-08,499,499,False,True,False,5,2025-03-03 20:11:07
1949,12301,176,2025-12-01,2025-11-30,333,333,True,True,True,-1,2025-12-01 20:11:07
1950,12460,89,2024-05-20,2024-05-19,227,227,True,True,True,-1,2024-05-20 20:11:07
1951,12628,122,2025-11-12,2025-11-12,278,278,True,True,True,0,2025-11-12 20:11:07
1952,3159,175,2025-10-05,2025-10-04,457,457,True,True,True,-1,2025-10-05 20:11:07
1953,5887,74,2024-02-12,2024-02-13,465,465,False,True,False,1,2024-02-12 20:11:07
1954,13930,78,2024-08-07,2024-08-08,337,337,False,True,False,1,2024-08-07 20:11:07
1955,11377,116,2025-01-19,2025-01-16,255,195,True,False,False,-3,2025-01-19 20:11:07
1956,13448,137,2024-03-06,2024-03-07,61,61,False,True,False,1,2024-03-06 20:11:07
1957,1496,71,2025-09-29,2025-10-08,463,463,False,True,False,9,2025-09-29 20:11:07
1958,14339,162,2025-06-14,2025-06-14,129,129,True,True,True,0,2025-06-14 20:11:07
1959,4497,168,2024-04-11,2024-04-11,145,145,True,True,True,0,2024-04-11 20:11:07
1960,14015,147,2024-07-28,2024-07-25,304,241,True,False,False,-3,2024-07-28 20:11:07
1961,3750,40,2024-12-31,2025-01-05,105,105,False,True,False,5,2024-12-31 20:11:07
1962,13424,165,2025-05-22,2025-05-20,271,271,True,True,True,-2,2025-05-22 20:11:07
1963,8422,28,2025-11-14,2025-11-11,151,151,True,True,True,-3,2025-11-14 20:11:07
1964,14621,66,2025-01-22,2025-01-23,186,158,False,False,False,1,2025-01-22 20:11:07
1965,2214,71,2025-04-14,2025-04-14,160,157,True,False,False,0,2025-04-14 20:11:07
1966,10155,122,2024-09-04,2024-09-01,131,131,True,True,True,-3,2024-09-04 20:11:07
1967,14208,4,2025-03-02,2025-03-05,345,345,False,True,False,3,2025-03-02 20:11:07
1968,8197,53,2024-10-20,2024-10-16,81,81,True,True,True,-4,2024-10-20 20:11:07
1969,713,193,2025-01-16,2025-01-18,323,323,False,True,False,2,2025-01-16 20:11:07
1970,6475,8,2025-09-18,2025-09-21,484,484,False,True,False,3,2025-09-18 20:11:07
1971,6750,138,2024-05-17,2024-05-19,472,472,False,True,False,2,2024-05-17 20:11:07
1972,6376,177,2024-05-28,2024-05-31,441,441,False,True,False,3,2024-05-28 20:11:07
1973,8133,55,2025-02-18,2025-02-18,450,450,True,True,True,0,2025-02-18 20:11:07
1974,716,87,2024-04-20,2024-04-20,241,241,True,True,True,0,2024-04-20 20:11:07
1975,9995,120,2024-05-08,2024-05-08,241,241,True,True,True,0,2024-05-08 20:11:07
1976,11871,9,2025-04-20,2025-04-20,224,224,True,True,True,0,2025-04-20 20:11:07
1977,365,113,2024-01-24,2024-01-26,499,499,False,True,False,2,2024-01-24 20:11:07
1978,13417,149,2025-05-13,2025-05-08,113,113,True,True,True,-5,2025-05-13 20:11:07
1979,7199,78,2025-02-09,2025-02-09,106,106,True,True,True,0,2025-02-09 20:11:07
1980,2498,59,2025-03-04,2025-02-27,75,75,True,True,True,-5,2025-03-04 20:11:07
1981,11785,89,2025-01-13,2025-01-09,403,327,True,False,False,-4,2025-01-13 20:11:07
1982,3979,4,2024-03-21,2024-03-22,452,452,False,True,False,1,2024-03-21 20:11:07
1983,7542,20,2025-08-17,2025-08-23,408,389,False,False,False,6,2025-08-17 20:11:07
1984,4028,189,2024-08-06,2024-08-02,365,365,True,True,True,-4,2024-08-06 20:11:07
1985,8409,139,2024-04-27,2024-04-25,178,178,True,True,True,-2,2024-04-27 20:11:07
1986,10312,198,2024-09-12,2024-09-12,490,468,True,False,False,0,2024-09-12 20:11:07
